"Gene","log2FC","MYB3|ABA","MYB3|EtOH","ABF1|ABA","ABF1|EtOH","FBH3|ABA","FBH3|EtOH","NFYC2|ABA","NFYC2|EtOH","ANAC032|ABA","ANAC032|EtOH","HB6|ABA","HB6|EtOH","GBF3|ABA","GBF3|EtOH","HB7|ABA","HB7|EtOH","ABF4|ABA","ABF4|EtOH","GBF2|ABA","GBF2|EtOH","RD26|ABA","RD26|EtOH","ABF3|ABA","ABF3|EtOH","HAT22|ABA","HAT22|EtOH","ZAT6|ABA","ZAT6|EtOH","AT5G04760|ABA","AT5G04760|EtOH","DREB2A|ABA","DREB2A|EtOH","HSFA6A|ABA","HSFA6A|EtOH","NFYB2|ABA","NFYB2|EtOH","ANAC102|ABA","ANAC102|EtOH","HB5|ABA","HB5|EtOH","MYB44|ABA","MYB44|EtOH"
"AT1G01830",1.0488022029069,2.05839297305555,1.94103878990128,3.24754371022261,1.89316025359906,0,0,4.52715604222561,4.32328464629106,1.96115764530219,0,2.23051093871751,2.36789748204431,4.32656480614259,4.31564878186866,2.21363274611471,0,2.93212435272751,2.9520802433125,3.77795078000967,3.5976985923037,1.54162414622471,2.12850819815469,3.06681802784397,3.03215718152394,2.2830626672269,2.28335388228148,2.06931845183126,2.09339970796,1.86370638611641,1.7926021012826,0,0,1.93193598593871,0,10.6763698161297,7.71311542218599,1.89780536330426,1.61437747797452,2.1561540942807,2.29669404879763,2.03975713173387,1.65304075634793
"AT1G01900",0.834132333951906,1.64784433823186,0,0,0,0,0,1.05001250191812,0.999113557948737,0,0,2.0923393644435,1.96750679386917,2.22786025033866,2.02588624869269,1.97144574509515,0,0,0,1.7664864469563,1.95580405211202,1.75855892893028,0,1.34606728591092,0,2.25301107779176,1.56921709451585,1.77734731402203,0,1.56402644343866,1.42403734667334,0,0,0,0,3.59422800601234,1.78862216606925,0,0,2.20462988014068,2.18150910651567,1.40982836787512,0
"AT1G02205",2.55152051308808,2.45770655281133,2.32902780097392,2.79814321448582,0,0,0,3.01785967565767,2.36698275239211,1.74266593751776,2.48463203627711,1.12086297830365,1.15324128638651,3.25165225959998,3.27470218097238,1.88300379971442,0,2.14906202595736,1.7026523132532,2.45328193268917,2.13685456600386,1.90132653250863,1.75000635119156,2.25496714729298,1.82398069261792,1.97407685423257,0,2.39745937129064,0,2.09699883399368,1.35119791504084,2.51898870998735,0,0,0,7.99643316727282,3.7462611669147,2.58359474435233,2.77408522196823,1.84910217303727,0,2.27697389005858,1.21912652442699
"AT1G02220",-1.36306414098104,2.1688006475402,1.90708479279457,2.14664444332697,0,0,0,0,0,2.98430123442192,2.29789339833011,2.62187436003551,2.64592551906944,2.42991416820583,2.43108037268845,2.55871306790776,2.06449329237307,2.00859245743626,1.68175819893255,2.21442502954686,1.74855310076974,2.51610164380915,3.13271272638684,2.19656103916205,2.18768690604004,3.09668696690844,3.19442301530735,2.82698010962819,2.81127319111988,2.13648954170534,2.21047596314541,0,0,0,0,4.79329173973039,2.69270930534226,3.005290486523,3.20045544013014,2.43270163329706,2.51077172166882,3.09893034397964,2.88008918483629
"AT1G02310",6.20213218325554,1.73983215579695,0,2.93472652026703,0,0,0,1.58747155344376,0,1.72804859045065,0,2.50102255742917,2.37044155523043,1.93598231898236,1.46087352321493,2.64842409753004,2.1733109171235,1.90322881002137,0,1.61784795732563,0,1.98593140262696,0,2.05160838834178,1.53000616406951,2.51152331280272,1.99228605974846,2.37929724852311,0,1.79797167479524,0,0,0,0,0,7.90560456031364,3.24054812851634,1.79431724928122,0,2.36900926717122,2.23323437646708,1.92956264020421,0
"AT1G02360",-3.25102350253825,1.60814038718978,1.39310481249209,1.68923660126843,1.63770938159278,0,1.50473385767662,1.57705571957551,1.42755049165653,1.48827255225662,0,1.74650401907186,1.42850250928825,2.38951795660153,2.30549604178417,2.27576709349496,0,1.2723056572651,1.18523903701248,1.5848783460556,1.60158343935176,1.85235038863208,1.3783872980595,1.48377852769523,1.48377852769523,2.58434434377892,2.4250383051413,2.43530064791721,1.96122089646841,1.78431495057788,1.47838367151403,1.68342097330083,0,1.40020194762611,0,2.41873840869621,2.6854617893418,1.42279991204904,1.35731539726854,2.03852930610272,2.09083314292313,1.79410530403804,1.47230325779378
"AT1G02370",-1.15297342774191,1.02881927088459,0.891248729819248,1.6174991094034,1.04773624573629,0,0.962664206845472,1.00893263329663,0.91328559849401,0.952132969414381,0,1.11733839023749,0.913894658557135,1.14072982180913,1.4749575196483,1.94445911065947,0,1.0844606377737,0.758265118889292,1.01393721432436,1.02462441678623,1.56693577993245,0.846337304215556,1.05647441891114,0.949257885180808,2.15431290906993,2.02421233300219,2.08910738232244,1.75575773050449,1.5512088968301,0.945806487499933,1.3042887534835,0,0.895789172589118,0,3.58196936880956,1.33568675636503,0.886955307686116,0.868352196426397,1.30416364832828,1.33762540060481,1.49856271659794,0.941916499498776
"AT1G02390",2.87729879805322,1.93889378082223,1.06076591555351,1.48918100336232,0,0,0,1.26889003804844,0,2.12376583207893,0,1.95979483775785,1.16603609649089,2.71236683569937,2.32430567002456,2.22016353562503,0,1.99292620090601,1.06700310908544,0,0.932879306505775,2.05015817685168,0.85388335270156,2.0029157850593,1.00333238536946,2.11518553601231,1.01605270909746,2.19833371522247,1.02253282435334,1.54186468061698,0.889604124468382,0,0,0,0,4.75149082689304,2.17234167782659,1.97395983902714,0,2.25690623383431,2.22161376359761,2.37682878128229,0.883498859661429
"AT1G02470",1.09138114484954,0,0,0,0,0,0,1.03619944521823,1.25635979025305,2.38411507227738,0,1.20642227508449,1.1825323639902,1.59008948440396,1.49064343196911,1.40895004541648,0,0,0,1.16664780062802,1.13924742820455,2.11092032848928,2.63610278638316,1.17993264974843,1.01231875416059,1.09468653776425,0,1.21450297473347,0,1.3221042428265,1.21441629965313,0,0,0,0,1.30784063072603,1.70895350328613,2.11514639380288,0,1.09287719526863,1.08303091289384,1.00193208028281,0
"AT1G02640",-0.668612151985521,0,0,1.98071394968978,0,0,0,1.81293782082084,1.75975451247447,0,0,1.77546169841221,1.8452169947051,1.04123087982443,0,1.78312302946924,1.33954269818289,1.37157550238564,1.10753257847683,1.61075048383708,1.70304004529602,1.52721464652223,1.1612308427234,1.38535999854306,1.08291720928123,1.01175654432511,0,1.48539919552968,0,1.50108118594031,1.72852886218632,0,0,0,0,0,5.1026472272414,1.24708126008034,0,1.8541873209667,2.0584419818211,2.18987568715424,2.14030721500392
"AT1G02650",-0.162625902663515,1.02455554254631,0.84736194433903,1.57705301338332,0,0,0,2.78325210593739,2.40527959612015,1.70309227469161,0,2.00392593046967,0.905962337644914,3.06314003943448,3.00621590911473,1.22633862754537,0.928048101249892,1.97126912575953,1.91862108941649,2.2493273237141,2.19270981647599,1.54442133569163,1.89927424525322,1.98694098714021,1.94114684443248,0.83029128531883,1.19818171522893,1.02362497208205,1.00059206871375,1.05243154287346,1.21120082963239,0,0,0,0,6.9058773129905,2.20117478064677,1.6046165482756,1.60729313906214,1.00786148818982,1.62362047922984,0.884094960441604,1.01876614658576
"AT1G02660",1.1767412122245,1.89947168997982,1.60022969858911,2.48456955696657,2.01566551206772,0,0,3.62889071003692,3.45988104590041,2.7141982015551,1.95415921643178,2.33006450758837,2.23406238349974,3.99919838423264,4.00741029056577,2.84541171484851,2.32773405580845,2.69371819670451,2.61842588458142,3.0649543820222,3.22472407992936,2.57694417970513,2.85992191766502,2.80119363520332,2.77357787414717,2.14014701858438,1.92852351348982,2.63589003224971,1.98764272669842,2.50686509036748,2.58124266774966,2.29481105892202,0,2.6668051870119,0,7.15181524016929,4.65151291802353,2.67483464845911,2.48148585393385,2.17461394016752,2.02072440932014,2.34712052498778,2.04692893992658
"AT1G02670",1.76344446406669,1.95275746100367,1.75268199015875,3.54344503636243,2.41805914850623,0,0,3.98256869573534,3.79961929181065,2.9688161027004,2.04956320410011,2.76275753044122,2.56721492579104,4.15824843818651,4.16678693600619,3.21140254731991,2.65708224260627,2.83466132644571,2.81109287101436,3.28609310294111,3.3754007453658,2.80369335628844,3.03778203770845,2.91065737566614,2.9915893600443,2.37075355493924,2.18239163972821,2.8793202196513,2.18718656368323,2.74020573830045,2.79902442588407,2.11344048150422,0,2.65881676008257,0,10.1997805385249,6.63389773682556,2.83739836815933,2.61132437345302,2.54598552996157,2.30971174784979,2.61742044118003,2.24492906801959
"AT1G02700",3.93065880106082,0.923695088594981,0.727435392620359,3.73397132851679,2.16590985433939,0,0,3.63520735357671,2.93261921238704,0,0,0.941219746600929,0.810921591080174,4.40304855100817,4.19651912649573,1.92968087545891,0,2.18714465556275,2.30710836966971,2.8879934493997,2.74670923034131,1.82854208124727,0,2.3258847113804,2.09342436110926,0.890654762010637,0.936341134175865,1.84517936159693,0,0,0,0,0,2.22534996569013,0,9.61092386350376,5.44041553499421,0,0,0.815290038481904,0.766286919174037,1.0680677234657,0.849592535418722
