"PlantID","Genotype","Treatment","FW","side.area.norm..mm.2.","side.border.length.norm..mm.","side.compactness.01..relative.","side.compactness.16..relative.","side.fluo.intensity.average..relative.","side.fluo.intensity.classic.sum","side.height.norm..mm.","side.hull.circumcircle.d..px.","side.hull.fillgrade..percent.","side.hull.pc1","side.hull.pc2","side.leaf.count..leafs.","side.leaf.length.average.norm","side.leaf.length.sum.norm..mm.","side.leaf.width.average.norm","side.nir.intensity.average..relative.","side.nir.skeleton.intensity.average..relative.","side.vis.hue.average","side.width.norm..mm.","side.width.norm.relative","side.width.relative","top.area..px.","top.border.length..px.","top.compactness.01..relative.","top.compactness.16..relative.","top.fluo.intensity.average..relative...pix.","top.fluo.intensity.classic.sum","top.hull.circumcircle.d..px.","top.hull.fillgrade..percent.","top.hull.pc2","top.leaf.count","top.leaf.length.average","top.nir.intensity.average..relative...pix.","top.nir.intensity.sum","top.vis.hue.average","volume.fluo.iap"
"1130KN094","Franken","control",120.2,191249.6403,20271.93437,0.006313893,2168.428571,0.419306082,18486470.71,861.0120992,1009.930289,0.433184465,1055.428571,707.4918953,19.71428571,381.8834073,7349.448687,43.77086603,0.574755027,0.806824716,0.205299126,615.2594159,0.985900761,0.983413207,426331,24065,0.009253587,1358,0.606893594,65418004,1437.484741,0.445435273,953.0223203,28,443,0.621582373,2283560,0.239680631,132777270
"1130KN095","Franken","control",122.6,194032.0329,20062.56252,0.006823073,2121.857143,0.435706668,19477058.43,776.7803244,961.4808786,0.42536577,1271.857143,792.4051271,17,438.3842441,7165.385353,45.56383178,0.562587997,0.780267293,0.207484549,703.7924673,1.080196057,1.077470584,473014,28527,0.007306029,1720,0.614196355,73183491,1724.233154,0.407605012,1021.954427,26,499,0.610617914,2602652,0.236465546,141895428.3
"1130KN096","Franken","control",140.2,228218.7729,23336.91529,0.005509978,2400.142857,0.423900675,22138629.57,862.8120518,1022.263585,0.432577524,1190.714286,845.2041093,19.57142857,435.7743814,8495.06909,44.69455507,0.574970741,0.809006561,0.212100491,700.0361562,0.921549247,0.91922406,527502,35302,0.005320225,2362,0.602919837,79659424,1843.012085,0.385154627,1154.119109,31,532,0.61912856,3070565,0.240399129,176249290.9
"1130KN097","Franken","control",103.7,183245.0705,19861.09501,0.006077359,2166.285714,0.414050229,17387793.43,876.1118057,995.6759208,0.386812367,850.8571429,797.328311,18.28571429,416.8863647,7177.476644,44.1090959,0.560239109,0.784113407,0.206991453,694.6441303,1.055783577,1.053119699,396574,27479,0.006599985,1904,0.599447216,59855430,1632.841919,0.327558288,1145.689288,31,411,0.617280866,2215813,0.239332554,122701747.4
"1130KN098","Franken","control",135.6,214218.8546,20652.88374,0.007376194,2022.714286,0.423412847,20222545.57,792.2959441,966.3599156,0.45754629,986.5714286,779.4824173,20,373.7513391,7571.431662,46.44276608,0.565790379,0.783874715,0.216959837,700.8746456,1.089110417,1.086362452,453731,28083,0.007230363,1738,0.606625563,68523739,1675.847656,0.378009939,1203.633073,27,492,0.622636145,2503044,0.242019741,153429483.3
"1130KN099","Franken","control",106.9,180263.9231,18317.1089,0.006932692,1864.428571,0.415232252,17022654.43,707.9268175,847.5463693,0.43196659,1110,775.2244538,20.14285714,340.7596887,6860.008976,43.82899563,0.5730816,0.797633442,0.210532722,699.2106421,0.961833165,0.959406336,378991,23749,0.008445142,1488,0.609769936,58811985,1653.084473,0.279206916,1284.036141,23,481,0.622388863,2335564,0.240923878,118000576.3
"1130KN100","Franken","stress",67.1,127145.9125,14078.21191,0.008603444,1571.714286,0.419716361,11976798.43,601.253498,768.1392473,0.386475459,1021.285714,710.7054901,17.71428571,285.7797242,5031.27335,43.7897311,0.561748253,0.783982586,0.218203936,653.0737345,1.004327037,1.001792991,283707,20826,0.008224065,1528,0.616109827,44341432,1505.365479,0.277805576,1179.598832,24,398,0.613223013,1747612,0.252082646,72011537
"1130KN101","Franken","stress",71.7,122954.1919,13899.95348,0.008042081,1573.142857,0.39100428,10387280.57,573.9608015,780.219962,0.401338203,1020.571429,663.8391271,16.42857143,325.3757057,5221.645753,40.76105485,0.571834366,0.812757647,0.218088235,651.1311697,1.15915452,1.156229824,271478,23147,0.006369169,1973,0.596025677,40871047,1482.130859,0.25042294,1223.613013,23,482,0.634556499,1603556,0.253867374,68120256.67
"1130KN102","Franken","stress",36.7,125910.9722,11842.01438,0.007599678,1690.571429,0.376171164,7654755.286,611.6413919,718.8860386,0.315064493,991.8571429,582.5672681,14.42857143,290.8710673,4078.824405,38.92229757,0.548143958,0.757392534,0.194657493,570.9182526,1.165983197,1.163041271,159782,15865,0.007978648,1575,0.564817186,23926275,1231.050537,0.210047667,966.1575392,18,394,0.579465463,1184326,0.246305828,35341384.76
"1130KN103","Franken","stress",70,119073.6579,13387.77251,0.00838055,1505.857143,0.391524377,10058761.43,584.3515009,699.7576904,0.441227835,1107.142857,644.9633218,17.42857143,294.7905367,4911.760025,41.03884833,0.574799701,0.82583026,0.215000771,570.2240119,1.09353517,1.09077604,244009,19692,0.007908352,1589,0.600764533,37063227,1215.204834,0.316129525,873.0252183,28,342,0.630906548,1479785,0.252465397,62543714.67
"1130KN104","Franken","stress",78.6,134572.3164,15298.43216,0.007432095,1743.571429,0.404519632,11882348.57,725.2435588,859.1102731,0.343336806,1020.428571,753.1331627,17.28571429,352.1787643,5796.824836,41.08503395,0.563129349,0.780077125,0.212921558,673.2977769,1.081990656,1.079260654,326027,23377,0.007497834,1676,0.621753798,50899478,1518.156738,0.245645151,1262.059234,22,498,0.615842214,1840349,0.254952781,81705409.18
"1130KN001","Apex","control",118.1,173683.7628,19897.43738,0.005764341,2292.428571,0.410795586,14907030.86,798.3927314,923.2805437,0.395609528,901.8571429,799.4232441,19.71428571,361.0646683,7076.851483,42.02540625,0.568895854,0.781390585,0.216711777,699.6114759,1.057743324,1.055074502,362585,25967,0.006759748,1859,0.592741359,54395775,1463.230103,0.282807208,1254.618052,28,455,0.637378703,2020755,0.247148318,111206238.2
"1130KN261","Victoriana","control",128.3,186945.4559,16507.06762,0.008916755,1469.571429,0.438910161,18760030,861.2885564,959.771868,0.421540831,930.2857143,765.2417951,20.42857143,334.9696558,6635.385571,45.25667618,0.592567687,0.864097395,0.226164783,639.631836,1.050495978,1.047845442,459238,25861,0.008630749,1456,0.59257013,68106461,1625.306519,0.35031199,1459.73056,32,422,0.635447724,2693091,0.252319128,134710832
"1130KN262","Victoriana","stress",79.7,123454.0699,11551.55138,0.011947335,1086.142857,0.4347243,12378553,746.4404033,818.5857718,0.395184969,1094.857143,633.9380206,17.14285714,262.438646,4444.62778,45.14258391,0.585049388,0.857648417,0.222118179,565.2422882,1.00363123,1.001098939,253565,15657,0.013008665,966,0.595867293,38236134,1294.264648,0.309962337,1010.340259,23,336,0.628512986,1680760,0.253533288,66102328.11
"1130KN263","Victoriana","stress",80.8,116094.0308,10812.36853,0.012985614,1016,0.437709976,11531999.71,752.2589798,809.684858,0.382577035,1010.285714,567.6608311,18.28571429,223.9414942,4036.953589,47.60386731,0.58557604,0.833505836,0.227015121,536.420836,1.129429082,1.126579387,255774,16850,0.011321055,1110,0.602262521,38585680,1193.992798,0.313951198,1077.998515,30,279,0.616710459,1654702,0.256887105,62431997.47
"1130KN264","Victoriana","stress",79,123158.9768,12683.92007,0.009869545,1312.571429,0.43137535,12121099.43,709.8662261,834.4100865,0.359452957,1095,731.8326629,19.28571429,269.1628387,5024.780638,42.07693609,0.576418521,0.814917902,0.222730951,616.4872833,1.042372619,1.039742578,291083,17116,0.012491422,1006,0.618792565,45477850,1387.946289,0.314444157,1119.942572,30,284,0.558332005,2101450,0.25354078,70654293.81
"1130KN265","Victoriana","stress",81.2,117987.0591,10645.04974,0.013713105,970.7142857,0.438693506,11745880.71,767.2214514,815.0035836,0.373864285,1032.285714,602.9785773,19.42857143,213.285572,4084.702131,47.20059277,0.5913918,0.842519268,0.22606924,589.8912824,1.218773072,1.215697951,287527,19467,0.009534424,1318,0.611925564,44221078,1431.433838,0.296023161,1032.980017,25,401,0.629912685,1908900,0.256267796,67272593.5
"1130KN266","Victoriana","stress",78.6,118837.9704,11815.78309,0.0109186,1182.857143,0.432287588,11764833,776.3649957,830.403608,0.386942947,957.4285714,558.4743386,18.57142857,245.7266243,4473.184231,44.26442683,0.588563995,0.842506399,0.222914684,541.264974,1.157897549,1.154976025,263808,15038,0.01466321,857,0.59854945,39988918,1192.802856,0.326760138,1082.769779,27,293,0.574355507,1812222.875,0.252753829,64903384.67
"1130KN267","Victoriana","stress",77.8,118255.9368,11679.98439,0.011145486,1161.571429,0.429808461,11389767.29,794.3742243,852.4210554,0.357301802,1087.857143,639.1326552,16.57142857,292.1577855,4542.483693,44.18895271,0.581396989,0.828953945,0.227062162,579.3686082,1.061574113,1.058895625,267911,16768,0.011979381,1049,0.603226005,40413663,1401.78833,0.270210764,936.8679812,20,432,0.619377374,1725350,0.256474613,65086058.39
"1130KN268","Victoriana","stress",77.5,122537.0463,12311.95047,0.010179208,1237.285714,0.420882562,11473057.71,756.1383816,814.1183733,0.37172336,1038.285714,641.8621777,18.85714286,249.1559321,4598.321735,44.80635627,0.583871108,0.840900303,0.227871958,579.3607763,1.088802905,1.086055715,287074,21059,0.008138841,1544,0.599988484,42928243,1336.570557,0.273905448,1122.90796,27,353,0.628979403,1805347,0.257604808,69812969.06
"1130KN199","Eunova","control",121,173457.8995,20369.27092,0.005533011,2400.142857,0.373884362,14181931.43,864.197494,1030.13705,0.330683805,1031,902.5293006,23,316.8453462,7313.587804,42.30541723,0.57258333,0.770683463,0.20767026,719.1657086,1.212193697,1.209135176,351815,30759,0.004673251,2689,0.545190412,47873595,1726.213135,0.225308176,1352.359286,29,493,0.633991446,2058193,0.233239826,109396698.7
"1130KN200","Eunova","control",111.9,169455.093,19986.32813,0.005379442,2361.428571,0.375050951,13961676.29,931.5271548,1055.12738,0.320508206,973.2857143,832.0541233,22.14285714,327.0788182,7093.536172,43.02224661,0.575198828,0.771571533,0.205933305,677.8687307,1.09198579,1.08923057,319389,27765,0.005207779,2413,0.551080798,44042120,1772.113647,0.205974963,1396.10546,29,429,0.631770981,1872645,0.230331788,101833417.4
"1130KN201","Eunova","control",97.7,151506.5638,19076.93228,0.005449119,2413.714286,0.374459542,12375369.57,885.8099009,1007.366525,0.308549554,995.7142857,829.335715,21.57142857,320.6175569,6696.533345,42.32940129,0.565789235,0.772614939,0.205016196,684.8057608,1.21423946,1.211175777,331257,28220,0.005227276,2404,0.54818231,45060506,1715.251099,0.258561725,1152.672314,24,524,0.616802532,1997515,0.231244781,92719677.15
"1130KN202","Eunova","control",120.6,185637.7811,21306.45744,0.005185359,2448.428571,0.384781091,15983153.86,879.0215616,1013.879107,0.334840442,1013.428571,879.8879745,22,367.9728289,7876.47629,42.09360962,0.570229601,0.769924227,0.204567275,752.3999555,1.045018519,1.042381803,372967,33277,0.004232526,2969,0.559201069,52352261,1788.692749,0.207317741,1659.031108,29,552,0.625968348,2260885,0.231960115,120548356.5
"1130KN203","Eunova","control",112.2,173430.6745,19416.52892,0.006212065,2195,0.38333824,14598071.71,904.5120844,1049.156939,0.324754622,863.5714286,813.8003097,19.14285714,365.4834002,7023.680756,43.57781234,0.574890574,0.791111505,0.209075325,776.6578182,1.166136266,1.163193954,337276,27735,0.005511566,2280,0.559501627,47076005,1727.922363,0.244420699,1210.694799,23,567,0.61259888,1938756,0.236553483,107097053.8
"1130KN204","Eunova","control",101.9,164678.8364,18461.92092,0.006315145,2082.142857,0.387365686,14079838.43,848.8198106,974.306536,0.350292997,1112.428571,805.3725603,18.42857143,361.4482838,6603.240671,43.50278665,0.57216109,0.788309264,0.203347156,673.4519617,1.147701633,1.144805834,328535,26713,0.005785622,2172,0.562811925,46441293,1532.503174,0.288605302,1055.333389,26,462,0.621891919,1995760,0.229285489,100366308.7
"1130KN205","Eunova","control",114.4,173757.3885,19614.70045,0.005851844,2224.285714,0.389111774,14919764.43,835.2438333,1048.70268,0.328790871,962.4285714,902.7048067,20,366.4587692,7194.413008,43.41738319,0.573478644,0.797330004,0.20888812,746.5840675,1.209896065,1.206843342,368308,30562,0.004955193,2536,0.555072864,50730556,1737.733032,0.254100498,1439.462261,28,493,0.62859372,2167300,0.232725456,112126992
"1130KN206","Eunova","control",114.3,175344.7372,20497.75712,0.005369493,2402.714286,0.385303769,15091633.71,874.1712281,1039.609401,0.31854334,1102.714286,880.4802487,22.85714286,325.5131791,7398.314279,42.23581839,0.569587081,0.768554271,0.203752616,740.078147,1.203866685,1.200829174,376287,32704,0.004421665,2842,0.550172712,51886531,1837.742798,0.226479246,1620.888615,30,493,0.62651241,2134722,0.226385387,114371899.2
"1130KN207","Eunova","control",118.8,173140.134,19405.43743,0.006026938,2188.428571,0.384012049,14682556,845.6340651,977.3704747,0.36298743,1011.571429,798.1985163,19.85714286,354.954223,6965.193751,43.09957615,0.571574942,0.800389257,0.206057924,697.9544861,1.217182286,1.214111178,338705,29648,0.004842532,2595,0.549715569,46556729,1604.520264,0.2695301,1301.681731,30,483,0.624206891,1933949,0.227406182,107144940.8
"1130KN208","Eunova","stress",53.1,101443.3769,13490.79624,0.007243183,1805.285714,0.381301599,9000286.714,743.2541902,818.4909232,0.29309471,1115.571429,680.8837388,17.42857143,269.6696064,4679.22375,40.11873932,0.552210121,0.756576187,0.199111994,646.2879668,1.306315081,1.30301908,202503,19411,0.006756113,1860,0.585153916,30543711,1609.002563,0.184357855,1141.060616,20,429,0.582686539,1420919,0.234726201,48540573.84
