"PlantID","Genotype","Treatment","FW","side.area.norm..mm.2.","side.border.length.norm..mm.","side.compactness.01..relative.","side.compactness.16..relative.","side.fluo.intensity.average..relative.","side.fluo.intensity.classic.sum","side.height.norm..mm.","side.hull.circumcircle.d..px.","side.hull.fillgrade..percent.","side.hull.pc1","side.hull.pc2","side.leaf.count..leafs.","side.leaf.length.average.norm","side.leaf.length.sum.norm..mm.","side.leaf.width.average.norm","side.nir.intensity.average..relative.","side.nir.skeleton.intensity.average..relative.","side.vis.hue.average","side.width.norm..mm.","side.width.norm.relative","side.width.relative","top.area..px.","top.border.length..px.","top.compactness.01..relative.","top.compactness.16..relative.","top.fluo.intensity.average..relative...pix.","top.fluo.intensity.classic.sum","top.hull.circumcircle.d..px.","top.hull.fillgrade..percent.","top.hull.pc2","top.leaf.count","top.leaf.length.average","top.nir.intensity.average..relative...pix.","top.nir.intensity.sum","top.vis.hue.average","volume.fluo.iap"
"1137KN216","Eunova","stress",61.68,90905.33031,14500.371,0.00555379,2322.666667,0.246339451,2719105.667,787.6712329,848.5174764,0.226549129,1192.666667,702.2936749,23,220.2899732,4859.275114,39.45730708,0.497770898,0.490344118,0.216203373,690.5251142,1.001045669,1.002762728,210094,22458,0.005235988,2400,0.528038486,26713919,1324.156372,0.215574331,1117.797418,30,288,0.596054196,1451085,0.250932347,42981956.36
"1137KN217","Streif","control",127.43,143348.7743,17091.80936,0.006425958,2052.333333,0.253510866,4534293,701.0273973,890.4404297,0.342424991,1136,787.8266008,25.66666667,264.0839491,6557.69121,39.7298006,0.512529474,0.583930664,0.228350494,695.7762557,1.030192732,1.031959786,366421,27649,0.006024147,2086,0.532242656,46554999,1681.827759,0.314032524,1029.212572,37,327,0.633939238,2215475,0.252716014,89510537.84
"1137KN218","Streif","control",104.1,152030.0524,14964.44064,0.006908251,1846.333333,0.242078298,5007219.833,606.178653,738.5125732,0.39321181,1173,653.6535509,22.66666667,244.7682023,5382.420091,40.48729099,0.517024169,0.617574411,0.228862791,638.341895,1.126107432,1.128039005,359261,29323,0.005251304,2393,0.536748732,46303748,1446.961548,0.328592478,955.8557975,40,291,0.641322023,2187636,0.252828068,75030271
"1137KN219","Streif","control",134.39,154666.7012,18909.36073,0.005712596,2329.666667,0.251712961,4815260,646.5468037,973.3328654,0.39399147,1180.666667,679.5993912,23.33333333,302.6113014,6883.261986,39.81467155,0.51332439,0.583204069,0.228087349,736.8007991,1.156014042,1.157996914,404625,26659,0.007156248,1756,0.55378464,54311836,1658.425293,0.360265668,1136.85179,36,325,0.632761716,2415957,0.252629106,101487647.1
"1137KN220","Streif","control",125.68,148213.6249,16667.45148,0.007316755,1896,0.254989744,4704135.333,617.3373288,828.8291626,0.418226236,1133.666667,705.5531944,25.33333333,263.9859277,6199.957192,41.10625857,0.502953012,0.553110923,0.227599135,663.6130137,0.911379015,0.912942273,352050,27201,0.005981138,2101,0.560181893,47755405,1703.005737,0.324251438,1039.138577,46,257,0.630677306,2016556,0.249000571,90715251.33
"1137KN221","Streif","control",123.84,154438.8886,19103.65297,0.00545702,2378,0.262199043,5380074.667,690.8533105,856.7492065,0.395159862,1036.666667,728.319345,25.33333333,292.8589775,7263.641553,38.35702072,0.508850488,0.539948245,0.229765832,674.1152968,1.120734473,1.12265683,383486,26395,0.006919808,1816,0.587390096,55341167,1730.105103,0.301422752,1203.621772,26,470,0.637860633,2216655,0.251595165,98655528.91
"1137KN222","Streif","control",128.04,159932.5667,18924.45776,0.006848621,2317,0.259939781,5328040.667,700.6992009,851.7986247,0.41692313,1239.666667,694.1420844,23.66666667,278.3831376,6681.093037,42.38052256,0.511518072,0.595350383,0.228701591,685.9303653,1.058175336,1.059990388,409602,30547,0.005516405,2278,0.55208981,54592335,1643.964233,0.291034635,1096.83463,32,414,0.63750142,2496803,0.252422925,105586391.1
"1137KN223","Streif","control",128.08,157417.5795,18321.88927,0.006234502,2155.333333,0.259648743,5319237.667,682.9765982,871.8233846,0.38822948,946,715.3120265,26.33333333,269.597338,6636.458333,41.82883339,0.510958696,0.578998025,0.229199744,726.9549087,0.998202651,0.999914834,435562,33523,0.004870686,2580,0.566181875,59806586,1589.882568,0.319279462,1289.964099,38,351,0.637063818,2595484,0.253365981,107168765.2
"1137KN224","Streif","control",124.03,148938.1014,18596.91781,0.006316173,2417,0.258918831,5019819.333,674.4434932,838.9449056,0.40898874,1159.333333,709.7055406,21.33333333,328.6918324,6806.792237,39.75431391,0.512924207,0.588316532,0.229977388,662.3002283,0.984983019,0.986672527,413785,29999,0.005780299,2174,0.565914296,56776371,1722.717163,0.358708844,962.349415,31,410,0.629519424,2376930,0.253025224,98828724.4
"1137KN225","Streif","control",123.03,149284.1828,17575.57078,0.006591365,2101.333333,0.26163045,4956898,642.2802511,836.6807251,0.433701038,1217,742.0901578,21.66666667,278.6684266,5903.59589,43.38645522,0.513277744,0.574220947,0.229220796,629.80879,0.990799547,0.992499032,368203,27685,0.006038621,2081,0.569216747,50860777,1549.097046,0.300481771,1048.401035,35,336,0.636915365,2149704,0.255372902,93443148.07
"1137KN226","Streif","stress",84.16,110340.8201,15033.69007,0.006261917,2063,0.267860377,4085878.333,703.9811644,862.3625285,0.28762188,989.3333333,709.5849075,24.33333333,213.7305047,5110.34532,41.95274485,0.507396704,0.524169457,0.228793579,671.8179224,0.998204811,0.999916998,295608,23536,0.006709221,1873,0.569770419,41001811,1694.296509,0.24268556,1042.439772,32,335,0.611326387,1836831,0.260875762,61884844.5
"1137KN227","Streif","stress",83.46,113914.4091,14939.16952,0.006630743,1971.666667,0.271042116,4335730,771.2614155,922.7978312,0.283075454,909.3333333,699.9295714,21.33333333,260.2822916,5460.859018,39.97242552,0.50650963,0.513463171,0.226836062,647.5313927,1.006476865,1.008203241,337094,29826,0.004763598,2638,0.571420865,46829662,1746.541016,0.243963762,1408.935003,31,394,0.615538864,1945863,0.261636705,68225099.51
"1137KN228","Streif","stress",88.61,116587.0878,15744.23516,0.00622144,2139.666667,0.274682943,4624235.333,752.8824201,860.542745,0.293510377,944.3333333,684.7078765,28,218.7195162,5737.200342,40.17484343,0.503369243,0.529708582,0.230007423,688.5559361,1.007650204,1.009378592,311222,24488,0.006524595,1926,0.575030118,43490098,1555.19873,0.249183525,1241.092988,30,358,0.620212835,1852461,0.261802458,67092751.68
"1137KN229","Streif","stress",89.79,115145.89,15074.71461,0.006481413,1978.666667,0.270786492,4327446,725.6421233,846.4041138,0.297446209,924.3333333,659.1707957,26.33333333,220.736613,5614.454909,39.37442529,0.51278367,0.57989231,0.230139001,678.7100457,0.99820644,0.999918629,330346,27291,0.005575142,2254,0.579307174,46557349,1528.228638,0.26157318,1220.571447,36,309,0.625206505,1996672,0.261220206,68268910.51
"1137KN230","Streif","stress",85.71,116339.2406,15354.99429,0.006323184,2034.333333,0.27023445,4350475.333,899.5861872,985.4171753,0.271115472,960.3333333,710.0809721,21,276.4717668,5738.184932,38.65654258,0.509818718,0.53803714,0.230697694,679.6946347,1.010701187,1.012434809,308704,24665,0.006378868,1970,0.581674494,43838316,1448.463989,0.243307936,1273.756721,31,337,0.621072214,1847901,0.264796755,66678735.91
"1137KN231","Streif","stress",87.56,117439.2041,15446.23288,0.006265026,2037.666667,0.271986938,4488999.333,721.0473744,872.0152995,0.277542495,1222.666667,791.3708368,22,255.7655537,5602.63984,39.83133641,0.506158379,0.529919246,0.227579464,684.9457763,0.936924834,0.938531909,306173,26994,0.005282207,2379,0.574493518,42888567,1438.520508,0.261577893,1172.835844,31,355,0.618846738,1861163,0.262331682,67032674.76
"1137KN232","Streif","stress",80.78,106712.6208,13243.70719,0.007692009,1648.333333,0.270369884,4055310,682.3202055,839.3584391,0.275439403,1067.333333,771.9565621,21.66666667,219.6256394,4687.956621,41.86058975,0.510297686,0.590203766,0.229685597,708.2477169,1.026533908,1.028294687,299614,26448,0.005384049,2334,0.583131014,42687880,1733.740723,0.219080301,1244.930766,32,352,0.617845863,2006093,0.260820156,60254133.04
"1137KN233","Streif","stress",90.19,114427.8762,13813.78425,0.00809709,1694.666667,0.271824624,4333444.667,717.1090183,856.9644775,0.285084934,1201.333333,647.4036436,19.66666667,262.835784,4998.102169,41.16098555,0.518834134,0.641983909,0.228679959,681.7458619,0.975969815,0.977643863,296622,22881,0.007119757,1765,0.568388644,40828145,1668.96228,0.288153598,920.863182,29,310,0.619942275,1799959,0.259088776,64287053.61
"1137KN234","Streif","stress",83.28,107826.1561,14559.77454,0.006649029,1979.666667,0.271098478,3535253.667,626.5268265,812.5564982,0.294928182,1245.333333,757.1218895,25.66666667,229.3795029,5440.510845,38.54942325,0.507835475,0.56142348,0.228910468,694.4634703,1.091964781,1.093837791,289362,25104,0.005772334,2177,0.561986743,39297150,1488.822266,0.251518742,1207.005215,35,283,0.600116588,1909658,0.261618485,59832186.92
"1137KN157","BarkeCS","stress",83.66,104041.2346,15159.38927,0.005796267,2216.666667,0.252290812,3080029,662.956621,844.0723267,0.314062182,1151.333333,655.7635364,21.33333333,272.2702079,5813.341895,35.8468095,0.502061291,0.541537677,0.231040511,633.0907534,0.973591192,0.97526116,290386,23281,0.006734389,1866,0.566757337,39814521,1685.385986,0.243541417,1183.010139,33,279,0.628915675,1774212,0.265449984,57834014.42
"1137KN158","BarkeCS","stress",76.1,101679.0919,14170.20548,0.006911134,1998.666667,0.250422304,2998965,762.4001142,829.4185181,0.298316483,1158.333333,610.850301,21.33333333,251.7159661,5181.235731,38.99664124,0.505832824,0.544527825,0.226967745,649.5005708,0.972223969,0.973891592,262091,23821,0.005804328,2165,0.556672645,35151728,1368.229492,0.282946414,943.0875804,30,323,0.622891611,1584085,0.262804838,53696715
"1137KN159","BarkeCS","stress",83.61,103301.2473,13610.63071,0.00739197,1805.333333,0.265717175,3506196,890.3966895,816.1985677,0.267485976,1143.666667,654.6495257,16.66666667,313.3506516,5235.388128,38.31492843,0.499704197,0.491314688,0.230486793,621.6038813,1.012466344,1.014202993,286596,22255,0.007272205,1728,0.571464936,39669037,1465.595947,0.25534656,1076.686969,25,372,0.610436147,1723481,0.263674933,57046713.92
"1137KN160","BarkeCS","stress",80.51,97922.60655,13053.35331,0.007472863,1746,0.270853327,3582517.667,723.0165525,807.8556519,0.314473462,1114.666667,604.6104944,21.66666667,229.1689641,4845.490868,38.94586314,0.509519496,0.581747628,0.229399223,583.533105,0.984048907,0.985736812,251904,19920,0.007978648,1575,0.573477743,35254094,1435.550659,0.25761217,1138.182923,30,275,0.624121202,1545037,0.262023272,50697962.05
"1137KN161","BarkeCS","stress",82.28,102698.9171,12723.18779,0.00834915,1594,0.269851241,3709561.667,738.1135845,793.3326823,0.331577567,1028.333333,657.7447894,19,259.0187306,4604.266553,41.44042442,0.515926579,0.650482258,0.229826618,617.6655251,1.133138822,1.135082456,274069,19872,0.008726646,1440,0.588977715,39423916,1513.679565,0.295898306,977.9317795,23,347,0.6318418,1700618,0.261630438,55460761.3
"1137KN162","BarkeCS","stress",82.81,108897.3603,14626.7266,0.006739168,1983,0.264714882,3705512,621.6038813,784.4097087,0.351730254,1076.666667,655.5288973,18.33333333,285.4569777,5129.052511,39.89028397,0.509875989,0.610394726,0.230416696,647.859589,1.060264248,1.062082883,257443,21239,0.007172586,1752,0.579009098,36275648,1654.34082,0.269974119,858.5977253,39,234,0.622819023,1553566,0.261836857,56996462.42
"1137KN163","Beatrix","control",120.45,140066.0101,16155.13699,0.007353183,1890.666667,0.242948529,3678409,644.5776256,748.651652,0.445232395,1097,657.5038386,21,287.4726751,5906.221461,40.97724776,0.523393167,0.648273164,0.22897354,643.5930365,1.053433197,1.055240115,350488,26606,0.006224057,2019,0.54085215,45384679,1500.378296,0.336782469,1009.569901,41,280,0.653610091,2090549,0.251886662,85538048.7
"1137KN164","Beatrix","control",123.53,135337.2009,15896.51826,0.008265568,1925.666667,0.246220719,3793826.667,620.9474886,808.9175822,0.41565847,1001.666667,723.6366389,21,268.9608845,5544.549087,43.03364641,0.515973665,0.610003537,0.228268454,650.1569635,0.98608818,0.987779583,368806,29213,0.005432932,2313,0.533456465,46902266,1620.896851,0.384761481,883.8124226,26,430,0.634614334,2055684,0.251567942,84782493.18
"1137KN165","Beatrix","control",120.73,140251.1684,17898.84418,0.006259135,2322.333333,0.242178806,3659352.667,726.298516,864.5842692,0.390492397,1167,687.3610267,28,237.7180841,6637.114726,38.70450225,0.505948503,0.547961726,0.228098579,695.7762557,1.115410962,1.117324188,376203,29316,0.005501914,2284,0.545862395,49347220,1543.523682,0.296265175,1182.496141,40,285,0.635480103,2200442,0.25079859,88737588.05
"1137KN166","Beatrix","control",127.66,140113.5114,17070.4766,0.007664349,2146.333333,0.247943215,3986526.333,658.0336758,854.9734294,0.389210173,1198,621.8993972,23.66666667,247.9210433,5961.030251,41.99140211,0.515401408,0.601003124,0.226783804,762.4001142,1.054583614,1.056392506,375743,28856,0.005670745,2216,0.532323246,47734823,1638.759399,0.304200761,1168.690722,28,395,0.640305045,2091915,0.249703657,88596276.79
"1137KN167","Beatrix","control",112.2,131303.7858,15910.63071,0.006895912,1943.666667,0.25006212,3786604.333,677.3972603,842.8780314,0.373703408,1206,754.3806575,22,279.9460649,5927.88242,39.78755092,0.507888851,0.544877713,0.229090621,646.875,1.036008182,1.037785212,344612,27835,0.005590023,2248,0.54569892,45028469,1539.190674,0.326552658,1078.848911,28,411,0.642661729,2004237,0.25296917,79511958.49
"1137KN168","Beatrix","control",126.73,142385.4984,17423.94406,0.006696861,2184.333333,0.241988658,3868421.667,774.543379,920.4967244,0.345362087,878.3333333,751.2672579,21.33333333,306.4752992,6283.975457,41.25786069,0.513628594,0.601562157,0.227748391,667.8795662,0.998153914,0.999866013,406218,31582,0.005118685,2455,0.532283989,52085069,1681.398438,0.304377195,1192.559067,33,393,0.640106189,2364181,0.250386851,93612823.93
"1137KN169","Beatrix","control",117.52,132784.0834,16237.18607,0.006973612,2012.666667,0.251564276,3955606,783.4046804,848.5495809,0.361331752,1211,699.1689493,30.66666667,195.7161828,6013.869863,39.451933,0.515212986,0.603315383,0.22905714,665.5821918,0.917546518,0.919120354,364710,27492,0.006064851,2072,0.531596278,46409942,1484.375977,0.316394777,1046.284645,26,389,0.628185837,2065296,0.252438096,82719873.28
"1137KN170","Beatrix","control",122.84,133358.6237,15025.15696,0.008209228,1731,0.248267987,3934167.333,785.3738584,843.9994914,0.425011154,1123.666667,566.382287,19.33333333,292.1066762,5201.583904,43.56975142,0.530236691,0.683467412,0.232054872,538.5702055,0.996677528,0.998387095,349313,25679,0.006659444,1887,0.562013943,47580663,1548.651611,0.405975863,792.8848767,33,299,0.63209838,2124903,0.254441518,81305230.21
"1137KN171","Beatrix","control",126.7,128814.0034,15143.96404,0.007661706,1805.333333,0.241924768,3334145.333,649.5005708,849.9098104,0.416328638,1102.333333,613.2984152,18.66666667,265.6233535,5048.972603,46.27822053,0.512013313,0.610658948,0.230639703,566.466895,0.99377004,0.995474619,324409,25130,0.006457539,1946,0.53747769,41873657,1672.191895,0.413916603,935.5104128,27,400,0.634257486,2021534,0.249085876,75683207.57
"1137KN172","Beatrix","stress",85.49,112258.9704,14262.75685,0.007139351,1819.666667,0.263637375,3951322.667,654.7517123,792.5282593,0.333827272,1152.666667,661.2184881,21.66666667,229.271349,4857.634132,42.21574745,0.515145029,0.609378975,0.229398131,671.1615297,0.927828878,0.929420351,314983,25977,0.005866653,2142,0.550601803,41856425,1415.515503,0.268384362,1130.378561,35,297,0.629878396,1891128,0.25850856,64991209.17
"1137KN173","Beatrix","stress",87.15,111239.1452,15007.10616,0.006281785,2027.333333,0.25543641,3526874.333,638.6700913,780.8794352,0.33488929,1028,689.8395322,26.33333333,228.2628692,5511.073059,42.0544925,0.508715054,0.576694347,0.226504776,672.8025114,0.979607266,0.981287553,325544,27883,0.005262299,2388,0.557526178,43822675,1747.08374,0.246358008,1260.680905,28,391,0.630655635,1983680,0.257983562,65471530.84
"1137KN174","Beatrix","stress",87.14,108581.3309,13901.74087,0.007243165,1788.666667,0.26195844,3790820.333,725.3139269,818.6858114,0.311138028,1020.333333,692.6595151,21,233.8398784,4794.94863,42.09184078,0.510567286,0.554147444,0.22680761,712.5142694,0.987485248,0.989179047,299465,26498,0.00536108,2344,0.545253925,39417831,1456.054688,0.255878852,1295.378378,36,301,0.623272845,1868117,0.255173947,61294033.44
"1137KN175","Beatrix","stress",90.23,117379.4235,14604.08105,0.00700713,1820.333333,0.260382641,3907580.333,736.8007991,882.287557,0.299803584,984.6666667,742.7611955,22.33333333,249.9747601,5354.195205,40.51503385,0.510651516,0.55666347,0.228684521,691.5097032,0.91987865,0.921456487,305924,24994,0.006153952,2042,0.564547353,42046731,1479.237549,0.289107348,1161.823529,34,289,0.63210383,1969054,0.25670095,66971303.45
"1137KN176","Beatrix","stress",87.63,111219.4338,14778.35331,0.00678605,1977.333333,0.266511976,3994385.333,690.1969178,829.6378377,0.301234481,1054,695.9406669,22.33333333,233.1215119,5106.078767,41.56985359,0.505152638,0.528210773,0.230621359,713.1706621,1.034600836,1.036375452,316709,25642,0.006053165,2076,0.579212079,44624060,1580.436157,0.243201942,1239.321441,29,353,0.62886898,1944705,0.258514607,64565554.79
"1137KN177","Beatrix","stress",84.86,117152.2571,14988.07078,0.007446614,1949.666667,0.264430999,4134120,623.9012557,843.0187581,0.336272551,898.6666667,690.4156844,20.33333333,254.5097845,5274.443493,42.62316138,0.51014536,0.590573337,0.227825311,663.6130137,0.979176894,0.980856443,312190,22886,0.007493364,1677,0.565959393,43024028,1611.692627,0.267278064,1141.81362,28,355,0.611944704,1897050,0.25959694,67522755.85
"1137KN178","Beatrix","stress",84.05,109733.3197,13337.89954,0.00844103,1648.666667,0.274209403,4273979,626.8550228,771.1608887,0.335926214,938.6666667,664.6398029,22,214.4674767,4781.49258,42.05428698,0.51318489,0.591178481,0.230222066,666.2385845,0.96568509,0.967341497,340448,24831,0.006938913,1811,0.574395514,47773588,1606.68457,0.284649925,1262.012368,37,282,0.620523709,1911303,0.256033833,66047124.78
"1137KN179","Beatrix","stress",85.47,108677.6261,13521.03311,0.007861546,1704.666667,0.263851539,3791832,627.1832192,754.5865275,0.357872554,1117.333333,620.0806101,23.66666667,217.4048047,4686.972032,42.59689347,0.511320492,0.585009912,0.228988034,697.7454338,1.035835556,1.037612289,318072,27451,0.005304504,2369,0.561046173,43144534,1536.323853,0.262287944,1216.778414,25,456,0.624448451,1865112,0.254945669,63225586.71
"1137KN180","Beatrix","stress",88.29,108563.2351,14090.45377,0.008153316,1881,0.268658724,3963492.667,633.7471461,773.6315511,0.347871469,1314.666667,677.0455698,24.66666667,196.0677361,4852.382991,42.76912252,0.512495629,0.573173495,0.227976413,621.2756849,0.985008926,0.986698478,302495,24282,0.006447599,1949,0.57126883,42015524,1701.979492,0.283510433,991.8755904,36,264,0.63039059,1811005,0.256229373,61593074.29
"1137KN181","Djamilia","control",89.46,118702.6758,16338.27055,0.005629512,2252.333333,0.252652285,3646219.333,681.9920091,819.4576213,0.320212611,1142.666667,753.9839811,23,241.2926239,5455.607877,41.34794079,0.51670786,0.535516728,0.225543582,652.4543379,0.967404446,0.969063802,261456,24897,0.005302266,2370,0.557409592,35210879,1420.92749,0.258065535,1127.3407,32,317,0.646361484,1593336,0.257395383,62610881.76
"1137KN182","Djamilia","control",98.13,116408.3922,17658.93265,0.005115818,2713,0.224492434,2304241,665.9103881,826.9208171,0.322005536,1002,710.3285071,24.66666667,242.989499,5940.025685,38.39946229,0.510577212,0.527116341,0.22180771,659.6746575,1.113885161,1.11579577,269555,26631,0.004776272,2631,0.523179765,33309443,1551.639648,0.243117876,1040.494927,24,418,0.635783798,1541159,0.255033959,62344477.84
"1137KN105","Franken","stress",81.18,98842.90508,13142.62272,0.007802712,1777.333333,0.251367665,2922807.333,540.8675799,716.2910156,0.356136786,1223.666667,618.6259603,25,190.5289193,4419.492009,41.72874492,0.509839619,0.57509947,0.230228289,630.4651826,1.038260728,1.040041621,263035,23777,0.005847543,2149,0.558639904,35134068,1359.917847,0.286410072,1029.062762,36,260,0.62653784,1611731,0.262339332,52292845.72
"1137KN106","Franken","stress",72.4,97148.68978,14727.48288,0.005660541,2234,0.246052646,2652207,565.4823059,768.3197021,0.304550193,1299.333333,684.3952258,26.33333333,205.1974979,5289.868721,37.42964169,0.499989614,0.502754309,0.225206179,673.4589041,0.980075705,0.981756796,258995,24919,0.005242541,2397,0.570249422,35605701,1493.113647,0.223017293,1387.046709,25,405,0.630556672,1670146,0.263569584,51000289.64
"1137KN107","Franken","stress",73.59,96167.64121,12361.84361,0.008099074,1594.333333,0.257423863,3134945.667,556.9492009,749.1775309,0.329306861,1154.333333,548.9899105,22,215.0136418,4693.207763,38.78736716,0.503516611,0.51311281,0.224905533,662.956621,1.091727795,1.093600398,256120,23859,0.005655432,2222,0.552468236,33922069,1569.209229,0.268075918,1108.262838,28,341,0.62261249,1559719,0.259103205,50204276.79
"1137KN108","Franken","stress",81.56,104410.5819,14843.66438,0.006576168,2155.333333,0.25416092,3197310.667,580.9075342,747.0102946,0.361986878,1251,665.7820904,21,266.2751001,5328.924087,38.18118164,0.50387317,0.490199057,0.228924394,593.3789954,1.047464636,1.049261316,249223,19712,0.008060533,1559,0.564084925,33988406,1477.349854,0.297369501,823.3114363,23,350,0.613160735,1536823,0.25991947,53768581.68
"1137KN109","Intensiv","control",77.8,130334.0067,14353.66724,0.006370149,2150,0.255740993,3036916.333,627.5114155,751.2528483,0.31936065,1101.333333,645.9161936,25,201.110039,4998.758562,38.22555521,0.506924031,0.509842818,0.22355237,601.5839041,0.944467088,0.9460871,231110,23396,0.005306744,2368,0.560910983,31079323,1507.435791,0.258222887,968.3633589,27,368,0.599687994,1297377,0.257684268,47993457.78
"1137KN110","Intensiv","control",113.51,128931.949,17055.70776,0.005844714,2276.333333,0.244286585,3424077.333,553.0108447,784.3803101,0.400418926,1333.333333,681.5720747,23.33333333,253.6998934,5549.800228,42.38359964,0.506902383,0.510977623,0.226356794,660.3310502,1.073106474,1.074947137,293811,25783,0.005555425,2262,0.539559118,38057932,1609.584717,0.266939775,1200.664209,29,367,0.568124713,2123386,0.248368964,72091585.69
"1137KN111","Intensiv","control",121.62,135387.6105,18395.07705,0.006067847,2536.666667,0.250426325,3895181.333,614.0553653,849.9270833,0.37282876,1186.666667,708.3713108,30.33333333,209.2025812,6371.932078,40.30683521,0.493639443,0.399210442,0.222902813,713.8270548,1.136195527,1.138144404,335187,35304,0.003379874,3718,0.524980957,41715411,1658.273193,0.275747094,1052.108144,36,409,0.638917194,1738072,0.247988041,80856048.14
"1137KN112","Intensiv","control",119.68,130806.4756,18141.70947,0.005152619,2526.666667,0.240966641,3394802.667,595.0199772,863.1724243,0.350195425,1241.333333,742.378394,25.33333333,243.2122812,5985.973174,40.63126789,0.498914398,0.42925045,0.224481845,734.5034247,0.964332376,0.965986462,287576,27399,0.004814701,2610,0.533774765,36710463,1614.641357,0.230024088,1076.962965,31,361,0.610709539,1651838,0.248066311,72359501.86
"1137KN113","Intensiv","control",122.54,130974.5076,17319.90582,0.00598838,2312,0.245225182,3379745.333,668.5359589,843.8291829,0.348072202,1321,728.8563781,28.33333333,208.785062,5881.278539,41.01280368,0.499153129,0.464948499,0.2234483,679.3664384,0.935240014,0.9368442,326272,33601,0.003631899,3460,0.525537095,40633014,1515.584229,0.258324924,1151.287422,37,351,0.630889599,1773989,0.248457467,77173230.76
"1137KN114","Intensiv","control",112.85,122165.4282,17110.18836,0.005552056,2409,0.245939125,3339341.667,659.3464612,837.1721802,0.355261449,1159.333333,672.2746945,24.66666667,232.8415589,5684.360731,40.42447591,0.498307004,0.444267327,0.225868408,686.2585616,1.027977136,1.02974039,299166,26616,0.005308986,2367,0.529753984,37791286,1667.715698,0.316125334,788.6928678,28,377,0.606333208,1599028,0.251499728,68927804.25
"1137KN115","Intensiv","control",126.82,138246.0939,19129.90868,0.005655243,2686,0.240430948,3564529.667,618.6501142,857.1826579,0.354387372,1091.666667,692.653673,25.66666667,261.7579909,6718.835616,39.15281338,0.498870318,0.450150856,0.220928336,741.7237443,1.064845556,1.066672049,346009,33826,0.00380108,3306,0.521860017,42317524,1668.162231,0.276712896,1109.503645,28,457,0.633482565,1738311,0.24838165,83885437.08
"1137KN116","Intensiv","control",116.07,133485.9402,17605.76484,0.006226263,2371.666667,0.237294923,3621377.333,612.7425799,863.5708211,0.383800395,1117.666667,631.1453694,30.66666667,198.9525622,6138.584475,39.58620448,0.503282327,0.48902996,0.223678169,698.0736301,1.018419693,1.020166553,331097,35744,0.003257224,3858,0.50340068,39773560,1677.889771,0.289358106,1024.610694,24,560,0.61910451,1873305,0.235785809,79232462.29
"1137KN117","Intensiv","control",116.8,122674.0483,15615.91039,0.006866738,2009.333333,0.245973436,3379377.667,579.9229452,779.9505208,0.377335565,1133.666667,652.4755774,24.33333333,221.6786193,5359.446347,41.46047392,0.507762299,0.500006104,0.221886488,669.1923516,0.961022678,0.962671087,297171,29698,0.004235379,2967,0.520720697,36552715,1598.129883,0.25189213,1217.543249,23,490,0.615556471,1636066,0.247637558,68983609.56
"1137KN118","Intensiv","stress",76.29,101669.7209,15123.94406,0.00582901,2260.666667,0.254178265,3237564,606.5068493,858.6943766,0.278248242,992.6666667,688.8974068,27.66666667,198.6151896,5436.244292,38.24057467,0.501861333,0.47699979,0.220325555,733.847032,1.028219386,1.029983056,279435,29682,0.003986793,3152,0.549173981,36938456,1747.087524,0.177288248,1447.099889,29,402,0.604083077,1690602,0.250535419,55439848.79
"1137KN119","Intensiv","stress",81.03,108584.5622,15650.371,0.005891998,2290.333333,0.246662403,3163621.333,683.6329909,833.0800578,0.30855347,1146.666667,697.1028851,22.66666667,251.3673507,5674.186644,37.71390657,0.515076987,0.576244879,0.219219608,696.4326484,0.973112567,0.974781713,262370,30120,0.003635051,3457,0.540990892,33861821,1595.255371,0.219077814,1226.489362,39,298,0.630275866,1579881,0.25195977,57374006.37
"1137KN120","Intensiv","stress",81.42,104235.7639,14826.59817,0.006464959,2153.666667,0.249433933,3157385.333,658.3618721,824.6101074,0.299137108,1168,680.4839428,26.66666667,201.5223562,5258.033676,38.62269136,0.512525686,0.582875899,0.219993442,701.0273973,0.964532902,0.966187333,260104,27285,0.004390765,2862,0.545129746,33969882,1526.149536,0.197648693,1223.695408,27,361,0.611921477,1600346,0.254540591,54837831.66
"1137KN121","Intensiv","stress",79.87,107019.6024,14453.76712,0.006712639,1968,0.257965252,3576391,642.9366438,791.6755371,0.326661142,1229.666667,645.8302069,29.66666667,171.9461687,5094.263699,40.03446327,0.513287382,0.550728411,0.219009354,614.3835616,0.998118361,0.999830399,255089,28883,0.003842927,3270,0.52844738,32079683,1759.964111,0.234077823,1141.252437,31,344,0.612458445,1591755,0.251433807,55756974.95
"1137KN122","Intensiv","stress",81.55,107473.2888,15912.27169,0.005660951,2381,0.252549172,3420211.333,683.6329909,866.807902,0.285287769,998.3333333,692.3455816,23,289.529308,5963.327626,36.52318297,0.511014204,0.570363093,0.220712514,649.5005708,0.98773446,0.989428688,266210,28982,0.003983002,3155,0.546060997,34868831,1612.473267,0.213361781,1185.466417,40,294,0.618135316,1593899,0.252214581,57200882.17
"1137KN123","Intensiv","stress",82.63,103515.4882,14673.00228,0.006238674,2084.666667,0.257383069,3421514.333,612.7425799,803.1146647,0.312059715,974.3333333,613.9670766,26,195.3317514,4924.257991,40.83863502,0.508614833,0.541013989,0.222644977,711.8578767,1.022022386,1.023775427,268463,28710,0.00409328,3070,0.542917186,34859621,1672.922363,0.222394253,975.3501608,30,393,0.615895483,1683926,0.252373689,55327055.65
