"PlantID","Genotype","Treatment","FW","side.area.norm..mm.2.","side.border.length.norm..mm.","side.compactness.01..relative.","side.compactness.16..relative.","side.fluo.intensity.average..relative.","side.fluo.intensity.classic.sum","side.height.norm..mm.","side.hull.circumcircle.d..px.","side.hull.fillgrade..percent.","side.hull.pc1","side.hull.pc2","side.leaf.count..leafs.","side.leaf.length.average.norm","side.leaf.length.sum.norm..mm.","side.leaf.width.average.norm","side.nir.intensity.average..relative.","side.nir.skeleton.intensity.average..relative.","side.vis.hue.average","side.width.norm..mm.","side.width.norm.relative","side.width.relative","top.area..px.","top.border.length..px.","top.compactness.01..relative.","top.compactness.16..relative.","top.fluo.intensity.average..relative...pix.","top.fluo.intensity.classic.sum","top.hull.circumcircle.d..px.","top.hull.fillgrade..percent.","top.hull.pc2","top.leaf.count","top.leaf.length.average","top.nir.intensity.average..relative...pix.","top.nir.intensity.sum","top.vis.hue.average","volume.fluo.iap"
"1137KN124","Intensiv","stress",81.69,108967.1583,15232.90525,0.006181487,2150,0.25552971,3555287.667,625.5422374,899.2326253,0.284132199,1018.333333,673.2904041,24,216.1598625,5165.810502,40.39849286,0.5091883,0.535231286,0.222050121,797.1889269,0.979585296,0.981265546,273810,30400,0.003723369,3375,0.552235578,36470368,1556.863281,0.22249932,1290.284229,32,346,0.622714168,1735439,0.25254155,58818004
"1137KN125","Intensiv","stress",82.89,111629.8197,15977.91096,0.006109265,2311.666667,0.260236101,3739264.333,671.489726,834.4458211,0.313589694,1082.333333,649.6061293,25.33333333,223.6852039,5737.528539,37.96815298,0.506559389,0.552117621,0.221759133,632.7625571,0.986458669,0.988150708,284956,29386,0.004147317,3030,0.54327855,37042908,1661.446045,0.259251475,943.1576092,36,332,0.620731201,1645546,0.252651616,61469422.24
"1137KN126","Intensiv","stress",74.78,104597.0328,14805.59361,0.006106088,2102,0.260562125,3567388.667,633.0907534,752.8902995,0.337467004,1174.666667,626.4810401,22.33333333,235.3834261,5126.098744,38.96155186,0.512363043,0.580098032,0.218111636,637.6855023,0.93834399,0.9399535,276750,27151,0.004718877,2663,0.557663865,37518387,1690.697632,0.232952879,1023.765328,23,472,0.617638109,1759722,0.251535786,56761411.21
"1137KN127","Bavaria","control",112.54,128149.9537,15635.60217,0.00747973,1925.333333,0.255944532,3889516.333,607.163242,803.9855957,0.407300665,1316,724.6799115,19.66666667,264.240324,5180.907534,43.37096798,0.507492834,0.55530264,0.225653408,602.2402968,0.998125222,0.999837272,286215,27028,0.004924126,2552,0.544742458,36976665,1607.490845,0.339904031,740.2658466,22,445,0.618465025,1643008,0.249981,70722019.54
"1137KN128","Bavaria","control",110.89,138768.6089,17746.23288,0.005860948,2289.666667,0.253869575,4285676,663.2848174,859.1420898,0.384934154,1298,698.1000174,24.66666667,283.2661142,6552.440068,39.10606811,0.50400545,0.54456824,0.224279294,703.652968,1.063919714,1.065744619,313998,29279,0.004603066,2730,0.552414946,41738960,1640.343384,0.257410751,1250.153561,24,451,0.630820375,1891865,0.249782855,80212985.39
"1137KN129","Bavaria","control",115.61,139684.0603,17850.27112,0.005924302,2295.666667,0.2614556,4639839.333,669.5205479,821.8948771,0.404442982,1180.666667,627.9635534,23.33333333,273.5630544,6183.875571,40.92484915,0.504316845,0.525307508,0.221365149,642.2802511,1.013619863,1.01535849,342176,29592,0.004910657,2559,0.544471197,44969557,1652.915161,0.32580883,948.1057502,28,435,0.623234097,1926803,0.244541163,84287200.2
"1137KN130","Bavaria","control",110.97,119808.779,15021.5468,0.006986031,1895,0.242990928,3038884.667,595.6763699,772.2265422,0.364749225,1216,706.8390535,28.33333333,193.2539969,5473.986872,40.18291144,0.498915041,0.472578982,0.228061619,660.3310502,1.021498955,1.023251097,294129,25541,0.005668187,2217,0.549217627,38677909,1568.167358,0.249382857,1136.044034,22,492,0.614059135,1786166,0.248774872,67026658.68
"1137KN235","Ursa","control",94.57,109931.7268,15846.63242,0.006006603,2330.666667,0.235973521,2682135,615.696347,808.1720174,0.327005109,1238,651.2461576,23.66666667,230.6093512,5474.315068,39.73073272,0.502330087,0.497472081,0.227380758,661.3156393,0.901848259,0.903395168,318068,29607,0.004561296,2755,0.516640738,38908548,1713.549561,0.291963004,1036.738988,27,411,0.637429975,1822288,0.255931507,63954785.04
"1137KN236","Ursa","control",98.59,111761.3371,15466.90925,0.006898285,2177.333333,0.23921589,2768068,645.2340183,797.3846639,0.320839198,1211.666667,660.5096919,21.33333333,251.765385,5352.88242,40.2769905,0.5084631,0.545977726,0.226778711,666.2385845,0.954213321,0.95585005,281548,28585,0.004330245,2902,0.511837734,33844776,1684.97937,0.231638479,1191.641337,34,308,0.630669093,1673821,0.256926038,61172723.61
"1137KN237","Ursa","control",90.44,109502.5988,14377.95377,0.007372355,1925,0.243619878,2958219.333,599.614726,776.2073975,0.374037082,1174.333333,617.5774659,26,188.6785095,4962.98516,41.55979054,0.514583217,0.576021442,0.223457688,600.5993151,0.976250086,0.977924615,280827,25863,0.00527777,2381,0.539807642,36548601,1497.94812,0.272728729,943.4662158,34,310,0.629103221,1602609,0.254654655,59859607.02
"1137KN238","Ursa","control",85.12,107738.9087,14887.97089,0.006301105,2065.333333,0.24038568,2881912,686.586758,828.9616089,0.318994285,928,688.1560228,20.66666667,276.0429639,4956.421233,41.38408299,0.51281188,0.598813325,0.224740593,686.9149543,0.985280398,0.986970415,266925,24990,0.00537254,2339,0.524107021,33255197,1555.845215,0.243947355,1200.611636,33,311,0.644972084,1615568,0.25600954,57419208.66
"1137KN239","Ursa","control",104.79,124227.3752,17067.85103,0.005469824,2351.666667,0.245478501,3488407.667,696.4326484,883.9382935,0.291269108,1292,771.5197182,25,245.094844,6117.908105,39.3722673,0.504239185,0.510699259,0.225930967,734.831621,1.07500901,1.076852936,324794,30819,0.004297664,2924,0.540947439,42078121,1669.737793,0.238270745,1286.707417,31,356,0.62639328,1908138,0.25438067,73031683.64
"1137KN240","Ursa","control",102.97,119907.6593,15442.62272,0.007462352,2026.333333,0.247946069,3454806,703.9811644,852.1633504,0.331640598,965.3333333,711.7052201,22,240.900677,5338.113584,41.19478533,0.502721318,0.490129954,0.225178157,652.1261416,0.99142729,0.993127851,314728,28588,0.004840667,2596,0.534992369,40168625,1632.61499,0.305906275,1042.799546,29,402,0.634408157,1793751,0.253318383,69391235.68
"1137KN241","Ursa","control",99.1,120080.8616,16954.29509,0.005746752,2422.333333,0.245515698,3407091.667,591.7380137,851.0321045,0.320134726,1303,694.3432511,22.66666667,259.8086819,5763.45605,39.92648712,0.503691286,0.520258844,0.225080519,792.5941781,1.05357338,1.055380538,327101,31856,0.004051054,3102,0.527763236,41082444,1631.385742,0.259683007,1204.348326,28,456,0.638686618,1897704,0.253616801,70844271.07
"1137KN242","Ursa","control",82.68,97968.49222,13663.79852,0.006741854,1908,0.235322602,2443808,714.4834475,793.5016073,0.284217754,923,669.652651,17.33333333,294.6626899,4926.227169,38.56263968,0.506080493,0.524000751,0.221642602,654.423516,1.049340823,1.051140721,247478,22895,0.005933131,2118,0.489393551,28544738,1488.294556,0.234349506,1073.614765,22,371,0.631695615,1509503,0.255633448,50274148.98
"1137KN243","Ursa","control",97.55,112563.3669,15168.25057,0.00619752,2046.666667,0.244651203,3207235,637.6855023,798.4897054,0.304913668,1118,704.7966962,25.66666667,200.1879696,4951.498288,42.08850082,0.510058433,0.559439053,0.223529081,706.6067352,1.007892406,1.009621209,306071,30949,0.004016098,3129,0.514479986,37387176,1739.309082,0.238895591,1287.075393,31,386,0.642575635,1842078,0.254104908,64238911.15
"1137KN244","Ursa","stress",70.59,97707.71943,13710.4024,0.006580945,1925.666667,0.256197,3175816.667,738.4417808,854.1801758,0.256449094,937.3333333,761.5408789,16.66666667,284.6989622,4726.68379,40.32657368,0.506168792,0.541334765,0.225412827,663.6130137,0.998121064,0.999833107,239440,24416,0.005048763,2489,0.540340975,30985137,1646.106812,0.197020825,1235.210803,27,370,0.616791256,1521072,0.262552076,49319337.42
"1137KN245","Ursa","stress",69.03,95334.59009,13689.72603,0.006642472,1974.666667,0.258464585,3242209.333,733.5188356,844.4633993,0.257396999,964.6666667,680.9805553,20,252.203604,4717.494292,40.37431832,0.508290881,0.552539649,0.224742553,667.8795662,0.99947227,1.001186631,254541,25101,0.005077321,2475,0.543480456,33207849,1765.470825,0.199268033,1213.769531,30,316,0.615642481,1672873,0.261836285,49615729.53
"1137KN246","Ursa","stress",74.63,99523.11167,14016.28139,0.006465405,1977.666667,0.249019195,2954308.667,796.2043379,878.6477661,0.249803069,1080.333333,693.6886743,20,239.3463026,4720.119863,41.6831314,0.50809208,0.564094326,0.224113539,672.4743151,1.025844061,1.027603656,272946,29012,0.00407602,3083,0.537612467,35085968,1714.275513,0.219872159,1172.469178,35,309,0.62611011,1741231,0.25979598,53635498.09
"1137KN247","Ursa","stress",75.18,102484.3531,15179.08105,0.00573348,2261.666667,0.250675375,3143972.667,774.8715753,918.0358887,0.242169623,990.3333333,787.5045935,21.66666667,245.6808236,5313.170662,39.57566172,0.506422673,0.577692094,0.225421916,695.119863,1.112277583,1.114185435,255460,26560,0.004551384,2761,0.521705681,31684097,1577.724243,0.201062136,1236.610171,25,407,0.632763898,1634040,0.261159642,53432934.13
"1137KN248","Ursa","stress",72.71,98580.51659,14181.69235,0.006269462,2046,0.25125981,3074987.667,747.6312785,879.9605306,0.250370331,1046,685.0239676,22,228.0901868,4867.808219,40.41059523,0.508553693,0.567154949,0.22590516,759.446347,1.034310811,1.036084929,277156,26168,0.005087599,2470,0.534228999,35529794,1671.917603,0.205284014,1214.95231,37,274,0.614783015,1761464,0.258738315,53535669.34
"1137KN249","Ursa","stress",66.97,88109.21264,12232.86244,0.007617311,1704,0.252863283,2766733.333,681.9920091,813.5841268,0.253918527,1127,691.74383,24,179.3455342,4234.389269,41.30004606,0.507490308,0.537582636,0.227394471,666.2385845,1.046650515,1.048445799,218547,21943,0.005704208,2203,0.523250107,27154316,1648.365234,0.175879227,1058.088244,25,332,0.598416932,1450428,0.262120479,42489708.32
"1137KN250","Ursa","stress",74.1,92579.51101,12790.13984,0.007286404,1770.333333,0.255944346,3029205,830.9931507,876.3674113,0.27629753,1027.333333,603.3690712,18.33333333,243.1350868,4362.385845,40.89283218,0.513742645,0.574927901,0.22409096,590.097032,1.02012726,1.02187705,226863,21392,0.006230228,2017,0.525023697,28372183,1671.49736,0.262226468,1052.802262,16,515,0.613368344,1482131,0.259064372,45486940.1
"1137KN251","Ursa","stress",75.83,98814.79202,14566.01027,0.005933713,2150.666667,0.247174773,2909328.667,851.9977169,889.6074015,0.243710602,1092.333333,713.7026261,22.66666667,233.3738984,5139.226598,38.84282889,0.511362615,0.596431788,0.22639137,665.5821918,1.066107823,1.067936482,251865,26240,0.004598013,2733,0.520126585,31039503,1674.335693,0.219306246,1163.300964,46,204,0.629644274,1609928,0.262078699,51155917.24
"1137KN252","Ursa","stress",73.14,101517.8458,14894.86301,0.005801162,2188.333333,0.255596375,3361884.333,873.6586758,940.93573,0.223379817,1170.666667,783.2455708,21.33333333,257.077235,5395.876142,38.36838778,0.502311495,0.534109814,0.224681146,686.9149543,0.971859814,0.973526812,253895,25532,0.004895353,2567,0.528286859,32075846,1673.782959,0.20059215,1115.721013,27,383,0.622909071,1573487,0.259068243,52766643.87
"1137KN253","Victoriana","control",116.69,132764.695,14601.78368,0.008452652,1636,0.257648959,4378462.667,783.7328767,852.9649251,0.372756434,1013,671.6834827,20,279.0256394,5329.252283,43.73527594,0.529068061,0.674197642,0.23203789,594.3635845,1.022175876,1.023929179,378107,23531,0.008583586,1464,0.559206889,51149201,1471.061523,0.3716737,959.3243529,29,295,0.641818829,2208643,0.258332548,84213160.36
"1137KN254","Victoriana","control",128.77,142582.936,16339.25514,0.00812538,1943,0.266909415,5232481,707.2631279,863.165446,0.396181735,1234.333333,673.9654258,18.66666667,316.5563166,5882.263128,43.19017395,0.517614467,0.6421453,0.227352815,645.2340183,1.095163756,1.126013439,413825,24649,0.008560198,1468,0.563090659,56781786,1656.574585,0.344217078,1057.409833,28,451,0.635301697,2179250,0.248463087,94616291.12
"1137KN255","Victoriana","control",124.81,147335.9806,17544.39212,0.006517316,2114.666667,0.270090377,5669739,797.8453196,912.1117757,0.313388172,993.6666667,816.1444906,28.33333333,241.2125938,6735.57363,40.68269407,0.516727616,0.602291428,0.229889629,776.8407534,1.021879937,1.050665287,438417,26751,0.007699982,1632,0.55743288,59445849,1571.864014,0.352161828,1279.025225,35,346,0.640458747,2490094,0.252541576,100633485.7
"1137KN256","Victoriana","control",124.67,152974.4248,17310.05993,0.006594724,1971.666667,0.267853977,5735969,883.8327626,934.2980754,0.353792991,953,687.644857,26,253.7400407,6595.761986,41.05821278,0.523998099,0.662531932,0.23037504,645.5622146,1.016654039,1.045292181,438932,27353,0.007374631,1704,0.571845253,61327103,1627.286377,0.332505476,1149.018577,35,322,0.638777884,2740108,0.255055606,104546008.3
"1137KN257","Victoriana","control",108.9,130574.4621,13591.59532,0.009662738,1437.666667,0.273738159,5140104,694.7916667,810.3305664,0.410585857,1226,647.6126685,18.33333333,286.0647922,5103.453196,43.46059398,0.524702898,0.677964877,0.229776115,577.9537671,1.006773042,1.035132846,381768,20655,0.011250108,1117,0.584089762,54921959,1290.942139,0.400570583,1088.201232,28,351,0.636315085,2199439,0.253065451,83223890.05
"1137KN258","Victoriana","control",113.99,135120.698,15002.51142,0.008176958,1694.333333,0.268914528,5051667,792.2659817,849.6167603,0.385543279,1153.666667,643.1034263,20,268.0531098,5242.608447,44.98895674,0.526191535,0.661348716,0.229710316,566.1386986,0.981147837,1.008785805,406598,21640,0.010917785,1151,0.562568164,55927121,1784.741577,0.42000628,830.4374406,31,319,0.632119591,2350641,0.252897608,88878047.24
"1137KN259","Victoriana","control",99.17,126761.1044,13797.70263,0.008498948,1506.333333,0.263036743,4482596.333,748.9440639,806.0097656,0.383053019,875,637.8572329,24.66666667,214.2705389,5138.242009,42.66936008,0.526250613,0.676096399,0.227558495,568.4360731,0.981835399,1.009492734,375320,22619,0.009219641,1363,0.555741506,50820608,1357.599609,0.400703569,1194.257562,32,313,0.651034606,2257622,0.253531952,80108181.45
"1137KN260","Victoriana","control",111.13,125624.9493,14360.88756,0.00904192,1682.333333,0.256689367,4069821.667,784.7174658,838.1309408,0.383414308,1061.666667,613.130973,19.33333333,274.158105,5350.913242,42.36512868,0.525502336,0.67946659,0.231389991,575.3281963,1.053181576,1.082848663,339070,19788,0.010889403,1154,0.561588509,46328583,1553.118774,0.367365402,846.1435706,23,372,0.621518785,2094885,0.255592515,75458920.41
"1137KN001","Apex","control",94.64,112233.1193,15767.5371,0.006026183,2243,0.228325345,2356426.333,668.2077626,818.7988892,0.354898858,890.3333333,647.8912421,23,232.505821,5344.677511,39.59009554,0.512073027,0.564010399,0.228637636,615.3681507,0.965822358,0.993028622,284900,28171,0.004512162,2785,0.507111983,33923547,1351.942017,0.312452876,926.2283712,40,248,0.636539856,1650446,0.260010364,61795558.7
"1137KN002","Apex","control",107.16,123830.5611,18886.38699,0.004454312,2889.333333,0.233587563,2857808.333,622.260274,784.0163981,0.350448648,1279.666667,678.4581184,27,265.4475651,6704.723174,36.53375999,0.504938928,0.538239877,0.226544081,704.6375571,1.011852204,1.040355083,320562,30913,0.004215488,2981,0.525360656,40071697,1486.965942,0.261379105,1193.554697,33,358,0.648453239,1808990,0.256998897,72322572.42
"1137KN003","Apex","control",99.31,116958.374,16614.28368,0.005516674,2376.666667,0.232985383,2669535,605.5222603,794.1118368,0.36330931,1205.333333,646.6580682,22,254.3857422,5603.624429,39.5322798,0.509704961,0.543992823,0.22920183,638.0136986,0.995622638,1.023668346,291096,27551,0.004820242,2607,0.516680583,35613265,1397.314209,0.266243744,1184.578976,39,284,0.646084168,1717534,0.259721288,65093773.1
"1137KN004","Apex","control",98.01,121000.1907,17689.45491,0.005392957,2624.666667,0.232609307,2843003,603.5530822,779.063619,0.393370182,1284.666667,613.4285801,25.33333333,240.5783349,5992.865297,38.55614514,0.509190989,0.546091087,0.220630001,648.5159817,1.04883571,1.078380378,293358,29414,0.004261231,2949,0.523126986,36699733,1382.871338,0.288279099,1112.53922,27,438,0.640766215,1685260,0.251858389,67604410.12
"1137KN005","Apex","control",112.08,124936.018,18030.77911,0.005102864,2621.333333,0.235468095,3015420,791.2813927,852.4687093,0.326468763,1094,693.2345388,24,279.9231839,6218.664384,39.57243802,0.511885538,0.545858203,0.226434537,685.2739726,1.005710402,1.034040272,323163,29823,0.004566268,2752,0.52388712,40145407,1525.774048,0.259450099,1203.590224,35,326,0.64311195,1804421,0.257053719,73263637.97
"1137KN006","Apex","control",115.19,125369.993,18261.82934,0.005122695,2676.666667,0.230215675,2749781.333,670.8333333,803.3633219,0.359284761,1285.333333,697.7055682,27.33333333,227.7430858,6223.259132,38.47466593,0.510582741,0.537780152,0.226649435,660.3310502,0.988225982,1.016063334,334836,31103,0.00434973,2889,0.519588155,41180560,1474.825073,0.301234768,993.512701,38,328,0.644545087,1855120,0.25645693,74834123.97
"1137KN007","Apex","control",119.32,137561.0402,19919.22089,0.0047653,2927.333333,0.230811624,3071858,793.9069635,838.5374349,0.360162554,1259.666667,687.9921829,26.66666667,262.2147447,7058.518836,37.78363638,0.513974262,0.586137981,0.226452155,660.9874429,0.97303627,1.000445742,306069,29273,0.004489593,2799,0.516708631,37554314,1602.471069,0.267518045,1203.581929,24,471,0.635112358,1827485,0.254799738,78504604.19
"1137KN008","Apex","control",119.33,132663.5527,18575.91324,0.004872852,2605.666667,0.231997687,3017163,661.972032,797.4616292,0.37450447,1092.666667,730.0762073,24.33333333,284.9681996,6868.493151,36.22468967,0.515546021,0.556274789,0.231193807,657.7054795,0.959719894,0.986754257,326600,30791,0.004330245,2902,0.535298068,41762086,1392.029297,0.314173194,1148.334365,43,266,0.645295176,1950908,0.256871509,78207736.82
"1137KN009","Apex","control",91.22,99476.25659,14941.1387,0.006045869,2266,0.222539165,1975501,625.5422374,743.8087972,0.352612526,1268.333333,647.2662476,26.33333333,198.7777362,5041.752283,38.34850064,0.516059801,0.589633318,0.217546959,560.2311644,1.01177828,1.040279077,265949,26001,0.004943497,2542,0.484550104,30304261,1350.205322,0.298564985,1012.363054,28,334,0.629625315,1524304,0.254645227,52918633.32
"1137KN010","Apex","stress",73.85,89057.62421,12838.7129,0.00682105,1851.333333,0.24078751,2356533.667,588.7842466,698.1404826,0.32486512,1224,626.265124,18,261.1833415,4452.968037,38.81596032,0.515998068,0.595242567,0.228168207,613.3989726,1.039093826,1.068364074,238293,23388,0.005475543,2295,0.549404436,31382129,1322.115967,0.254362069,1074.266369,36,255,0.620079528,1582784,0.268343211,44845281.3
"1137KN011","Apex","stress",73.51,88905.10283,13667.73687,0.006057178,2115.333333,0.244244633,2474553.667,640.6392694,788.6491903,0.269078849,1107.333333,723.9338693,19.66666667,257.6179859,5029.937215,36.15602331,0.508108063,0.502181936,0.227829335,669.5205479,1.021515347,1.050290428,260384,25451,0.005052823,2487,0.554470908,34720254,1435.38623,0.224156403,1255.50242,29,332,0.630283542,1652386,0.266746661,46797627.97
"1137KN012","Apex","stress",67.11,86098.64472,13863.99829,0.00577462,2235.333333,0.236353809,2127845.667,689.8687215,794.6449585,0.263297594,1037,696.586141,20.33333333,241.5739462,4912.442922,36.8748755,0.498120179,0.450266364,0.223432327,627.8396119,1.020392398,1.049135845,224442,23810,0.00497678,2525,0.518471797,27512672,1381.957642,0.239168438,1066.606276,39,214,0.624037173,1447760,0.271662602,42076381.6
"1137KN013","Apex","stress",67.19,80854.10644,12358.23345,0.006768921,1893.333333,0.242411586,2164607,697.4172374,808.1721598,0.258623029,1001,635.4599269,17.66666667,265.6879666,4508.433219,36.51049822,0.511379341,0.559019157,0.226631713,607.4914384,1.027322017,1.056260666,211534,22374,0.00531123,2366,0.543444423,27610834,1386.607544,0.208558907,1213.792304,35,254,0.60483506,1426192,0.273100511,38360316.13
"1137KN014","Apex","stress",73.42,90203.47343,13316.89498,0.006565622,1980.333333,0.245673831,2551928.667,665.2539954,766.6883138,0.294328607,1164.333333,600.1728952,23.33333333,204.1379188,4726.68379,37.60859129,0.509044474,0.542848246,0.225221977,658.3618721,1.029734773,1.058741387,250423,26007,0.004654211,2700,0.541120377,32449223,1404.964966,0.242747565,1196.907849,32,317,0.636192835,1641597,0.265166112,46564009.9
"1137KN015","Apex","stress",72.03,84773.45363,13625.39954,0.006192255,2210.666667,0.235762742,2045292.667,652.1261416,720.9596965,0.292498216,947.6666667,630.6060947,18.33333333,270.3149528,4954.452055,35.60132773,0.506066081,0.516946792,0.228900483,593.7071918,0.993578061,1.021566176,215109,21320,0.00594717,2113,0.516417823,26132105,1280.0802,0.272061032,1027.418791,32,239,0.624181333,1429472,0.272349941,40558246.65
"1137KN016","Apex","stress",64.25,83338.07229,14044.83447,0.005353982,2371,0.233994268,1979031.667,673.7871005,809.8846232,0.225979502,1230.333333,705.365438,21.33333333,256.5477184,5223.901256,34.95492318,0.501052554,0.476090322,0.224870085,726.9549087,1.017778645,1.046448466,215498,22902,0.005164969,2433,0.52104588,26595170,1520.831787,0.186381404,1322.740529,25,328,0.612494135,1383808,0.274206368,39907551
"1137KN017","Apex","stress",73.02,87989.32824,13718.60731,0.005966815,2142,0.241415218,2344462.333,650.8133562,750.8953654,0.2690812,1266.666667,699.044246,19.33333333,269.8538845,5132.662671,35.77973052,0.507197612,0.530679537,0.22316802,654.423516,1.01789035,1.046563317,235363,23906,0.005175606,2428,0.53960658,30299493,1343.073853,0.226208674,1251.704553,34,257,0.629326284,1549738,0.269497747,44034097.78
"1137KN018","Apex","stress",70.84,89302.24008,13166.25285,0.006660926,1949.666667,0.243501726,2478410.333,605.1940639,739.1430461,0.295296802,1248,618.956383,24,194.4152503,4642.993721,37.5750393,0.517647327,0.575114629,0.222624103,671.1615297,0.992702387,1.020665835,239477,27082,0.004103975,3062,0.547021626,31387566,1371.923462,0.221671564,1212.000155,29,346,0.638979543,1534241,0.263775637,45080036.84
"1137KN019","Isaria","control",127.52,129288.3708,17630.05137,0.005878252,2432.666667,0.241347931,3619598.667,613.7271689,759.0368856,0.417346029,1254.666667,666.7227795,24,222.4276357,5227.511416,44.57060154,0.52104106,0.624043554,0.206308973,611.7579909,1.031054211,1.060097992,247802,26201,0.004536596,2770,0.51173698,30599476,1738.521606,0.227152997,1016.215095,21,457,0.606650213,1327290,0.233918086,66389878.1
"1137KN020","Isaria","control",123.83,122431.0481,15669.40639,0.006968732,2039.666667,0.241081813,3338698.667,685.6021689,795.6891479,0.415384373,1082.666667,643.9065518,20,245.4560285,4789.041096,43.63018437,0.508259543,0.571102769,0.216369463,560.5593607,1.068903646,1.099013608,245454,27099,0.004201394,2991,0.51815699,30497211,1335.07666,0.301643188,1023.11514,30,352,0.60357745,1399678,0.242420212,62570068.32
"1137KN021","Isaria","control",123.42,122376.4377,16325.14269,0.00578127,2179,0.247133501,3808336.333,556.6210046,766.0269572,0.405622081,1075.666667,690.9631785,17.66666667,331.6593655,5286.914954,41.52131388,0.507590094,0.509240821,0.205233624,697.4172374,0.955761009,0.982683855,252459,29196,0.003722266,3376,0.525472923,32185227,1340.512573,0.237472022,1077.908134,27,400,0.603756107,1390239,0.235649355,63428324.68
"1137KN022","Isaria","control",119.3,128419.4513,16804.63756,0.006012153,2201.333333,0.244244178,3889045.333,690.8533105,829.1776937,0.40962342,868,640.0054133,25.66666667,208.0184185,5325.97032,41.92029636,0.513153995,0.573579114,0.20472718,579.9229452,0.994267971,1.02227552,245388,28504,0.003796487,3310,0.515195719,30789303,1291.806641,0.297077925,1029.460817,38,271,0.611781646,1300140,0.231235076,65621699.72
"1137KN023","Isaria","control",120.31,122699.5762,15056.66381,0.007954379,1876.666667,0.247737269,3645286.333,621.9320776,792.7226359,0.439233008,1187.666667,634.3001015,16.33333333,265.8837951,4212.728311,42.14732364,0.51241817,0.565633782,0.214119341,607.4914384,0.958441526,0.985439879,236631,25108,0.004717106,2664,0.524238359,29828251,1239.746338,0.327425185,919.9920518,28,365,0.625849071,1308810,0.238115507,61569962.22
"1137KN024","Isaria","control",126.44,133287.5332,18926.42694,0.005119564,2700,0.245945472,4041692,759.1181507,895.2428792,0.385088566,1288.333333,625.7518731,24,249.5118157,5986.30137,40.86215436,0.502931677,0.479133362,0.2059202,621.9320776,0.991615272,1.019548096,250228,28418,0.003894134,3227,0.524226094,31689855,1436.791016,0.283749451,913.2249516,27,361,0.617063455,1372417,0.234759742,68777674.52
"1137KN025","Isaria","control",105.41,121146.8956,16632.66267,0.005928749,2303.333333,0.254273431,3948813.667,625.8704338,789.386027,0.440532578,1347.666667,626.580098,19.33333333,298.9553148,5586.230023,40.41570795,0.507963578,0.548848248,0.210198193,597.9737443,1.03531768,1.064481558,241061,24945,0.004868799,2581,0.53659117,31407484,1369.289917,0.344613594,794.8820494,38,258,0.607240338,1348866,0.237867566,61357233.75
"1137KN026","Isaria","control",121.02,127044.82,17679.93721,0.005192914,2469.333333,0.250002137,4178960.667,696.1044521,803.8637695,0.423961318,1038.333333,629.484438,18.33333333,322.4996823,5169.420662,43.56267678,0.514130092,0.595653116,0.204171311,601.2557078,1.024837993,1.053706669,238490,29195,0.003517036,3573,0.513846184,29759685,1194.428955,0.291906745,932.5418669,35,294,0.608710552,1371224,0.230821345,64000306.5
"1137KN131","Bavaria","control",92.82,102267.204,13410.43094,0.007352346,1767,0.245771045,2798995,585.1740868,768.0448812,0.368173813,1117.333333,618.8366997,23.66666667,191.5880739,4526.812215,41.01603182,0.506939689,0.540261735,0.230910217,605.8504566,1.010781275,1.039253987,237163,23978,0.005184146,2424,0.527546497,29715234,1396.131714,0.284906148,915.4835553,27,339,0.600952616,1422554,0.262080797,51374765.8
"1137KN132","Bavaria","control",106.32,125105.6657,16648.4161,0.006012517,2228.666667,0.24703483,3453068.667,642.2802511,773.0193888,0.371436468,1231.666667,677.4819588,24.33333333,230.586758,5586.558219,41.85325146,0.511413163,0.559617188,0.22590638,663.6130137,1.020674859,1.049426264,285110,30211,0.003925764,3201,0.535690841,36374106,1422.216797,0.268345895,1143.448617,32,388,0.629802616,1737046,0.257156388,68908565.33
"1137KN133","Bavaria","control",117.82,140042.0978,17604.45205,0.0060783,2229,0.245944227,3809525.667,613.7271689,789.9304606,0.419414091,1259,688.1629235,25.33333333,253.596114,6362.74258,39.30302597,0.504345168,0.498218762,0.226984023,669.8487443,1.048259756,1.0777882,320386,28447,0.00497678,2525,0.551135793,42266275,1436.882202,0.315336982,1127.480328,28,385,0.630436363,1743456,0.255710623,81768377.03
"1137KN134","Bavaria","control",116.54,127501.7379,14827.25457,0.007600333,1732,0.253379222,3906559.333,590.7534247,793.3988241,0.397510449,1209.333333,645.3810897,20.66666667,262.4908626,5227.183219,43.112263,0.50487771,0.516044694,0.224146641,673.7871005,1.035086677,1.064244048,285794,27614,0.004710034,2668,0.540425882,36840282,1414.837769,0.305904465,1083.006988,28,377,0.619327987,1553544,0.250009881,70312519.88
"1137KN135","Bavaria","control",122.96,152095.488,19432.17751,0.006296032,2552,0.25206956,4575452.333,666.2385845,869.041158,0.403643433,1264.666667,751.2967134,26.66666667,250.112365,6534.389269,43.30974757,0.50360617,0.490448975,0.226307992,675.7562785,1.117833743,1.149322018,326520,30712,0.004351236,2888,0.53334795,41741210,1652.512451,0.308596995,1059.590688,24,520,0.629851983,1808494,0.25036604,89652257.4
