"Gene","Module","CSE.1","CSE.2","CSE.3","CZ.1","CZ.2","CZ.3","ESR.1","ESR.2","ESR.3","BETL.1","BETL.2","BETL.3","AL.1","AL.2","AL.3","EMB.1","EMB.2","EMB.3","NU","PC","PE","PED"
"AC149475.2_FG007","M1",0,3.63242,5.21346,4.98988,2.91371,15.0429,0.972825,1.57213,0,0,1.76571,0,0,15.991,28.7479,33.3721,11.8137,26.9414,0,5.62884,0,22.5531
"AC149818.2_FG007","M15",1.17468,0.588173,0.555893,0.485037,0,0,3.08828,2.58672,4.9957,0,1.22297,1.29741,1.47646,0.63293,1.87755,5.79708,0,0,0,0,0,1.64849
"AC149829.2_FG002","M17",70.1246,101.453,186.487,170.417,242.454,479.685,83.7075,58.3659,51.2939,132.056,100.487,207.88,0,0,14.8133,10.746,0,15.1726,35.2829,7.3191,0,0
"AC149829.2_FG004","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9053,0
"AC150739.3_FG001","M18",1.83089,2.83611,1.94097,2.15419,3.06622,2.83173,0.880271,2.47039,1.84393,8.46031,15.2635,13.2508,2.37681,3.80733,5.41824,8.80867,9.81046,4.38078,0.974138,0.0774672,1.00808,1.80944
"AC155376.2_FG004","M6",2.66332,2.66375,0.914317,3.51073,0.818195,0.575402,0,0,0.235106,0,0.853674,0,2.41223,0.266645,3.50874,0.947593,4.29789,2.52384,0.509958,0.379596,9.72688,1.30684
"AC155376.2_FG005","M6",0.308353,1.13152,0.711669,2.35516,2.48385,2.60182,0.173702,0,0,0,0.28984,0.12713,0.262891,0.574654,0,1.26546,1.95525,0.685218,2.52811,0,5.45418,1.75596
"AC155434.2_FG006","M9",5.82141,4.81511,1.06889,2.06919,10.6665,3.52272,5.10826,3.16018,1.65803,3.69156,2.11e-05,0.000430552,3.46186,0.0106794,1.69572,10.3291,4.96065,2.77935,0,0.472954,0.0891585,0
"AC155610.2_FG009","M11",55.102,8.40694,0.0071422,0.00018956,12.2847,0.000538724,39.625,0.00966971,0.0019403,4.06e-05,58.0342,0.000410419,93.8266,5.6731,41.8908,7.71327,0.0028188,47.8408,0,82.5785,0.000381408,0.00645881
"AC165171.2_FG002","M11",0,0,0,0,0,0,1.52653,1.4989,2.09138,4.1348,0.556132,1.16991,0,0.560069,1.68961,1.02698,0,0,166.757,1203.69,28.574,100.439
"AC165178.2_FG004","M7",0,0,0,0,0,0,0.398865,0,0.800319,0,0,0,0,0,0,9.84705,9.22611,6.54178,0,0,7.58631,0
"AC177815.2_FG001","M11",2.12937,0.973826,10.8654,0.817231,1.5724,0,3.38011,0,0.89398,0,0,0,0,0,0,0,0,0,0,6.13044,0,2.65297
"AC177838.2_FG012","M5",0,0,0,2.4161,1.926,1.25181,0,0,1.13385,0,1.55559,0,0,1.26966,0,2.04465,0,3.06293,12.1929,0,9.8816,14.6932
"AC177897.2_FG002","M18",7.12325,2.6912,3.03386,3.76477,4.34975,3.36017,2.21377,0.27871,1.02497,31.1441,8.62588,9.88246,0.33616,2.30206,0.399124,0.210986,0.25716,1.50085,3.85696,0,0.625422,2.36159
"AC177908.3_FG001","M18",0,0,0,0,2.26189,0,0.444142,0,0,14.1909,6.55963,7.24889,1.69846,0,0,0,0,0,4.01626,0,0,0
"AC177939.3_FG004","M7",0,0,0,0,0,0,0,0,0,0,0,0,0,1.90102,0,14.7372,19.4036,11.8418,7.69679,0,8.40802,0
"AC182482.3_FG003","M11",0,0,0,0,0,0.277233,2.13833,2.81568,2.61378,0,0,0,0,0.268248,0,0.452052,0,3.72299,0,30.2296,0,11.0891
"AC182838.3_FG006","M7",0,0,4.4788,14.3729,2.38393,0.00594246,1.96304,0,6.46171,0,0,0,0,2.1919,0,11.241,5.94037,1.35384,0,0,12.6446,1.7342
"AC183315.4_FG006","M4",0,0,0,1.18708,0,0.509325,1.19702,2.12806,1.2919,0.720643,7.09,1.63534,3.35846,3.88633,7.07605,1.56954,0,1.07893,93.8606,7.83659,1.04889,1.09406
"AC183372.4_FG008","M4",0,1.09628,0,0,0.869482,2.33177,0,0,0,0,2.77094,0,15.0661,1.1458,3.43104,2.23642,2.66529,0,22.6279,4.53782,3.35655,6.32158
"AC183895.3_FG001","M2",0,0,2.90362,0,2.60236,0,1.19161,3.05088,1.50639,0,1.82644,0,0,5.30344,2.60361,6.76042,0,14.9834,0,0,0,0
"AC183932.3_FG004","M4",0,0,0,1.50489,0,3.68286,0.452972,8.57736,3.79348,5.33258,0,0,8.97692,2.44257,0,2.10622,3.50148,2.17945,5.83843,4.92e-05,0,9.28e-12
"AC183968.2_FG001","M11",1.18639,2.84366,1.01559,2.32967,1.35077,1.30285,0,0,0,0,0,0,4.38844,3.61604,0.878722,1.11747,0,3.12907,0,4.7143,0,0
"AC184170.4_FG002","M18",0,0,0.84879,2.09238,0,0,0,1.63569,0,3.37596,9.44229,0.974034,0,0,0,1.97585,0,5.33109,0,3.12347,4.7406,0
"AC184794.2_FG003","M18",0,0,0.0915588,0,0.0871884,0.207175,0,0.45223,0.20497,148.342,158.041,125.545,0,0,0,0,0,0,0,0.265579,0,0
"AC184854.4_FG003","M15",2.88171,2.56743,1.72635,2.84214,3.49852,1.57182,6.87802,7.10843,2.59131,6.14027,6.08127,1.77215,2.14455,3.2991,0.303976,0,0,0,0.763376,0.243206,0,0
"AC185226.4_FG007","M11",10.5601,13.9555,4.11089,18.9612,13.5659,5.27539,16.0693,7.49992,3.52881,8.29071,21.5239,15.1497,13.3109,9.68142,14.0978,3.7138,10.638,6.1821,4.2462,81.5813,9.7052,37.1108
"AC185250.3_FG005","M11",0,3.1742,0,0,4.88066,0,0,2.9099,0,0,0,0,0,8.20159,0,0,0,0,0,25.3207,4.27425,0
"AC185251.3_FG002","M15",6.72062,2.34172,0,6.93566,0,0,20.2731,2.10634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC185287.3_FG001","M3",0,0,0,0,1.19673,0,0,0,0,0,0,4.76763,0,0,0,0,0,0,0,0,0,9.93709
"AC185414.3_FG002","M5",0,0,0,0.90749,0.72646,2.0871,0.549928,2.5414,0.869217,0,0,0,0,0,0,2.85504,0,0,0,0,6.0002,4.39125
"AC185471.3_FG005","M2",0,2.35074,0,0.683631,1.86639,1.73483,0.465806,0,2.7847,1.17761,0.888257,0,0,5.91801,12.2142,9.26656,3.24531,1.90379,1.50599,1.1504,0,0
"AC185611.3_FG001","M8",0,0,0,0,0,0,26.2549,28.0516,29.1681,0,0,0,0,0,0,187.326,71.1339,198.473,0,0,0,0
"AC186147.3_FG008","M17",2.07644,9.53036,11.7295,12.274,41.3134,35.9853,3.69e-60,3.32e-21,9.38e-17,0.322069,34.0875,44.6104,0,0,4.16e-306,0,0,0,7.7e-196,0,0,0
"AC186187.3_FG007","M3",0,0,0,25.0951,0,18.2139,81.1849,14.7757,0,0,0,0,83.6671,0,0,43.0929,0,0,0,0,0,57.4114
"AC186231.4_FG002","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970443,0,11.0819
"AC186319.4_FG003","M18",0,0,0.922734,0.492028,0.8557,0,0,0.572561,1.08839,13.5356,6.94304,1.97533,1.44802,0,0,0,0,0,0,0,4.07357,4.10038
"AC186323.3_FG008","M18",0,0,0,20.4413,19.2771,53.7473,4.45072,5.24782,32.2101,876.502,1423.27,1548.1,0,0,0,0,0,0,0,63.6629,0,0
"AC186409.4_FG002","M7",0,0,0,0,0,0,5.48534,0,0,0,0,0,5.02372,0,5.07367,2.75642,7.22924,0,0,0,4.58744,0
"AC186424.4_FG006","M18",18.1258,1.59987,4.48094,4.45043,7.68399,8.97048,0.931316,1.39665,5.63886,6.6247,17.2904,1.65528,4.40048,0,5.02214,0,0,0,0,2.34392,0,0
"AC186510.3_FG004","M8",0,0.213174,0,0.300219,0.850253,0.258113,1.36396,1.16423,0.544107,0.114119,0.388808,0.337983,2.24585,2.22363,2.28249,7.64479,7.78467,8.16423,0.305565,0.0647636,1.09479,1.25189
"AC186585.4_FG005","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9143,0,0,0
"AC186661.3_FG004","M6",31.0489,2.31e-18,0,12.492,0,3.41335,12.7462,8.6011,2.02e-29,0,20.2853,0,11.942,0,0,29.9105,0,0,0,0,311.053,61.4089
"AC187090.3_FG011","M4",0,2.24291,3.14495,1.53843,0,0.297401,0.190022,0,0.525514,0,0.341002,0,0.71799,0.609158,0.884136,0,2.75903,3.26644,4.03738,4.76864,0.612777,0
"AC187212.3_FG004","M6",0,0.416601,1.10948,0.370696,0.686297,0.882358,3.04705,0.417324,0.802588,0.812501,1.66033,0.535719,0,0.44233,0.645227,1.38954,0,0.983765,0,2.2008,5.24613,0.988957
"AC187253.4_FG002","M5",0,2.49234,2.35511,0,4.0211,2.80232,0,2.21594,0,0,0,0,0,11.03,0,12.1124,10.0442,67.2736,35.7468,0,16.8855,50.6455
"AC187262.4_FG007","M12",19.494,31.4007,41.9616,14.572,14.0938,34.78,0,0,3.80025,7.09405,2.84798,0,70.9497,44.4049,110.09,3.01432,0,4.004,0,0,70.4339,0
"AC187551.3_FG002","M11",5.94354,2.59178,8.50159,0.471677,0.000863392,0.691511,2.02141,1.12666,9.85e-06,0.979194,7.22e-08,1.39e-06,1.7706,4.32871,0.00729095,1.15261,2.64217,2.1058,1.46648,9.36208,1.09384,0.835124
"AC187809.3_FG006","M4",0,0,0,0,0,0,0,0,0,1.97133,0,2.94764,0,0,0,0,0,0,9.54011,0,3.88834,0
"AC187869.3_FG004","M6",0,0,7.05199,9.99939,0,0,32.2973,4.11726,0,23.0452,4.7331,10.1732,16.5029,8.65715,6.43516,0,12.9017,0,0,0,20.8309,0
"AC188003.3_FG012","M18",0,0,0,3.12653,12.3321,9.31854,28.5233,48.7402,650.371,1132.46,657.394,860.405,3.17059,8.40072,3.65802,0,2.68835,0.00159609,0,25.5855,0,2.69558
"AC188033.3_FG007","M17",8.1036,3.23569,5.6634,12.8368,6.07046,0,2.7655,6.07853,0,5.26535,4.8924,0,0,8.35808,4.97917,0,0,0,0,0,0,0
"AC188128.3_FG004","M4",0,0,0,0,0,3.6899,0,0,0,0,0,4.28338,0,0,5.47834,6.79524,0,20.3309,48.3683,0,12.006,0
"AC188134.2_FG009","M4",1.73516,0.231373,2.48109,1.01677,2.47702,1.46804,1.96563,0,1.08658,1.2013,0.294887,0,0,0.510338,0.712626,0.387448,0.934415,1.08569,6.26542,0,0,4.99268
"AC188134.2_FG012","M3",0,1.41111,0.670442,0.591947,1.14655,0,0.369826,0.62952,0,0,0,1.51629,0,1.56821,0,6.56227,1.51274,5.39114,8.1778,4.46508,1.59156,9.25153
"AC188613.4_FG003","M3",0,0,0,15.3832,2.42356,9.71748,2.16706,8.16273,0,0,6.59699,3.3434,9.08307,3.31146,4.68781,0,0,0,0,0,0,6.98993
"AC188832.5_FG005","M3",0,0,0,1.12565,0,0,0,0,2.30655,2.27233,0,0,0,0,7.7204,0,0,0,19.1314,64.9542,99.6989,223.21
"AC188838.3_FG005","M16",3.14831,0.9237,8.48e-05,0.0106113,1.08438,9.39899,2.68e-05,1.14565,2.13096,1.19e-06,2.84727,0.00443286,3.75e-05,1.22153,2.71518,2.6901,0.00163124,4.68e-06,0,9.14334,0.000405048,4.48309
"AC188965.3_FG008","M12",2.31625,6.87148,8.24094,8.96688,8.19322,10.0384,2.00587,1.15723,2.22428,0,0,0.730513,14.8898,13.3713,10.2449,0,0,0,7.64191,0.783575,0,0
"AC189750.4_FG004","M3",0,0.537165,0,0,0,0,0.272855,0.479464,0,0,0,0.604452,4.31684,0.59176,5.17246,2.13141,3.63597,0,0,0,1.26441,8.9024
"AC189765.3_FG004","M10",6.96212,5.29843,1.18081,6.31644,4.21174,4.27897,1.03272,0,0,0,0,0,0,7.18986,0,0,0,0,0,0,0,0
"AC189795.3_FG001","M2",0,0.511365,1.13734,0,0,0,0,0,1.16479,0,0,0,5.92506,5.24711,11.607,3.86242,12.9889,6.18446,0,0,0,0
"AC189797.4_FG001","M13",2.26846,0.874592,0,1.44419,0.686311,6.44683,2.67627,1.72718,7.48509,0,0,2.07894,2.2829,0.918156,0,0,0,0,0,9.64166,10.0956,2.44411
"AC190526.3_FG004","M4",1.11139,0,0,0.352755,0.638581,0,0.60166,0.740033,0,0,0.506448,0,0,0,0.603232,2.12359,0,1.03514,19.502,0.483979,5.10819,1.993
"AC190528.3_FG008","M4",0,0,0,0,1.17558,0,0.601298,0,0,0,1.12591,0,1.20778,0,0,4.89506,0,0,10.6773,1.39012,0,1.15328
"AC190590.3_FG001","M5",0,0.575514,1.57e-05,0,0.900681,1.33913,0,0,0,3.40421,2.36601,7.64e-05,0,0,0,0,0,0,7.257,0,15.7624,10.0676
"AC190623.3_FG001","M6",0,1.07746,6.1475,1.90818,0,8.90211,1.24288,1.00056,0,0,0,0,0,0,0,0,0,0,0,0,5.28245,0
"AC190734.2_FG006","M6",0,9.98658,0,10.1887,7.56754,10.6533,0,0,0,0,34.6043,9.40686,0,0,0,0,0,49.2425,0,0,27.3845,0
"AC190743.3_FG012","M11",20.1627,0,5.29382,24.1349,7.04574,6.18807,0,2.92275,2.87286,0,0,3.90277,10.0022,12.4116,0,0,0,0,0,16.3634,0,7.22063
"AC190752.2_FG002","M4",0,6.49,5.84877,0,7.66227,3.34713,0,0,2.875,0,0,0,0,0,0,5.34495,6.98225,0,25.1105,0,0,36.9572
"AC190788.2_FG007","M18",0,1.63454,0.377783,2.2133,1.32665,2.30098,6.14921,3.4491,4.23865,13.6991,13.3438,8.30643,5.42029,0,2.5585,0,3.42014,6.98016,0,4.35939,0,4.14578
"AC190899.2_FG003","M3",0,0,0,0,0,1.00393,4.19846,0,2.82362,2.03297,1.18067,2.36897,2.58873,0,0,0,0,2.42819,13.8533,1.2934,5.12713,21.4868
"AC190925.2_FG002","M9",0,6.74e-05,4.00209,5.55883,0.00013424,1.59741,4.21691,0,1.3465,0,0,0.529092,2.01306,0.992673,1.91792,0,4.77521,9.54005,0,0,0,0
"AC190933.3_FG004","M15",0,2.23268,2.13412,0,7.2765,5.48739,9.08064,9.96541,6.21704,2.81948,0,0,5.7432,0,0,0,0,0,0,0,0,0
"AC191012.2_FG001","M18",0,0,2.19451,2.16503,3.58819,10.4024,0,0,0,8.92494,33.86,16.5986,0,2.47235,0,0,0,4.62914,0,0,0,9.42214
"AC191045.3_FG006","M4",52.9982,69.8997,96.8194,33.1038,55.3822,78.8132,17.488,12.3897,10.4643,0.000457814,0.00643246,14.2498,43.6264,11.1874,28.7371,21.5402,17.967,0.0175186,112.185,0.00810095,2.92724,15.9225
"AC191113.2_FG002","M6",1.07059,1.63339,0.839266,3.65541,1.83064,1.4469,4.25442,2.75583,2.43269,3.32782,2.1874,2.46939,1.60585,1.26071,1.62398,1.43117,0.843964,1.74459,1.8763,7.02422,16.4147,6.72126
"AC191283.3_FG004","M13",0,0.200487,0.174788,0,0.164094,0.198322,0.798919,0,0.727117,0,0,0,1.57578,1.9935,0.308739,3.20934,4.76588,2.82146,3.43006,7.3396,9.56525,1.3181
"AC191333.3_FG010","M4",6.63774,3.42414,10.0107,3.18128,11.0138,2.7364,6.40001,8.31363,10.5839,1.55401,0,0,0,0,0,0,0,3.87426,13.0248,0,0,0
"AC191361.4_FG004","M4",13.6984,8.50487,4.34422,14.221,23.3745,16.6768,22.0214,6.83066,7.56525,7.6601,19.1955,0.368232,16.9162,13.7205,15.7172,29.0489,12.8698,4.44115,113.885,68.9939,0.000731731,0.925894
"AC191532.3_FG002","M16",0,0,0,0,0,0,0.589691,1.28532,0,0,0,0,1.10611,0.468003,0.669033,0,2.61334,5.01215,0.829883,2.56036,0,3.17256
"AC191534.3_FG003","M17",26.8607,15.5313,16.5807,42.1378,20.5397,23.2259,34.5771,20.4928,17.4461,22.0491,17.5066,14.4709,19.182,17.7081,15.8764,0,0,0,0.837025,0.378412,0,0
"AC191598.3_FG007","M18",0,0,0,0,0,0,0.693511,0,0,13.7123,14.9403,19.7491,0,1.23154,1.78887,0,0,0,0,1.80817,0,0
"AC191669.3_FG004","M17",0,12.6439,0,0,12.2408,6.64748,12.2611,0,8.53992,0,0,0,0,0,0,6.93695,0,0,0,0,0,0
"AC191802.3_FG004","M8",0,0,0.739787,0,2.5484,0.937848,0.457198,0.711456,1.46295,5.62421,3.38538,0.867995,0,0.872509,2.55751,15.2166,8.86056,21.0595,0,6.17355,0,4.29461
"AC192372.3_FG003","M6",3.88377,1.66454,4.3026,2.39225,4.0072,1.92091,0,0,0,1.04795,11.2727,3.12557,3.28358,1.26442,0,7.39275,12.5958,9.03226,11.1439,0,23.9181,0
"AC192451.3_FG001","M3",3.46032,4.63942,4.89966,5.89559,6.16992,11.8827,2.49258,3.59291,8.61664,3.61072,4.08291,3.40285,2.49619,2.01125,3.30583,8.49983,6.71297,7.67803,35.1667,46.6669,109.273,210.602
"AC193307.3_FG004","M6",4.33973,1.7586,6.46188,3.27156,5.70287,5.92397,3.72151,3.37917,1.68296,14.8804,0,0,0,0,2.83325,6.97854,8.33578,0,18.9631,0,28.6956,14.2156
"AC193359.3_FG004","M4",0,0,1.01996,0.534664,0.910267,1.7868,0,1.16582,0,1.09058,0,0,0,0,0,1.00164,1.22129,2.91518,6.89319,0,0,1.38721
"AC193439.3_FG008","M4",0,0,4.93791,1.7452,0,0,0,1.74793,3.44099,0,0,0,0,1.96525,0,3.96372,0,0,13.2062,0,0,5.8317
"AC193440.3_FG009","M15",2.27844,2.07816,0.977861,5.67889,5.01815,6.10257,12.1427,2.84667,14.9055,9.10151,3.45742,5.8504,0,2.2411,4.89278,0,0,0,0,0,0,0
"AC193630.3_FG003","M4",0,2.6968,2.59149,0,0.570261,0,0,0,0.336492,0,0,0,0,1.1132,0.556529,0.641146,0,0,10.3328,0,0,0
"AC193658.3_FG001","M7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.198,0,0,0,8.04761,3.92806
"AC193786.3_FG005","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86694,0,0,0,4.84838,0,34.2575
"AC193787.3_FG008","M15",2.66261,2.3118,7.28121,12.7762,1.83095,10.2106,13.2792,4.28598,9.59485,12.4881,11.2731,6.24186,6.64264,1.26152,10.8579,0,0,0,0,0,0,0
"AC194022.3_FG012","M5",0.446667,1.47484,2.63344,0.549088,0,0.76896,0.124227,0.399107,0,0.299231,0.490151,0.504163,1.60417,0.927821,1.02427,1.22959,5.56983,1.10253,0,0,3.00772,3.9005
"AC194032.3_FG017","M18",0,0,0,0,2.58079,0,0,0,2.95999,28.8661,22.8712,27.3943,0,0,5.2227,0,0,0,0,0,0,0
"AC194103.3_FG003","M12",0,4.17363,0,0,1.60661,0,7.33075,7.4203,1.83375,3.63592,2.31158,2.35639,11.7445,8.81588,3.25183,0,0,6.00596,0,5.81101,0,0
"AC194145.3_FG003","M4",2.88372,0.955448,1.66696,1.87219,0.761534,0.979857,0.858949,0,0.933763,4.05338,0,0,5.44227,1.02073,0,1.58428,0,0,7.64909,0,0,0
"AC194209.3_FG001","M15",3.74423,6.54904,9.35437,3.7337,5.15982,0,58.5431,44.8528,38.6938,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC194338.3_FG008","M11",0,0,0,1.0689,1.96622,0,0.632447,0,0,0,1.2391,0,0,0,0,0,0,0,0,10.3665,0,0
"AC194344.3_FG009","M3",1.45624,1.33566,3.06225,1.07913,0,0.783399,3.00749,0.655735,3.27744,6.03497,3.16766,0,0,0,0,0,1.49726,0,0,0,0,5.85935
"AC194349.3_FG004","M6",0,0,0,0,0,0,0,0,0,0,0,0,29.4212,0,11.1105,73.0874,0,0,0,0,86.6379,0
"AC194391.3_FG003","M6",6.75804,0,4.48223,0.460816,3.20798,0.957501,0.555926,0.897003,5.50916,0,1.06361,4.07025,2.17847,1.07072,0,1.93754,1.73524,20.7742,15.5905,0,40.021,1.35457
"AC194402.2_FG004","M4",1.89463,0,0.826933,0,0,0,0,1.59746,0,0,0,0,2.27458,3.85576,0,3.62521,2.05944,5.03008,5.86091,0,0,0
"AC194425.3_FG005","M3",0,0.728498,0.817604,1.533,0,2.97368,0,0.960019,6.69891,0,0,0,0,0,0,0,0,0,0,6.57072,10.3735,25.4242
"AC194461.3_FG005","M11",0,0,3.64316,5.43153,0,0,0,0,0,0,4.7796,0,0,4.50331,6.45874,0,0,0,22.4202,46.8346,15.9038,0
"AC194650.1_FG011","M18",0,0,0,0,0,0,0,74.6966,0,0,248.864,96.2809,0,0,118.888,0,0,0,0,0,0,0
"AC194710.3_FG003","M17",0,0,0,17.8926,0,0,10.5285,0,0,0,2.98937,0,0,0,0,0,0,0,0,0,0,0
"AC194898.3_FG003","M4",0.350195,0.425461,0.129899,2.30888,1.0642,2.33304,2.76817,2.42142,1.26045,1.7236,1.86546,0.894231,2.57367,0.794421,2.23194,4.65363,0.291523,1.6855,8.1681,0.40588,5.76122,0.694905
"AC194937.3_FG004","M3",0,0,0,0,0,0,0.467632,1.10863,1.04e-05,1.17191,1.3707,0.384148,0,0,0,0,0,0,0,0,5.39013,20.3014
"AC194965.4_FG001","M6",0.274146,0.187575,0.737509,0.445362,0.785529,0.279613,0.388522,1.0551,0.261578,1.74933,0.931997,1.76903,2.47674,0.735049,0.43295,3.96283,3.06543,2.09254,2.14715,0,9.80526,3.46191
"AC194980.3_FG002","M17",17.3762,38.6074,39.6986,53.4002,59.765,47.7424,5.61295,1.77595,21.8486,16.7296,8.34372,2.13207,0,2.3585,0,0,0,0,0,0,0,0
"AC195058.3_FG003","M18",9.30171,0,12.6287,0,0,0,1.21586,0,0,8.76214,2.16233,6.61286,0,0,0,0,0,0,0,0,0,0
"AC195059.3_FG003","M5",0,0,0.201058,0.188991,0,0.962669,0.191891,0.491389,0.906496,0,0.32998,0.896289,0.573367,0.25567,0.369449,12.8304,2.02567,8.67075,5.4883,1.48783,3.84238,7.16478
"AC195331.3_FG008","M11",0,24.0697,20.4275,33.1671,35.7327,0,21.7062,39.7688,0,0,0,0,0,49.9967,34.8172,210.011,335.413,224.194,192.564,310.625,95.0618,0
"AC195340.3_FG004","M3",3.36615,0.867589,0.999753,3.54806,2.08167,3.02997,0.172036,0.171865,0.0876313,0.138085,1.17292,0,0,0.0973145,0,0.158105,0.182475,0,0.175136,4.39974,0.413531,20.9128
"AC195347.4_FG004","M11",2.59e-44,2.45166,0.505316,3.31438,8.28961,9.62902,6.26792,6.10723,12.098,2.841,2.63337,7.50053,1.80669,3.4e-34,1.05607,7.54655,10.6758,1.25e-06,16.876,53.2485,1e-17,9.32459
"AC195351.3_FG003","M16",0,0,0,0,0,0,0,4.47057,0,4.14223,4.37103,8.68876,0,0,0,0,0,0,0,6.81848,0,4.72129
"AC195582.3_FG005","M4",0,0,0,0,0,0,0,10.5853,0,0,0,2.65399,0,0,0,0,0,0,22.8851,0,0,0
"AC195785.3_FG004","M8",0,0.292547,0.570626,0.256696,0.935681,0.358993,2.06676,2.33042,0.565279,0.718011,0.297455,2.25526,1.55231,0.31948,0.466192,7.37849,1.94228,2.30505,0,0.869276,1.31694,0.767179
"AC195807.3_FG004","M15",0,3.84176,0,0,2.95688,4.36437,12.3799,3.17878,13.1639,10.5072,3.39133,7.08126,11.7271,8.30478,5.81321,7.22938,8.6262,10.0849,0,0,0,0
"AC195819.3_FG002","M18",0,0,0,0,0.270485,0,0,0,0,15.316,14.5625,17.3221,3.4313,0,0,0,0.000661997,3.07945,0,0,0,0
"AC195860.3_FG005","M2",4.49055,0,0,1.53483,2.39651,3.21075,0,5.66466,2.77282,3.20488,0,0,17.9887,19.2116,11.6809,17.7638,16.3134,14.8444,0,0,0,0
"AC195900.2_FG010","M18",7.97239,2.85123,0,5.63518,2.21917,0,4.67752,0,2.64811,5.74103,12.4582,0,9.38425,8.95834,0,0,0,0,0,4.11875,0,0
"AC196126.3_FG002","M18",0,0,0,0,0,0,0,0,0,10.567,32.6476,11.2865,0,0,0,0,0,0,0,0,0,0
"AC196278.2_FG003","M2",5.23412,8.07099,7.54759,6.91279,3.28714,2.10098,6.39023,2.41959,2.76798,7.95335,0.621266,5.34506,31.5136,14.3195,14.0352,13.7418,24.454,25.8186,0.978887,0.691674,5.01358,2.43761
"AC196278.2_FG004","M1",5.23321,6.55014,7.80429,5.11291,4.13136,1.83613,3.25332,1.69407,3.44192,3.3395,1.69884,1.05008,20.9083,11.1991,5.86928,11.9074,13.9461,18.0729,0.292988,0.739349,0,4.64055
"AC196400.3_FG004","M15",0,0,0,0,5.58016,2.65191,4.9127,4.3008,2.14159,4.07756,0,0,0,0,0,4.88162,0,7.01536,0,0,0,0
"AC196417.3_FG008","M18",0,5.50132,4.81382,143.275,260.683,889.992,62.0744,139.529,341.84,14387.9,11696.7,11844.7,0,0,12.532,0,25.7006,0,0,144.525,16.0679,0
"AC196419.3_FG006","M6",0,0,0,6.34975,0,2.2602,0,0,0,0,0,0,0,0,0,3.89317,0,5.65584,0,0,6.15017,0
"AC196465.3_FG002","M8",4.43e-05,2.94e-05,5.7e-05,0.436862,5.12e-05,0.000255203,1.80242,1.50292,0.000217798,0.00065773,0.172052,0.681742,7.15112,0.00394974,4.38153,20.1082,6.27094,5.12e-05,0.00689274,0.834695,1.63779,0.257806
"AC196465.3_FG007","M4",0,0,0,0,0,3.83473,3.288,0,0,0,0,0,0,0,0,23.1098,0,10.735,27.631,0,12.927,0
"AC196475.3_FG004","M3",0.155898,3.60144,4.58778,0.225747,4.16e-07,4.72e-06,2.75e-05,1.77e-05,1.14963,2.24e-05,2.53e-06,1.03e-06,0.0019016,0.00019995,5.92417,4.70716,5.39195,5.78e-06,3.18755,0.0024293,12.9146,26.1781
"AC196488.3_FG005","M5",0,0,0,1.98136,0,0,0,1.93278,0,1.93298,0,0,3.00724,0,0,0,2.40564,0,0,0,5.8588,8.67261
"AC196779.3_FG003","M18",1.99035,0,3.50357,5.8829,8.21733,5.43755,0,0.824366,5.14392,28.1252,43.1373,61.4888,2.57098,2.04719,0,1.74542,2.05268,9.65834,22.3461,1.45864,4.45368,7.35884
"AC196956.3_FG003","M11",0,0.417457,0.246145,0.129823,0.590851,0.850419,0.832723,0.444318,0.135841,1.74484,0.593488,0.176564,0.365201,0.627813,0,1.34816,1.37271,2.8759,0,4.12524,1.68514,0.623261
"AC196961.2_FG003","M2",103.204,93.8372,109.507,31.8878,40.5162,29.7845,34.4062,44.1526,51.7625,25.052,23.8811,36.6911,206.981,227.383,313.047,211.303,227.982,155.677,14.1609,27.8856,8.8267,28.5999
"AC196979.3_FG005","M3",0,0,2.06997,1.00686,0,0,0.717196,0,0,0,0,0,0,0,3.60171,0,0,0,0,0,0,8.89708
"AC197003.3_FG006","M6",0,0.829891,0,7.87087,4.73162,1.93113,3.30895,1.58502,3.98188,1.37451,0.988541,5.89392,0,2.72419,0,4.95241,3.80863,4.664,0,2.66137,15.7047,4.78628
"AC197013.3_FG003","M11",0,11.0944,9.65441,5.32528,8.40152,18.3068,0,4.2303,0,7.64408,4.51136,9.74372,0,5.9239,0,11.5488,13.7361,16.216,0,39.7186,0,15.4382
"AC197023.2_FG001","M4",0,0,0,0,2.52473,0,0,5.86896,0,0,0,0,0,0,0,2.40446,0,0,2.95129,0,0,3.48657
"AC197028.3_FG004","M18",3.45394,1.36118,7.13096,2.39405,3.17138,4.31365,2.01837,5.20401,1.26084,9.14705,18.1017,12.0572,10.8887,8.65459,10.5749,0,0,0,0,0,0,0
"AC197028.3_FG005","M18",12.9103,1.30391,1.1794,4.70547,1.03514,0,0,3.52778,0,0,8.76977,7.33159,0,0,0,0,0,0,0,0,0,0
