"Gene","Module","CSE.1","CSE.2","CSE.3","CZ.1","CZ.2","CZ.3","ESR.1","ESR.2","ESR.3","BETL.1","BETL.2","BETL.3","AL.1","AL.2","AL.3","EMB.1","EMB.2","EMB.3","NU","PC","PE","PED"
"GRMZM2G501652","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36566,1.60556,0,0,112.613,21.5524,1.93721
"GRMZM2G501798","M16",0,0,0.430311,0.519385,1.62231,0.977356,2.07827,1.03877,0,0,1.42826,1.33074,1.50394,0.539833,0.773174,0,1.16038,1.37442,0,5.31434,2.9445,6.28481
"GRMZM2G501825","M15",0,0,0,3.78811,3.17376,2.12731,13.2415,0,7.41785,0,0,2.45847,5.61455,2.07482,3.0866,0,0,0,0,0,5.76597,0
"GRMZM2G502035","M18",0,1.42825,0.634792,27.5358,67.8998,76.4707,13.3826,29.8605,45.25,282.385,489.674,533.64,0,0,0,0,2.81283,1.6107,1.29788,8.1945,0,1.50876
"GRMZM2G502191","M5",2.34e-22,2.1e-10,1.00861,0.262434,0.225876,0.919293,4.9e-23,0.759271,1.30285,7.66e-21,0.384176,1.37006,0.00812712,7.55e-05,2.62146,4.2751,6.65836,0.000884585,3.70891,3.07e-05,2.84953,4.3595
"GRMZM2G502376","M4",1.07056,3.67352,2.73444,0.000230167,4.42263,5.29779,5.54e-06,0.00322434,0.510166,0.602683,0.133963,0.139286,0.000740692,1.74197,4.31571,0.000119505,2.87868,10.1687,10.8417,1.28e-112,0.409459,3.60979
"GRMZM2G502467","M7",2.12322,4.77397,3.19467,0.7826,0,0,0.568487,1.24671,0.418579,1.39725,1.55969,3.61603,1.1541,3.78562,8.82778,20.9907,4.58414,9.77555,0.855908,7.65083,14.3675,0
"GRMZM2G502560","M9",10.692,20.3033,21.8373,0.455202,0,0,0.138093,0,0,0,0,0,5.77079,5.29187,5.84083,30.4275,21.9946,20.3801,0,0,0.697578,2.51426
"GRMZM2G502606","M8",0,0,0,0,0,0,7.56384,4.70381,15.2203,0,0,0,0.000628654,2.62994,1.75727,36.2999,13.5501,20.2098,0,0,0.00439148,0
"GRMZM2G502644","M16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9152,0,6.82315
"GRMZM2G503488","M18",0,0,0,0,0,0,0,0,0,32.0053,17.2491,8.0997,0,0,0,0,0,0,0,0,0,0
"GRMZM2G503589","M4",0,29.708,8.61938,0,15.3357,0,13.1072,28.4652,0,33.929,25.263,13.3382,41.1853,10.0339,14.6056,19.0577,23.3831,0,163.243,11.0071,42.7052,0
"GRMZM2G503782","M6",0,104.802,0,0,0,83.1098,39.0979,26.0449,0,0,0,0,0,0,0,0,0,0,0,0,126.48,0
"GRMZM2G504104","M15",0,0,0,0.000165407,5.58e-05,0,49.4391,19.9352,48.2669,0,0.925382,0,6.89055,8.00253,6.41704,0,0,0,0,14.7569,32.2698,16.8177
"GRMZM2G504652","M17",2.19398,6.12718,14.148,13.6615,16.4837,26.6686,1.0472,2.6413,7.7769,1.37e-66,1.17433,7.47079,1.05984,4.96431,2.27058,2.85016,0.908342,1.26394,5.84e-23,5.62e-12,0.000495881,4.77909
"GRMZM2G505232","M8",0,0,1.61178,0,0,0,0,0,0,0,0,0,0,3.81649,2.83153,38.1773,40.7,19.186,0,0,0,0
"GRMZM2G505380","M4",0.870585,1.65872,1.79605,1.19941,2.14271,1.05706,3.7413,2.54213,2.50135,5.67267,6.90291,5.09304,2.58237,0.353558,0.512672,6.86588,2.07998,1.64396,21.6521,5.58657,3.23968,17.0365
"GRMZM2G505651","M7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.5,0,411.155,0,0,620.08,132.774
"GRMZM2G505882","M16",0,0,0,0.208602,0.327595,0.183386,0,0,0,0,0,0,0.569829,0,0,2.71824,2.17349,0.40646,0,4.47613,1.79827,5.7469
"GRMZM2G506403","M7",10.1759,2.7341,3.52759,0.857893,0.785222,0,1.46736,0.930214,4e-05,0,2.40076,0,4.91781,2.85959,5.16356,12.9744,9.45138,19.2177,0,0,10.0945,0
"GRMZM2G506447","M15",0,0,0,0,2.06488,3.34228,11.6218,13.1511,1.88434,0,0,3.09277,0,0.930497,4.53743,0,0.80977,0.971371,1.62798,0,0.975103,1.80781
"GRMZM2G507431","M11",10.0144,37.2256,47.0533,37.4817,71.7414,97.0215,27.7251,11.2066,32.7974,35.0335,58.707,43.491,26.0206,1.24148,57.4984,1.82e-161,12.1823,4.1977,62.6004,664.072,20.2062,33.2669
"GRMZM2G507466","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.675,33.0486,20.484,0,0,0,0
"GRMZM2G507492","M17",1.87485,2.25158,3.57174,2.63932,8.5232,3.99518,0.44117,1.67e-06,0.0080741,3.85e-05,1.95e-06,5.35343,2.49029,0.010043,0.30695,3.38954,0.403936,3.0485,2.37e-06,1.05e-06,3.2685,5e-06
"GRMZM2G508255","M3",0,0,1.50484,0,0,0,0,0,0,0,0,0,0,0,0,1.50639,0,0,0,0,0,32.5754
"GRMZM2G508434","M6",0.781604,1.05334,0,0.76589,0.207331,1.22542,0.831243,1.19104,1.06659,4.19878,3.53265,1.45687,1.45726,5.19153,3.11792,0,4.01911,4.12842,0,0,6.64963,2.2202
"GRMZM2G508773","M11",0.990962,0.571715,0.479009,0.546606,2.49102,0.252022,1.08301,0.283178,0.241554,0.643177,0.380466,0.656124,0.795841,0.310768,1.2829,0,0,1.35769,0,5.00744,1.43974,1.75077
"GRMZM2G509478","M4",0,0,0,1.25312,0,1.25599,0,1.16271,1.13837,0,1.482,0,0,3.93127,0,25.2994,14.5076,17.8672,78.2833,52.6496,18.3777,18.7861
"GRMZM2G509537","M4",0,0,0,0,1.18558,1.58695,1.14774,2.84355,0,0,1.79566,1.75263,0,1.5789,0,0,0,3.73107,8.84157,4.09605,3.94045,3.582
"GRMZM2G509876","M6",0,0,0,0,0,0,0.58318,0,0,0,0,0,0,1.2123,5.22417,3.9249,0,2.69329,2.0693,1.7007,4.84967,0
"GRMZM2G509994","M17",3057.29,1968.82,0,1448.04,3764.66,0,513.164,2468.22,2006.6,0,0,1258.34,0,1444.82,2258.21,548.15,0,0,323.105,0,0,0
"GRMZM2G510387","M3",1.44663,5.29466,6.71967,5.27058,4.12505,16.7895,8.88091,16.1021,11.0371,1.02063,1.24153,0.536673,2.74469,7.71614,11.8381,6.24342,14.6354,10.3891,6.98589,5.01578,24.5235,68.2241
"GRMZM2G510885","M4",0,0,0,0,1.65564,0,0,2.0365,1.95364,16.6585,2.987,11.3374,0,0,0,2.96424,8.4218,0,43.0095,4.8821,5.74972,0
"GRMZM2G511109","M4",0,0,0,0,0,0,0,0,0,1.65178,1.23028,4.98429,0,0,0,0,0,0,9.08158,0,2.2996,0
"GRMZM2G511376","M4",0,0,0,0,0,0,0,0,0,3.32076,1.78628,0,0,0,0,0,0,0,10.5898,1.16166,0,0
"GRMZM2G511759","M6",0,0,0,0,0,108.353,0,0,0,0,0,28.6548,0,0,0,0,0,70.792,0,0,117.37,0
"GRMZM2G512386","M3",4.34261,7.44409,8.1408,6.41692,9.4269,9.55045,5.88917,9.55996,11.8634,3.67242,4.07642,8.52234,8.27092,5.77136,11.6014,9.37523,5.74166,7.57651,7.53375,9.17908,14.2114,48.4174
"GRMZM2G512979","M6",0,0,0,0,0,0,0,0,0,0,0.908995,0,0,0,0,2.05734,0.0981953,0,0,1.1919,1.67066,7.26972
"GRMZM2G513753","M5",0,0,1.41646,0,1.25143,1.67029,0,1.52931,0,0,2.02866,2.00136,0,0,0,8.39655,10.4733,12.5266,9.60607,2.0693,13.0273,11.4788
"GRMZM2G514185","M4",0,0,1.28568,0,0,0,2.49062,0,1.35663,0,0,1.81321,0,1.45367,6.76435,9.12e-06,11.5127,0,25.1274,1.79483,0,3.68117
"GRMZM2G514209","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.197,577.629,0,0,0,131.694
"GRMZM2G514787","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,9.22583,4.50213,0,0,0,0,0,33.0274,0
"GRMZM2G515808","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78287,4.02418,6.60259,0,0,1.95218
"GRMZM2G515985","M8",1.07e-05,2.01e-06,4.21e-08,1.36e-05,1.11e-05,0.0211994,9.63e-07,0,0.00675559,0,0,1.26e-06,0.000122789,0.918097,2.28e-05,8.82879,1.29109,6.07438,1.63082,0,1.22652,2.14325
"GRMZM2G516137","M3",3.35281,0,0,0,0.954603,1.19358,0.972938,0.61075,2.30686,0,2.48508,0,0,0.661616,0,7.35467,3.31896,18.4303,3.19278,15.7666,13.9414,42.8368
"GRMZM2G516153","M4",0,0,1.32751,4.69801,4.18e-74,1.30421000105766e-315,8.26e-70,1.91326,8.79e-146,3.40018,3.79e-115,3.87e-277,2.69002,0.936754,7.50948,2.59914,3.03131,4.27947,32.9924,5.89e-97,5.49e-138,6.28e-83
"GRMZM2G516291","M4",0.000769962,4.17001,9.34972,14.5368,5.98568,3.24726,1.97431,12.2514,6.59872,6.74149,1.5731,8.00655,3.23e-05,5.46889,8.88848,0.859371,16.774,3.55479,29.8115,2.89203,0.000302041,5.45e-05
"GRMZM2G516344","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.63,0,0,0,0,0,0
"GRMZM2G516421","M14",0,11.4791,9.91225,13.0099,16.0956,19.7742,2.65382,4.52999,7.21834,6.31418,6.2808,2.66289,3.51001,6.98068,4.05201,0,5.39636,6.44242,305.32,395.46,74.0678,133.461
"GRMZM2G516965","M4",0,0.797435,0,0,0.59822,0,2.80634,0,2.297,2.55655,1.21e-255,0.859936,0,5.98e-270,0,0,0.580685,0,9.04554,1.97e-150,0,0
"GRMZM2G517228","M6",3.25e-18,3.10802,2.16323,2.26e-07,7.81e-31,5.38227,1.34e-09,1.58e-24,2.61e-32,3.48965,3.47e-13,0.0855237,8.65e-41,5.81e-10,2.34e-18,2.43e-41,1.49145,0.00143116,9.25e-27,4.29688,7.85461,1.42e-14
"GRMZM2G517232","M9",0,48.3658,20.1235,0,0,0,0,0,0,0,0,0,138.507,55.5197,11.54,15.2693,76.5286,23.052,0,0,0,0
"GRMZM2G518002","M6",0,0,0,3.60964,0,9.7999,5.90227,0,23.1671,7.51635,0,0,32.6804,16.6288,0,12.3998,15.5211,9.29601,0,0,10.4195,0
"GRMZM2G518271","M4",3.13479,2.5097,5.71571,2.38188,4.01792,2.78286,0,1.15955,3.50327,0,0,0,0,0,1.97256,6.53932,21.5475,3.14607,35.6378,13.7021,16.2013,18.9869
"GRMZM2G518634","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576.21,0,0
"GRMZM2G518638","M10",42.9243,45.5693,57.9576,5.76758,2.09211,3.08831,0.480042,0,0,0,0,0.870458,0,0.903239,0.0013141,0,0,0,0,1.56007,0,0
"GRMZM2G518692","M3",0,5.44473,6.30601,9.59899,1.37535,1.72306,0,6.8038,11.4093,4.20674,2.3118,4.43502,5.27486,7.33837,7.9309,0,0,0,0,6.29526,0,19.3646
"GRMZM2G518714","M3",6.10738,6.53658,9.43758,5.85351,14.5804,17.2453,10.6575,4.33397,3.02713,3.36e-05,7.34e-06,20.7579,13.5186,11.7081,19.9821,12.1355,0.000154619,7.29728,7.96e-05,6.66e-05,1.28183,30.3288
"GRMZM2G518921","M7",0,0,0,0,6.9e-05,0,0,0,0,0,0,0,0,1.45e-07,0.677268,8.24697,3.24875,0.614877,0,0,6.25258,0
"GRMZM2G519514","M1",2.90266,0.940926,0,0,0,0.939772,0,0,0.862544,1.94717,0,1.14815,2.6056,3.97948,0,7.34941,3.82128,0,0,0,0,4.06634
"GRMZM2G519600","M18",0,1.09356,0.701423,3.87004,3.25438,0.781685,0.946016,0.273209,0,5.53725,11.4948,5.43634,2.11147,1.47906,0.826297,0,0,0.581153,0.976082,0,0,0
"GRMZM2G520154","M6",0,0,6.61448,0,1.1446,0,7.87963,15.115,3.93309,0,0,0,0,1.5402,8.87195,12.0929,10.8776,0,12.652,11.8106,31.1897,0
"GRMZM2G520211","M18",0,0,0,1.09414,0,1.31026,0,0.729646,0.365952,18.4739,17.5437,19.0429,0,0,0,10.1883,1.65065,0.965778,0.768596,0,9.53218,1.8793
"GRMZM2G520246","M6",2.64762,1.80209,1.49139,3.76412,0.399176,0.908924,4.31218,1.69472,0,1.72758,1.02719,0,1.33253,2.71311,2.22806,5.0958,2.68803,4.12823,1.73099,0,16.733,8.81287
"GRMZM2G520903","M13",5.91183,1.20717,1.11579,3.27154,0.970135,9.4134,10.687,0,5.64811,7.75425,4.05507,5.48668,0,0,0,2.04743,0,5.7842,2.28209,27.0366,23.1458,2.86278
"GRMZM2G522194","M15",0,0,0,3.628,6.78199,5.664,7.38991,8.71257,27.4159,9.51816,4.23285,4.11046,10.0183,2.86386,4.25624,0,0,0,0,0,9.93259,0
"GRMZM2G522206","M5",0,0,0,0.650358,0,1.52476,1.79916,1.95119,0.631667,2.15702,0,0.741041,0,0,0,0,0,0,0,0.917881,3.09415,3.13156
"GRMZM2G522895","M10",0,3.58202,19.745,0,0,1.92702,0,0,5.04612,0,0,0,5.64611,7.66028,13.5442,6.29175,0,4.3374,0,0,0,4.3461
"GRMZM2G523275","M4",0,2.36382,0.509893,0.519705,0,0,0,0,0.533939,1.25044,0,0.741548,0,0,0,0,0,0,9.784,2.93194,0,5.88192
"GRMZM2G523371","M15",0,1.28439,4.67434,0,8.21781,0,9.93392,1.20285,6.07047,0,0,1.43069,0,0,0,0,0,0,0,0,0,0
"GRMZM2G523548","M8",0,0,0,0,0,61.5345,277.188,0,0,209.234,0,0,0,60.7566,257.858,316.452,180.94,83.7824,0,161.342,0,63.3562
"GRMZM2G523621","M6",3.84988,2.5e-07,0.588646,0.811206,2.10921,0.415186,1.33305,0.639135,0.622193,1.89549,0,0.000216742,1.87868,1.72438,0.654447,1.19194,3.22322,6.15891,1.76376,1.23397,10.6711,5.21354
"GRMZM2G523818","M12",6.36584,2.64375,2.82439,4.65e-05,0.537423,0.487319,3.19305,5.5266,1.29632,0.000264919,5.72e-05,0,6.58214,2.68459,11.1422,0,0.975384,0,0,0,0,1.41304
"GRMZM2G524840","M5",0,0,0.942854,2.19027,0,1.02992,1.04342,0,0,0,0,0,0,2.15502,1.5703,4.10325,0,4.3158,0,0,5.10307,4.0614
"GRMZM2G524912","M8",0,0,0,0,0,0,0,0,1.87532,0,0,0,0,7.60502,2.81807,18.6897,14.9771,23.3353,0,0,2.35272,0
"GRMZM2G525254","M15",0,0,0,7.05162,1.59208,0,0,15.6768,0,0,0,2.58542,0,4.18351,0,2.73894,0,0,3.70224,0,0,0
"GRMZM2G525269","M6",0,3.01602,0,14.7413,2.32613,5.99388,5.37803,0,8.09991,0,0,0,9.43673,0,0,0,0,0,0,0,10.8728,0
"GRMZM2G525632","M12",1.56098,0.790228,1.85712,0,0,0,0,0.659816,0.654461,0,0,0,3.96557,7.99877,11.886,8.8e-38,6.67882,6.79345,0,0,0,5.15206
"GRMZM2G525967","M8",0,0,0.44742,3.0222,0.415377,1.03474,2.72904,4.71005,0,2.26067,0.697107,0,3.06099,0,0.798636,12.862,12.0258,20.6016,0,0,2.75421,3.63415
"GRMZM2G526013","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.595,0,0,0
"GRMZM2G526668","M10",0,8.26053,4.6519,0.581476,7.02384,2.10262,2.27612,2.30932,3.54294,0,0,0.701131,1.77297,2.05055,3.95017,0,4.227,3.39873,0,0,0,0
"GRMZM2G526669","M6",1.46755,0,0.188648,0.227622,0.181583,0,0,0.726676,0,0,0,0,1.25193,0,0.660658,5.98199,1.18334,0.438725,0,0,11.1857,0.86182
"GRMZM2G526699","M11",0,1.28e-05,2.19664,0,0.206341,0.000549334,0,0,2.17e-14,0,0,0.446753,0,0,0,6.18028,2.37724,1.16751,2.54e-09,4.56288,3.10846,0.00131557
"GRMZM2G527028","M10",98.3434,107.934,106.85,14.3023,16.9453,19.7225,0,0,1.14125,0,2.19644,0,7.35034,12.1922,9.98031,24.7992,27.7574,3.82951,5.64e-06,0,0,0
"GRMZM2G527250","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3347,0,0,0
"GRMZM2G528319","M4",14.2996,0,9.52019,15.5282,10.6833,8.9234,0,0,2.446,0,0,11.4754,0,0,4.19353,0,0,0,18.5054,3.94874,0,0
"GRMZM2G528872","M12",0,0,0,0,6.44581,0,9.02312,7.50963,0,0,0,0,0,0,37.0876,0,0,0,0,0,0,0
"GRMZM2G529300","M6",0,13.1132,0,5.5345,3.37364,0,13.4676,0,3.79445,0,0,0,0,0,0,0,0,0,9.84014,0,14.913,0
"GRMZM2G529674","M3",0,0.0023793,1.3e-05,1.06e-06,0.000116978,2.11179,0.000969452,6.42e-06,1.51459,0,0.0140403,2.67158,0.000435945,3.47532,0.0018986,0.000305546,3.27286,3.75789,0.0773662,3.04e-06,0.000326097,13.3404
"GRMZM2G529808","M15",0,7.98956,0.8206,0.762568,0.719458,0.96276,6.23621,5.69397,2.37318,2.80654,3.18166,1.01758,0,0,0,1.40179,0,0,0,0,0,0
"GRMZM2G529859","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4198,36.5824,71.4804,0,0,0,0
"GRMZM2G530112","M6",0.000205898,2.76e-05,0.000227385,1.13147,3.04266,4.5e-05,1.98272,0.519991,2.95e-05,0.000224985,6.41993,0.000138958,0.000161899,1.78e-05,0.000400682,3.02e-05,1.37e-05,0.197793,1.5e-06,3e-05,5.41485,3.23695
"GRMZM2G531230","M5",0,3.94601,1.88514,0,0,0,1.00586,0,3.70165,0,0,0,5.15094,2.25962,3.25552,18.4232,0,0,0,0,26.0473,26.2967
"GRMZM2G531339","M4",0,2.3126,4.05112,1.21521,5.37932,0,7.56061,0,0,0,3.05788,0,0,1.20256,0,14.476,4.06483,2.12203,13.6239,0,2.61896,10.5902
"GRMZM2G531359","M5",0,0,0,0,0,0,0.670534,0,0,0,0,0,2.29794,1.0112,1.50018,3.40389,0,4.86553,3.86571,0,4.75653,9.68804
"GRMZM2G531363","M7",0,0.423688,0,0,0,0,14.6824,1.67372,3.04892,0,0,0,8.09985,2.31223,3.1265,19.1996,0,8.08306,3.49713,0,15.2326,9.5244
"GRMZM2G531719","M2",0,0,0,0,0.603868,0,0,0,0,0,0,0,10.526,2.52925,16.1727,10.5033,13.728,23.9914,1.44902,0,0,0
"GRMZM2G532078","M8",0,0,5.04992,3.03398,2.20219,0,0,0,10.4866,0,3.79651,0,0,0,0,16.1563,0,0,0,0,0,0
"GRMZM2G532120","M4",0,1.05877,0.930843,0,0,0,0,0,1.00919,0,0,0,2.91187,3.30288,4.91817,5.64991,0,0,4.42806,0,0,0
"GRMZM2G532340","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7883,0,0,0,0,0,0
"GRMZM2G532890","M18",4.6394,0,0,1.93534,0,4.01941,2.46029,0,3.34693,6.21481,1.9839,17.779,0,2.0339,0,0,7.82744,0,0,0,0,4.46523
"GRMZM2G533010","M4",3.28991,3.38667,1.25742,11.4597,9.91908,5.58494,13.7762,16.3497,12.7032,18.2329,10.1335,20.3151,2.34035,2.51445,3.16853,7.06348,4.67023,7.04201,50.6289,8.7e-11,7.11745,0.000354321
"GRMZM2G533620","M8",0,0,0,0,0,0,0,201.558,0,0,0,0,0,0,0,147.393,58.6886,80.1412,0,0,0,59.5795
"GRMZM2G534026","M10",4.61149,6.82718,6.0123,2.43896,8.53172,2.69833,1.06824,0.571242,0.482888,4.02551,3.20534,2.05647,3.10559,3.32896,0.405251,0,0,0,0.512716,0,0,0
"GRMZM2G534116","M2",3.43729,3.07641,1.0948,2.05797,1.64831,2.69869,3.54175,2.84511,1.61291,2.78331,1.16252,1.43809,7.35084,5.29895,3.95915,13.7941,11.0526,10.3106,1.64275,0.582656,1.69033,1.38823
"GRMZM2G534696","M7",0,0,4.32812,0,3.67836,0,0,0,0,0,0,6.38377,17.5537,4.94683,0,29.2957,60.7489,44.7666,0,0,45.7908,0
"GRMZM2G535148","M7",2.41908,5.57511,5.75063,2.90366,2.01281,4.83933,2.95666,3.15862,2.23583,3.1318,0.932045,1.68523,2.90195,2.73462,3.87344,43.5587,16.5147,12.7378,1.2634,0,14.2029,3.43509
"GRMZM2G535623","M3",0,0,0.311029,0.76545,3.22884,0,0,0,0,0.890726,4.93497,1.91556,2.02722,2.37199,1.06946,2.33077,0,0.688768,0,18.4696,0,53.9416
"GRMZM2G535811","M13",0,0.350535,0.40421,0.902335,0.135839,0.419931,0.635198,0.160807,0.782269,0,0,0.569474,0,0.575352,2.21847,1.719,1.50781,0.687968,0.588053,3.00201,5.13085,2.90926
"GRMZM2G535982","M18",4.79665,0.835755,2.28643,11.4594,5.83985,3.01565,4.79102,0.885105,3.8073,11.5446,9.98513,10.8648,4.21699,10.0604,14.3766,3.66944,2.31357,0.885935,0.754209,0,1.87068,0.873012
"GRMZM2G536188","M5",1.62578,1.71218,1.76347,1.87668,1.51528,0.818701,0.640584,1.48159,0.55822,0.425954,1.51527,0.424281,1.28215,0.68332,0.223611,0,0.556774,0.641986,7.52421,5.49342,9.68765,17.1718
"GRMZM2G536204","M3",2.81874,3.23629,3.25077,1.96604,0.680784,0.879063,1.37437,1.18861,1.15253,1.03004,0.639301,0.54162,3.09038,0.93332,0.617389,0,1.49528,0.869541,19.4363,12.2808,12.1488,18.2141
"GRMZM2G536430","M6",0.00010767,0.00190351,6.57368,0.353983,0.00104074,6.41872,11.2985,2.32558,13.1937,7.61492,2.25e-05,9.80326,0.00119643,0.000159811,31.2479,8.45e-05,0,0.00225739,0.000345703,3.89865,23.0788,0.00115931
"GRMZM2G536820","M14",4.53e-06,3.8643,0.000657539,1.27488,3.26991,2.87e-05,1.29e-05,2.08174,8.43833,0.000235388,0.000402454,2.17457,2.34876,0.00159868,8.89704,0.00217845,4.06994,7.07e-05,6.42065,7.60924,0.00108975,4.24512
"GRMZM2G536825","M6",0,0,0,0,0.655125,0,4.52631,4.71029,2.33929,0,0,0,0,0,0,1.41636,3.50869,0,0,0,6.01447,2.00456
"GRMZM2G536843","M4",0,0.583819,3.9768,0.5496,0,0,0,0,0,0,0,0,0,1.18408,0,0,0,0,17.9459,0,0,0
"GRMZM2G537154","M17",3.94613,0.981786,3.88377,1.03336,5.89696,2.1671,3.27e-07,1.01533,10.2939,0.0429816,7.23e-05,0.198018,2.43e-06,3.68e-06,3.11126,1.34099,0.000175099,1.7e-05,0,0,0.000134327,3.83976
"GRMZM2G537244","M7",1.83681,1.19857,1.55489,0.382193,2.63102,0.587459,5.46204,8.65151,4.46392,3.02562,0.846927,1.97515,18.3017,15.5559,5.83213,58.2349,57.4805,64.0566,26.1705,0.478351,34.5976,9.4149
"GRMZM2G537309","M15",0,0,4.08225,4.05398,2.38898,4.89619,11.4775,14.0203,11.0004,4.87803,1.70043,1.68933,0,9.80621,4.7499,0,0,0,0,0,3.51437,0
"GRMZM2G537383","M5",0,0,8.8574,0,0,0,0,10.393,0,0,0,0,0,0,14.3401,13.9136,0,0,46.6207,0,116.803,146.126
"GRMZM2G538039","M6",0,6.91923,7.99393,6.50344,3.13608,1.01252,6.32423,9.49446,6.52854,5.7999,2.50385,4.82297,8.03134,16.5712,9.04101,21.3633,30.2823,23.278,10.8136,9.63327,55.4622,20.9666
"GRMZM2G538224","M13",0,4.70288,8.03998,0,3.60733,0,0,27.1974,0,0,0,0,0,0,0,0,0,0,0,11.0352,16.4587,0
"GRMZM2G538535","M6",0,0,0,0,0,0,0,0,1.50283,0,0,0.447215,0,0,0,0,0,0,0,9.68,54.8354,29.1698
"GRMZM2G538922","M17",6.14439,1.01125,2.82072,6.69043,3.25302,9.25629,7.56326,8.17736,1.98725,0,0,0,0,2.16051,1.56724,2.71136,1.77827,2.09649,0,0,0,0
"GRMZM2G539054","M17",0,1.63073,8.2526,5.95686,12.3551,3.40773,0.569148,0.755534,1.48136,1.38545,0.995803,0.959064,2.06056,0,0,2.44319,3.05476,1.74683,2.80389,0,0,1.67541
"GRMZM2G539528","M4",1.25834,1.31888,0,0.835835,2.84242,0,2.83075,3.97607,0.420114,0,0.590199,0.558454,0,3.87041,0,1.35929,2.56306,0.983842,7.28501,0,3.00175,0
"GRMZM2G540377","M11",0,0.223715,0,0,0.180045,0,0.208597,0.702873,0.41083,0,0,0,0,0,0,0,0,0,1.75431,10.4451,0,0
"GRMZM2G542044","M15",0,0,0,2.0224,0,1.317,3.56112,6.23045,3.17283,1.72671,2.52402,0,3.01175,0,0,0,0,5.84304,0,0,2.81974,0
"GRMZM2G542205","M3",0,1.77814,1.27156,2.51633,2.58077,0.755614,0.965155,2.00928,0.327933,4.75519,1.76473,2.98371,2.73383,1.1432,1.09091,0,2.93327,0,2.11445,0.488863,0,7.73021
"GRMZM2G542272","M4",0,0,0.651612,0,0,0.753345,4.04058,2.1422,7.49952,0,0,0.877784,51.5367,41.1246,47.4279,43.7121,16.1922,6.4481,68.9367,38.9204,23.81,76.6119
"GRMZM2G543117","M18",0,0,0,0,0,7.45474,0,0,2.28563,5.6963,11.5357,5.80159,0,0,0,0,0,0,0,0,0,0
"GRMZM2G543252","M12",0.00132623,28.8918,32.5925,8.4839,15.4791,0.00042582,5.36589,7.62866,13.5726,0.589798,0.170976,10.334,53.6035,81.4062,99.5283,5.08226,54.3151,0.000232907,2.09e-05,1.73e-05,2.83667,0.000524963
"GRMZM2G543303","M3",3.81122,0,0,2.08065,0,0.801585,0.530241,0.715114,1.41679,0,0.909182,1.77139,1.93856,0,0,0,0,1.68278,0,0,1.65699,9.95797
"GRMZM2G543333","M8",0,3.76397,0,0,0,0,11.3598,7.21832,7.0031,0,4.44219,0,13.1938,0,0,35.492,0,31.2123,0,0,0,0
"GRMZM2G544059","M4",7.9999,8.40072,0,0,6.74e-287,1.18e-11,0,0,2.5778,0,5.81303,0,0,4.79e-50,0,12.401,0,0,6.20474,0,0,0
"GRMZM2G544140","M2",8.66343,4.47403,4.83767,4.2801,5.20316,5.1966,0.608423,9.06104,3.82164,3.11407,0,1.95391,23.2242,23.9444,38.2237,44.258,39.5806,54.554,27.5154,0.465598,12.5787,4.23992
"GRMZM2G544717","M15",0,0,0,0,0,2482.5,105327,337894,943622,0,5361.03,3560.59,0,0,0,274.457,0,0,0,0,1260.85,0
"GRMZM2G544753","M6",0,0.768491,1.84e-05,1.9e-07,1.55e-06,0.653793,0.227485,1.37331,5.84465,0,8.51e-06,0.496063,1.92873,3.78267,6.80456,3.38149,3.52328,2.43e-05,0,4.51339,8.62978,0
"GRMZM2G544916","M15",4.78918,2.69941,1.22977,5.2241,2.17367,1.49933,14.2707,5.69835,0,6.30323,1.54498,1.54947,7.01026,2.91677,1.05757,0,0,0,0,0,0,0
"GRMZM2G545607","M6",1.38918,6.52243,2.17984,1.7857,1.72638,0.56798,2.02406,9.23673,1.76164,2.74842,3.48201,3.50188,8.74e-37,5.68985,5.37242,6.17429,9.11177,8.32386,28.1013,4.51977,36.7999,13.7852
"GRMZM2G545615","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381701,3.31097,6.04643,8.88052,5.82653,0,2.39588,0
"GRMZM2G545874","M3",0,1.22708,3.20941,3.85573,1.90202,0,1.10937,0,0,8.00442,12.4751,7.48136,7.02379,3.74701,5.34493,0,0,0,0,3.4578,9.06559,16.0526
"GRMZM2G545905","M16",0.0225407,1.76419,2.82681,5.62853,2.55177,5.54632,5.28e-06,5.27e-06,4.10161,1.3878,2.06e-05,9.64e-05,2.78544,0.000605964,21.8257,20.8943,8.84876,7.40657,3.58e-05,15.8214,0.0322299,13.2593
