Cluster	AG	AP1	AP2	AP3	BLR	PI	SEP3	LFY	JAG	ETT	RGA
AG	0.740065	2.66825	0.911284	0.548285	1.86393	0.446141	3.44104	1.76599	3.29957	4.29346	1.06276
AG	0.812976	1.83301	0.735547	0.88377	0.972063	0.902692	0.999024	2.83	1.11899	0.646196	1.0147
AG	1.83149	0.76478	11.7085	1.6154	1.13568	1.5397	1.8466	1.14942	3.16311	2.21206	1.1357
AG	0.916344	0.767347	4.85769	0.600732	1.03854	0.750388	1.08276	1.12517	1.77521	1.75176	1.00565
AG	2.53345	3.83571	4.06516	2.67606	1.44409	3.09172	3.72132	0	1.11597	3.20136	2.04895
AG	1.03807	2.26096	1.53405	3.35646	3.85206	3.51803	1.4646	1.74997	2.33573	1.23259	6.76824
AG	5.26469	1.17799	5.40939	4.92854	0.998891	8.47215	2.36587	1.12517	3.14458	1.79117	1.86956
AG	5.16999	5.55207	2.37145	7.31577	1.04569	6.99956	8.81889	1.69282	1.21816	0.682553	1.80932
AG	2.20852	0.741269	1.34228	1.30503	1.27257	1.01685	1.99319	0	1.084	1.86681	2.40677
AG	0.85886	2.03345	2.08579	1.67388	0.672626	1.40861	1.24509	7.24303	1.44512	0.914731	0.972427
AG	3.52379	2.88402	2.04979	6.05986	9.66041	6.29645	2.06948	1.34526	3.32405	3.14708	2.4809
AG	2.74481	4.99686	1.80499	1.42763	3.71474	1.84551	7.58282	0	2.71862	2.09874	1.45143
AG	5.08641	2.75693	4.74374	2.28536	0.937984	1.77125	3.69733	1.60539	3.16311	9.60173	1.75284
AG	0.936305	1.21527	1.44202	1.72267	1.60242	1.69545	2.79773	1.15414	1.05251	2.92454	3.54484
AG	1.17028	1.58565	1.80499	2.71113	2.31723	2.44614	1.25452	0	2.05212	0.778118	1.98953
AG	1.36046	0.534495	0.518461	1.77301	0.772412	1.09889	0.710763	2.55296	0.537955	1.55177	1.1622
AG	3.82449	1.0132	1.27026	2.74829	0.884129	1.16094	1.38034	0	1.06671	0.619911	1.13805
AG	1.18839	1.66601	1.31782	2.33816	2.8793	1.61516	1.07238	1.09625	1.97868	1.0366	1.84549
AG	5.68574	0.612248	1.04099	5.01535	0.382132	4.00571	1.83684	1.21684	0.93409	0.816819	1.75548
AG	1.75023	0.794978	1.38814	1.20481	0.976	1.08519	1.11962	2.88589	3.20734	1.70878	3.36237
AG	2.25722	1.56574	1.16417	0.927972	1.43827	1.2721	2.40412	3.99506	1.18427	2.67564	2.11868
AG	0.778114	1.34507	1.06604	1.08519	1.66499	1.76769	0.775724	0.650673	0.634476	2.02847	1.8218
AG	2.85127	2.43725	0.777547	0.828086	7.66139	1.27694	2.12651	0	0.829641	2.24214	0.662804
AG	0.789891	1.09603	0.605273	2.88151	0.900917	2.88105	0.833964	11.3725	0.531174	1.16751	0.874346
AG	1.18946	1.45299	2.32741	1.0344	3.1307	1.40188	1.99319	1.15285	1.80327	2.66375	6.14237
AG	0.732047	2.55665	1.04099	1.66931	7.82657	2.35688	2.0515	1.12517	1.48301	1.29375	3.39875
AG	1.17028	2.20052	2.37145	2.74384	4.28201	2.54195	1.58778	0.834693	2.3287	0.913186	3.60544
AG	6.72575	5.59443	1.19444	2.68885	1.19097	3.18005	13.3971	1.83298	5.69397	2.42583	2.47059
AG	3.26814	0.937435	1.27026	4.60209	0.881456	2.79679	2.08253	0.706118	1.8077	0.848509	1.18958
AG	0.584398	1.99285	10.9052	1.24417	0.639819	0.912252	1.39047	1.32821	7.93103	1.06503	2.20924
AG	3.18833	1.54861	2.1105	1.26869	1.13219	2.19613	5.16652	2.23482	1.03451	2.26758	2.5454
AG	2.25552	7.7938	0.762202	0.680094	0.879313	0.82244	6.7008	0.848543	0.606607	0.775125	0.731798
AG	0.992029	0.639349	1.34228	3.01895	1.21762	3.3233	1.28027	1.69282	1.32586	1.49208	2.04814
AG	2.66652	1.28729	2.77812	0.88377	1.20789	0.917936	1.69727	4.68881	3.74053	2.2755	3.5458
AG	1.84823	1.53607	2.99904	1.5348	0.686541	1.3973	0.913901	0	1.05521	0.852243	0.475812
AG	2.59603	3.08004	1.80499	1.269	0.777782	1.23885	4.12308	0	4.23076	3.20616	11.6355
AG	0.607845	0.720614	4.91074	1.10776	2.60725	0.897121	0.586385	0.632991	3.13405	1.19196	1.75284
AG	0.867576	4.06726	1.80499	1.90999	2.97928	0.812964	1.40269	0.727148	1.2047	1.27192	1.486
AG	1.75023	1.58876	1.11748	2.09033	4.61598	1.51469	1.10467	1.12517	0.62985	0.759926	2.18909
AG	1.873	9.08462	2.43578	3.15933	1.89981	3.43614	5.89411	1.72491	0.696089	3.0138	2.16149
AG	2.25722	2.12794	1.27026	1.38993	1.79784	1.89508	4.7324	0	0.991879	4.17293	0.82872
AG	1.19036	0.84043	1.08477	1.44686	1.18486	0.952295	1.13228	0	1.11527	1.13808	0.909931
AG	0.884495	1.29539	4.3065	1.21445	1.93478	0.95999	1.39932	2.91485	0.776102	0.814214	1.01286
AG	0.72879	1.0554	2.71342	0.605924	1.18455	0.57036	0.782752	2.83	2.95114	0.833937	0.606916
AG	1.75546	1.25941	2.77812	1.38993	1.62772	1.31033	0.804136	2.77831	0.928616	1.03198	0.91294
AG	1.08783	3.08512	2.12005	0.866296	3.33138	0.807547	5.55332	0	1.24871	1.33549	0.748682
AG	1.03807	1.70182	1.16417	0.954308	2.48006	0.917373	1.99319	1.4473	1.40899	0.712132	0.681279
AG	1.7908	9.51811	10.4077	2.57312	6.55381	2.57403	6.65384	1.31788	7.57368	2.73328	3.14342
AG	3.43705	1.53539	1.38814	3.7191	1.97176	2.65817	1.89877	4.21127	1.32996	2.27051	1.69052
AG	2.54115	2.15918	0.932095	1.2484	1.6289	1.8353	1.40915	0	0.866184	1.65963	1.90567
AG	1.23404	1.98838	2.91447	1.52715	2.32403	1.86819	2.27552	1.85838	2.21129	2.52301	2.47706
AG	7.18106	1.31017	3.74448	7.07075	0.959119	5.78463	2.86517	0.874049	2.40021	7.56047	1.40094
AG	1.52068	2.87573	1.40469	2.19376	1.75487	1.76008	1.30313	1.34526	3.64426	2.16096	2.2124
AG	2.40517	2.48302	1.80499	0.60343	4.28613	1.00062	2.48713	0.780701	1.16004	6.07408	0.74799
AP1/AP3	0.735498	0.781061	1.58094	1.16654	1.23626	0.855809	0.93928	1.39601	1.62689	3.45776	1.84087
AP1/AP3	5.43565	2.00616	1.44202	3.96558	1.5027	4.70534	3.00775	0	1.32557	2.62883	3.48896
AP1/AP3	2.73699	2.43109	2.08579	4.68133	0.473158	3.68261	2.8912	1.4473	3.22251	3.02364	1.54292
AP1/AP3	2.34444	1.87805	2.24229	1.06417	0.910217	1.21625	2.47603	0.713787	2.30819	1.3259	1.59768
AP1/AP3	0.511657	1.46822	1.19444	1.43453	4.06567	1.2721	1.62275	0	0.91746	2.09874	2.61317
AP1/AP3	1.40925	4.46569	1.44202	3.06495	3.44742	2.38212	3.5258	1.83298	0.857226	3.9597	3.06128
AP1/AP3	2.08303	1.4181	3.83021	1.23467	1.27682	1.26893	1.60784	0	1.40284	3.10934	1.03533
AP1/AP3	1.27202	1.89316	1.34228	1.29353	2.53333	1.02261	1.43394	2.19797	1.05436	2.17196	1.64207
AP1/AP3	1.72025	1.09603	3.09841	0.902782	0.971573	1.42393	1.20885	3.01586	0.879883	0.876353	0.822037
AP1/AP3	1.86971	1.02502	0.791652	0.417022	3.99913	0.543581	1.38833	0.411904	0.692729	1.15053	0.61119
AP1/AP3	4.37129	3.19272	0.735547	4.0854	7.27531	5.67958	4.13638	2.2274	5.91728	1.90558	3.85799
AP1/AP3	2.26813	0.926467	2.24229	1.77041	1.89945	1.23494	0.874307	2.15365	2.66808	1.82899	1.98204
AP1/AP3	1.31142	0.843606	1.40469	2.84936	0.958292	2.64739	0.897842	5.02724	1.0839	0.48087	1.28529
AP1/AP3	1.50992	1.54861	0.777547	0.996538	1.26249	1.09708	2.5836	2.05639	2.41416	1.93407	0.929107
AP1/AP3	5.07903	2.20052	10.4077	1.86828	1.22297	2.25992	5.31332	0.848543	3.39189	0.566138	0.601643
AP1/AP3	2.19815	1.51195	1.31782	1.82956	0.264158	1.85841	1.45166	0.632991	0.612561	2.87768	1.53743
AP1/AP3	1.60936	2.65787	0.681031	1.13893	1.40904	1.19243	2.26108	2.39725	3.55181	2.0675	0.589594
AP1/AP3	3.03077	2.14914	5.07924	6.79918	2.81493	6.89875	2.3971	1.11048	7.58586	6.00957	10.06
AP1/AP3	6.52269	3.71201	4.57276	1.34796	2.40635	1.67497	4.36239	0	2.81461	2.81636	2.58971
AP1/AP3	3.30018	7.5918	1.80499	6.30105	2.37031	7.80789	4.10081	1.01573	10.3404	3.97538	1.38391
AP1/AP3	1.25368	1.17179	2.37145	1.38993	0.740938	1.48661	1.18305	3.40473	1.93529	1.04458	1.10982
AP1/AP3	12.3656	5.7148	2.14898	13.4661	1.66877	9.12178	3.50951	55.1628	2.22178	1.58234	3.01087
AP1/AP3	1.06335	2.6119	0.705296	0.936798	2.67831	0.88688	2.25064	2.48425	1.5657	2.24627	3.01829
AP1/AP3	3.48886	1.72865	1.11748	1.75868	1.40094	1.66444	2.06159	2.88589	1.44367	3.09987	1.64642
AP1/AP3	0.584057	2.1723	3.20288	0.494232	1.13568	0.677224	1.82616	1.4473	1.12026	4.70114	1.07875
AP1/AP3	2.07641	1.56738	5.9325	3.64257	0.767522	2.59746	1.2417	1.76599	1.488	1.23479	4.36185
AP1/AP3	6.67711	7.16094	4.23374	8.25852	4.85453	5.14809	4.75436	0	2.88881	1.23479	3.59606
AP1/AP3	2.67699	1.38747	1.16417	2.3912	1.07029	2.73488	3.40614	0.826494	0.434392	3.71521	2.37803
AP1/AP3	0.932018	1.45736	3.46564	1.43375	1.58679	1.30521	1.50467	0	2.47354	4.18716	4.575
AP1/AP3	1.93505	1.58876	0.777547	6.90253	1.13568	3.70683	1.57625	1.17574	2.9795	0.917269	0.875009
AP1/AP3	3.85651	1.63326	2.2998	2.10447	0.816763	1.93565	1.77108	0.343707	1.43367	1.28005	1.47898
AP1/AP3	4.94599	0.406484	1.13239	4.37592	1.70121	6.9204	2.16468	0.514995	1.32211	1.0231	2.53958
AP1/AP3	0.712261	1.00319	0.791652	0.778307	1.17675	0.753622	0.738297	1.49211	3.22251	1.12678	0.646229
AP1/AP3	0.585968	3.40344	0.777547	1.23467	1.80936	1.10688	1.48343	0	2.95317	1.85873	0.668266
AP1/AP3	1.06335	2.70091	1.48178	0.969615	1.80318	0.938133	2.04591	0	7.87229	5.15521	3.89314
AP1/AP3	9.23483	1.53799	3.05298	4.09985	1.75911	3.66285	3.02336	0	1.27993	4.9034	1.63498
AP1/AP3	22.1196	4.82464	2.74225	12.9284	1.29922	12.4068	3.43756	4.32809	2.29655	2.42178	3.64134
AP1/AP3	1.53621	0.979963	0.360593	1.09886	1.72886	1.0187	1.03922	4.09809	0.738141	1.53409	1.03923
AP1/AP3	2.69002	0.724988	1.19444	4.86137	0.977269	3.31296	1.49198	17.1406	4.03705	0.985921	1.6281
AP1/AP3	5.96004	2.794	2.92476	5.52381	2.32594	8.25029	3.99452	0.934369	12.9496	1.17525	5.41999
AP1/AP3	1.00321	1.95488	4.1575	1.65976	9.20358	1.52729	1.13228	1.5376	1.17764	1.27711	2.40712
AP1/AP3	2.51992	1.48662	10.4077	1.38993	1.63473	2.39184	2.47122	3.32548	1.68973	2.43743	1.32609
AP1/AP3	5.80322	4.3877	1.40469	6.76001	1.49227	6.31269	3.74725	2.48698	1.30155	1.46295	1.44459
AP1/AP3	2.04903	3.19272	1.63103	1.44136	5.01291	1.73354	2.91445	0.882901	3.32905	1.09579	2.3295
AP1/AP3	0.663418	0.828831	0	0.998401	1.41116	0.78184	0.927867	2.17318	1.07438	2.00366	0.718082
AP1/AP3	3.38375	1.58565	2.24229	2.13436	1.04457	1.61218	2.76567	0.972698	2.13022	1.25374	0.976745
AP1/AP3	0.91037	1.0554	1.48178	0.612303	2.68648	0.890785	1.4011	3.29326	1.3863	1.53409	3.71369
AP1/AP3	3.68943	1.89316	2.14898	8.16036	1.39348	6.79768	6.02481	1.02366	2.19178	2.04753	7.24875
AP1/AP3	1.07361	1.25478	0.911284	2.24904	4.12043	2.04629	0.866293	0.650673	0.807945	0.41107	0.883902
AP1/AP3	0.546955	1.28729	1.38814	0.875962	2.04582	0.839224	1.11549	1.06499	0.866184	1.05539	0.682156
AP1/AP3	1.61799	1.16489	1.22376	2.3912	1.27682	3.71404	0.866293	0.916841	0.925395	1.38415	3.48896
AP1/AP3	6.40059	1.60854	6.62229	7.13992	1.27676	12.2027	2.52233	1.76599	0.423065	1.39156	1.99219
AP1/AP3	1.74267	1.07551	1.04099	2.98928	1.20331	3.29441	1.14827	0	0.718725	0.606555	0.783931
AP1/AP3	0.911282	1.44514	1.58094	1.13273	0.505033	0.974629	1.09603	3.29326	1.44638	1.03432	1.58062
AP1/AP3	1.53621	4.37677	2.2998	1.03213	1.30433	1.08274	3.24501	0	5.22242	4.9547	3.42681
AP1/AP3	1.35046	1.27547	0.605273	0.822748	1.38769	0.974629	1.20885	3.68308	1.67926	6.91732	1.08569
AP1/AP3	2.87834	2.46901	1.16417	5.75359	3.0218	7.61075	3.74442	1.4473	0.843704	0.793398	2.13345
AP1/AP3	3.15464	1.69774	1.11748	1.15287	0.948854	1.74367	4.19285	1.27567	1.2931	5.3056	1.92263
AP1/AP3	0.594517	1.49211	1.27026	2.9388	1.95874	2.95323	1.53605	0.882901	1.25375	0.713538	1.47083
AP1/AP3	5.33727	2.13791	0.870886	0.791315	0.624225	0.820489	1.13228	0.905124	1.09913	1.76115	1.53435
AP1/AP3	1.01006	1.31017	0.992689	1.48842	1.10383	1.48661	0.516571	2.9478	0.471533	0.43676	1.05195
AP1/AP3	5.25156	2.20052	1.19444	3.46149	2.52165	5.38273	4.40345	0	2.40153	6.52856	2.55245
AP1/AP3	2.42186	3.30978	1.11748	5.35051	0.899644	4.82391	4.55029	2.19797	0.687565	1.36821	1.58125
AP1/AP3	2.20852	2.24198	1.16417	1.38993	0.605265	1.6576	1.98587	1.17574	1.04258	1.36605	1.23613
AP1/AP3	1.7372	2.04613	1.80499	1.81949	1.19091	2.0018	1.75845	3.17096	1.01694	1.01692	2.75641
AP1/AP3	5.05392	5.08872	1.19444	3.10796	1.72683	2.09181	3.76824	0	0.842523	1.82064	0.940691
AP1/AP3	1.17761	3.80253	1.44202	1.75756	0	1.08274	2.67821	0	0	0.0464474	0.252004
AP1/AP3	2.67051	1.63326	0.705296	3.80489	1.32517	2.54658	3.97365	1.03516	1.01332	0.684932	0.726599
AP1/AP3	4.80629	1.02357	1.27026	5.48063	1.06706	7.31357	2.61091	1.57788	1.95652	0.984631	1.81302
AP1/AP3	2.57539	1.57269	1.53405	2.61419	0.91419	2.90715	3.35394	0	2.09781	0.969746	1.16
AP1/AP3	0.897851	1.66412	0.754718	2.17397	0.500881	1.8232	1.55118	0.934369	1.01319	0.913186	2.37708
AP1/AP3	4.86747	3.96318	2.60626	6.54517	0.765479	4.96723	5.25162	9.61245	1.12986	0.973036	1.58666
AP1/AP3	0.688391	0.612248	0.834162	1.27407	2.11185	1.61429	0.566766	0.650673	3.1298	1.65513	1.33016
AP1/AP3	2.48137	0.859529	1.27026	1.91295	1.00591	3.02329	7.0472	1.09625	1.30474	1.66564	1.60079
AP1/AP3	2.3654	1.09603	2.27584	1.57002	1.17402	1.84072	1.03577	3.22043	1.75526	1.20833	2.53521
AP1/AP3	2.13959	1.24383	3.25854	1.79682	0.871936	1.88122	1.86818	2.61312	2.30819	1.34686	1.67048
AP1/AP3	1.53621	1.12685	1.58094	1.82956	0.884533	1.16314	1.17527	0	1.97868	1.89995	1.29374
AP1/AP3	0.897443	3.64274	1.40469	2.28536	1.28324	1.59487	2.6117	1.39601	1.76624	0.787231	1.2243
AP1/AP3	5.52696	1.11553	1.16417	3.07313	0.499508	3.81981	2.81299	0	0.91746	0.932163	1.25116
AP1/AP3	5.7159	6.80421	2.66839	2.92463	4.09376	3.52573	7.90583	2.57433	2.47071	2.87768	7.18439
AP1/AP3	0.673195	1.57269	1.48178	1.2484	1.75899	1.07374	1.06684	1.06499	0.897506	0.687666	1.64207
AP1/AP3	0.673195	1.57269	1.48178	1.2484	1.75899	1.07374	1.06684	1.06499	0.897506	0.687666	1.64207
AP1/AP3	1.62777	1.18307	0.992689	1.20782	1.75971	1.75839	1.4438	1.72491	2.5848	1.07154	4.46423
AP1/AP3	3.05969	1.53935	2.52098	4.42199	1.23512	4.48881	1.30373	0.95438	2.8847	0.862781	2.7004
AP1/AP3	1.19445	0.607016	1.27026	1.02614	0.728648	1.42748	1.05249	4.83146	1.24047	1.2853	2.3056
AP1/AP3	2.87953	6.74182	2.48749	10.0263	3.99446	11.1138	3.29148	1.57788	3.29167	1.66229	3.07583
AP1/AP3	4.66341	1.21527	1.97261	6.34147	0.783686	6.21885	5.60721	0.861667	1.00074	1.11258	1.59663
AP1/AP3	2.48459	5.07963	0.870886	3.90822	13.4223	4.49704	2.3971	0.740902	2.18666	1.25939	4.89088
AP1/AP3	3.29581	3.74725	6.00636	2.8992	3.60861	3.01822	4.76861	1.93545	1.7285	1.52472	2.08563
AP1/AP3	1.80076	2.33543	0.870886	2.66422	5.7806	1.76941	2.63533	1.39601	3.46572	2.55555	1.8301
AP1/AP3	7.663	8.59522	7.06203	4.55869	1.4916	3.76776	9.61583	1.5376	5.27175	3.08081	2.98056
AP1/AP3	3.99549	2.09215	1.80499	4.66129	2.73995	5.87051	2.2586	1.24844	1.57838	1.40678	5.62473
AP1/AP3	1.38744	0.859529	0.834162	1.57492	1.10461	1.53866	1.20155	0	1.19363	1.93407	3.51359
AP1/AP3	2.01809	13.0804	0.518461	0.70556	1.58906	1.347	9.01881	0	3.55508	2.43743	0.715415
AP1/AP3	1.10368	0.767347	1.16417	0.883183	0.359294	0.954271	1.19608	2.50649	0.897057	1.01398	1.0657
AP1/AP3	0.56488	2.6758	2.60626	0.944674	1.45449	1.10429	1.86416	1.95309	1.38146	2.81298	2.03336
AP1/AP3	2.21103	1.99285	0.992689	2.48324	2.03734	2.12793	1.89492	4.52381	1.43367	1.28338	1.25471
AP1/AP3	4.6401	3.37925	3.60908	5.42749	2.37149	5.55756	2.44548	3.14305	6.72972	3.89785	5.85165
AP1/AP3	3.42678	2.09776	1.57	4.47539	1.3116	2.95323	2.41379	3.01586	0.934371	2.96873	7.03804
AP1/AP3	3.65541	3.40344	1.80499	3.35646	1.62951	4.33195	5.56799	1.95691	2.89124	3.03772	7.86669
AP1/AP3	1.88111	1.39466	1.16417	2.81419	0.747506	2.26946	1.3464	1.39601	0.768626	0.609896	2.63515
AP1/AP3	4.95094	3.48977	4.23374	0.910349	0.78947	1.04155	4.10081	9.35249	5.45568	1.48178	0.647201
AP1/AP3	1.16703	1.03713	0.653076	1.72267	0.802626	1.89949	1.07459	3.29326	1.19313	0.314879	0.657581
AP1/AP3	1.24036	0.694703	1.48178	1.27087	1.83166	1.66813	0.782752	0	2.61939	1.19607	2.39861
AP1/AP3	1.28453	0.43466	1.60974	2.03128	0.9027	1.90899	0.913901	2.08681	0.645949	1.90953	2.67562
AP1/AP3	3.99355	0.979963	2.94975	15.5324	1.3463	6.33339	2.21181	1.22314	1.64645	0.605051	0.932162
AP1/AP3	1.09369	1.39932	0.870886	1.75536	0.618834	1.46088	1.0414	3.50093	1.25128	0.697162	0.91183
AP1/AP3	3.32957	2.32839	2.87888	2.41759	1.19607	2.47485	2.67821	1.25375	1.34463	1.15954	6.32056
AP1/AP3	1.67848	1.75572	3.23904	2.58474	0.937455	1.6628	3.40162	0	2.66654	1.57005	2.3436
AP1/AP3	2.47621	1.16317	2.14898	2.63504	4.49891	3.31296	1.76724	4.75182	1.89924	1.90655	2.63658
AP1/AP3	0.780485	3.44104	4.31119	1.73567	1.10383	1.49338	2.942	1.4628	3.31803	1.62148	5.0825
AP1/AP3	2.65102	1.8298	0.700816	1.90542	0.574553	2.64466	1.64135	0	1.12548	0.831434	0.659131
AP1/AP3	0.703737	7.10031	0.932095	2.71113	6.73069	2.06688	5.01586	1.4473	2.77951	7.06543	0.750856
AP1/AP3	1.31806	1.50135	0.681031	1.42375	1.64546	1.26893	2.574	1.39601	1.59454	2.09874	0.987853
AP1/AP3	2.03706	4.36699	3.46564	1.08248	3.94088	1.00538	4.31737	0.735525	2.81262	2.61632	4.2625
AP1/AP3	2.07027	1.83301	1.19444	1.84279	1.72301	3.54731	2.29981	6.6375	0.87602	0.952297	1.03501
AP1/AP3	0.566406	0.59558	0.451586	1.171	3.62014	0.925858	1.00285	1.20833	0.534339	1.45011	2.47567
AP1/AP3	2.39425	3.01727	2.12005	2.10447	1.2845	3.81981	6.52804	2.09249	1.31163	2.78044	2.78325
AP1/AP3	1.79694	1.72355	2.55732	3.11742	0.598044	3.20083	3.42492	1.4628	1.2176	1.34686	2.25877
AP1/AP3	1.39276	0.859529	0.753302	1.52436	1.48611	2.5358	0.76983	1.29457	0.63689	0.684932	2.67607
AP1/AP3	2.61932	1.21527	1.56614	3.05125	1.44262	3.13286	2.13608	1.34526	1.19418	10.492	6.11864
AP1/AP3	3.43834	4.99686	7.78805	1.49337	3.7464	2.72206	5.62373	0	0.872589	1.66809	1.49015
AP1/AP3	1.40418	3.24413	2.01687	0.664382	0.905618	0.896804	3.41049	3.20521	2.46829	2.61156	2.55174
AP1/AP3	4.23504	1.82179	1.66918	4.12503	1.38343	3.91292	2.47723	2.19797	1.80093	2.71863	5.43757
AP1/AP3	1.95613	2.75693	4.91074	1.44354	1.41596	1.69273	2.05638	2.19797	1.79005	3.99575	1.12665
AP1/AP3	1.15051	1.68337	4.42037	1.47767	0.963677	2.23346	1.30758	0.861667	9.11589	1.69836	2.61086
AP1/AP3	0.578157	1.00852	0.605273	0.985396	1.72954	1.76008	0.759794	1.01573	0.685901	0.855142	0.761686
AP1/AP3	1.4718	2.12794	4.06516	1.38993	1.29309	1.75596	1.29303	1.01006	1.78376	2.47736	9.46014
AP1/AP3	5.26174	2.80271	1.31782	3.85797	1.50476	3.41442	3.9083	0	1.28275	2.15362	1.89503
AP1/AP3	0.834564	0.812713	0.518461	0.60677	0.957019	0.578009	1.01714	10.0234	0.981465	1.76551	0.553909
AP1/AP3	1.39065	1.29285	6.49337	1.20851	1.28552	1.8973	2.15862	0	1.69505	2.78044	1.3763
AP1/AP3	3.88411	1.7591	4.85769	5.56873	1.1098	3.41131	5.03222	2.73336	0.653408	1.82899	3.67214
AP1/AP3	0.664342	0.67491	1.04099	0.748716	0.932161	0.650039	0.855348	4.97107	1.164	0.870326	1.40381
AP1/AP3	1.78578	3.59621	6.71546	1.82956	3.9701	1.89949	2.81299	4.492	4.54496	5.55197	1.65945
AP1/AP3	1.9118	0.477892	0.663656	0.692334	0.898328	0.97143	1.02623	0	1.20097	4.82736	0.914623
AP1/AP3	0.726431	1.89981	4.1575	0.911491	2.54898	1.20163	1.50055	1.49211	2.51559	4.08844	2.73397
AP1/AP3	1.40704	1.97314	1.80499	2.28536	2.09224	1.99217	1.69447	1.39601	2.93784	0.814214	2.14913
AP1/AP3	1.93505	1.51128	3.96917	3.01448	1.52358	2.5365	2.10314	3.35512	2.21754	3.41376	3.88393
AP1/AP3	1.38638	2.50868	2.19551	1.42763	1.44166	1.05535	3.71416	1.98178	6.15758	1.97226	5.2935
AP1/AP3	1.15299	4.70395	5.68775	0.855397	1.29359	1.01622	2.942	0	1.03451	3.52601	1.00433
AP1/AP3	3.32388	1.22536	2.66839	7.11848	0.493663	6.27279	2.29755	4.56258	1.1761	0.933562	1.18311
AP1/AP3	3.01169	6.89972	2.9204	1.82736	1.51009	2.17323	4.29397	2.13386	8.29497	9.08161	5.45629
AP1/AP3	4.0258	5.34005	2.8151	4.83716	3.83598	6.00956	8.19625	4.23803	2.61227	2.48419	2.04763
AP1/AP3	2.88869	0.598651	2.08579	2.72998	0.757997	3.64331	1.52467	1.69282	0.94223	0.918235	1.39233
AP1/AP3	1.92392	3.54284	4.48862	1.10776	4.1692	1.25136	1.97818	3.07413	3.59389	1.53876	1.733
AP1/AP3	7.48113	7.68409	1.80499	10.3463	2.60477	5.21079	7.89877	2.15989	4.43289	1.90953	1.31838
AP1/AP3	4.774	3.11031	4.10107	6.23791	0.935571	5.37414	4.86525	2.51458	1.99449	3.2243	10.9007
AP1/AP3	1.05091	5.59443	1.99473	2.67755	2.93571	2.37756	2.74227	2.00183	2.92446	3.57535	3.64339
AP1/AP3	2.75634	0.717586	2.04979	3.05125	2.0952	3.23488	1.33304	1.83298	1.82943	0.870326	1.69234
AP1/AP3	0.612989	0.82085	3.74448	3.45878	0.814487	2.55557	0.787472	1.39601	0.679501	0.901675	1.40529
AP1/AP3	3.29369	0.847384	1.80499	3.01895	0.97421	3.46965	1.19263	1.01573	0.553352	0.586795	1.04737
AP1/AP3	1.65598	0.639349	0.681031	1.27407	4.44238	0.875568	0.614516	0.99232	0.407013	2.15869	0.681647
AP1/AP3	2.51992	3.66096	6.92066	1.4655	1.0015	1.44141	2.49088	0	2.69978	1.04313	1.38049
AP1/AP3	2.40517	1.36164	2.37145	1.80241	2.58211	2.40589	1.0414	0	0.584175	0.794391	1.33901
AP1/AP3	2.39425	1.25941	2.08579	5.86125	1.07237	4.56641	1.1138	1.27567	1.75751	1.11531	1.84299
AP1/AP3	1.12671	0.663409	1.30474	2.9388	2.34409	2.44298	0.732536	0	1.00707	1.07035	1.39819
AP1/AP3	4.17767	1.01756	1.63103	2.72998	1.16879	3.04567	2.47723	1.71472	0.882896	1.16315	3.85024
AP1/AP3	1.31806	2.28037	1.27026	2.85269	3.20686	1.19598	1.24026	0.679067	2.80585	0.840283	2.17348
AP1/AP3	1.24407	1.56574	0.696749	1.38993	0.944404	1.72871	2.15862	5.25189	1.13924	2.0921	4.40007
AP1/AP3	0.874814	3.07255	0.959913	1.26812	0.923943	1.53987	1.98113	0.874049	0.777664	2.3217	1.44623
AP1/AP3	1.07912	1.76999	2.08579	1.38993	3.3781	1.0462	1.92934	4.89877	0.883281	2.38035	3.97369
AP1/AP3	1.29439	5.35574	0.870886	2.69972	2.41359	3.65836	3.1213	7.6799	1.72293	1.20833	1.43222
AP1/AP3	2.20039	9.07594	5.19268	2.48324	2.00201	2.74453	4.36741	10.4922	12.8122	2.45615	3.93954
AP1/AP3	1.02846	1.15865	3.74448	0.988427	1.39794	1.13567	1.79698	0	4.17036	1.01576	1.98204
AP1/AP3	2.39425	2.37276	1.27026	1.67865	1.58416	1.96095	2.67821	0	0.805845	2.04753	1.85529
AP1/AP3	11.5547	10.9425	3.66288	5.59437	5.88281	4.08827	9.35509	16.274	2.57453	2.63888	3.24383
AP1/AP3	2.88869	2.12794	1.27026	1.50008	1.50243	1.60372	1.58544	2.61312	1.17255	2.06663	0.821804
AP1/AP3	2.81635	1.49211	2.24229	1.38993	1.16031	1.34169	2.44226	0	1.23672	3.38398	2.1771
AP1/AP3	1.26983	2.43725	8.66485	1.14596	0.937383	1.29371	1.93542	0	2.36572	1.04313	1.55058
AP1/AP3	0.594517	0.902387	1.99088	1.58651	0.957284	1.36915	1.40677	8.11736	0.89786	0.829965	1.33205
AP1/AP3	1.17371	0.684207	1.40469	1.85849	0.615239	1.34943	0.726893	3.77535	1.20097	1.2479	0.851836
AP1/AP3	1.24837	1.02357	2.47634	1.114	2.43568	1.20855	2.09339	5.42209	0.796383	1.78925	3.95952
AP1/AP3	1.9921	1.11553	1.36082	0.980002	0.828156	1.05535	2.71113	0	3.57036	1.50606	0.683708
AP1/AP3	2.69002	4.33446	1.60974	0.93368	3.13004	1.22651	5.58176	2.26652	3.88321	5.88387	3.58969
