plant	genotype	day	volume.fluo.iap	side.area (px)	top.area (px)	side.height (px)
1121KN143	Bavaria	47.540348	17385549.1	83285.42857	157696	652.5714286
1121KN144	Bavaria	47.541168	16797572.83	85820.85714	131608	784.7142857
1121KN154	BarkeCS	47.549368	17755229.45	80343.71429	151955	686.2857143
1121KN155	BarkeCS	47.550191	17307921.33	79685.57143	147703	721.2857143
1121KN156	BarkeCS	47.551011	15824821.69	77662.71429	133921	746.7142857
1121KN010	Apex	47.559216	14242743.17	75070	133370	637.5714286
1121KN011	Apex	47.560033	10021229.89	63042.57143	105482	523.4285714
1121KN012	Apex	47.560854	14477011.02	75902.42857	136202	534.7142857
1121KN013	Apex	47.561673	11731053.36	68840.85714	112433	565.4285714
1121KN014	Apex	47.562493	11712876.41	67126.71429	119064	598.5714286
1121KN015	Apex	47.563314	14367865.4	75945.28571	134426	513.1428571
1121KN016	Apex	47.564133	12351394	69464.14286	121708	528.1428571
1121KN017	Apex	47.564952	11219452.18	66139.85714	112740	580.7142857
1121KN018	Apex	47.565769	14546752.89	74627.42857	130235	518.5714286
1121KN028	Isaria	47.576988	17536128.11	88225.14286	135738	625.4285714
1121KN029	Isaria	47.577683	17895878.38	89865	140254	553.8571429
1121KN030	Isaria	47.578505	16731754.63	87466.57143	118641	671
1121KN031	Isaria	47.579326	19370652.64	94109.14286	145168	642.1428571
1121KN032	Isaria	47.580146	18886659.51	90837.57143	143723	604.1428571
1121KN033	Isaria	47.580967	18895305.84	91164.57143	144535	555.8571429
1121KN034	Isaria	47.581787	16170230.36	86493.42857	119746	577.5714286
1121KN035	Isaria	47.582607	17573445.36	91227.28571	127265	642.1428571
1121KN036	Isaria	47.583426	16910780.58	88431.42857	124134	566.2857143
1121KN046	Perun	47.591635	14929251.01	78463	130948	632.4285714
1121KN047	Perun	47.592453	12549383.34	76397	105678	707.2857143
1121KN048	Perun	47.593274	12657706.35	71809.85714	117625	671.8571429
1121KN049	Perun	47.594092	13500281.96	75659.42857	128658	717.1428571
1121KN050	Perun	47.594914	18540811.66	88167.71429	139044	676.8571429
1121KN051	Perun	47.595732	11589605.88	67369.42857	111362	659
1121KN052	Perun	47.596553	11746034.18	73160.71429	117392	711.1428571
1121KN105	Franken	47.597371	14576133.18	77880.85714	124153	710.4285714
1121KN106	Franken	47.598191	18859635.61	87886.14286	168190	686.5714286
1121KN107	Franken	47.599011	16305225.34	80572.28571	152670	601.5714286
1121KN108	Franken	47.59983	16495495.78	78696.28571	144610	581.1428571
1121KN118	Intensiv	47.608035	18462474.93	94438.14286	156960	708.4285714
1121KN119	Intensiv	47.608855	17838394.78	91029.42857	148367	724.1428571
1121KN120	Intensiv	47.609674	NA	NA	NA	NA
1121KN121	Intensiv	47.610492	15912757.81	88023	126990	724.1428571
1121KN122	Intensiv	47.611312	16013723.4	86645.14286	135545	780.1428571
1121KN123	Intensiv	47.612134	18014997.73	88904.57143	161883	752.8571429
1121KN124	Intensiv	47.612953	17872637.34	88307.57143	137761	664.7142857
1121KN125	Intensiv	47.613773	16460132.71	84645.28571	137560	622
1121KN126	Intensiv	47.614593	15891552.51	85591.71429	120930	802.2857143
1121KN190	Djamilia	48.393365	16751144.42	81574	149955	538.7142857
1121KN191	Djamilia	48.394189	16593017.18	82987.71429	150385	605.8571429
1121KN192	Djamilia	48.395009	15363688.03	78767.14286	139583	528.7142857
1121KN193	Djamilia	48.395834	17211665.37	76325.57143	157205	548.5714286
1121KN194	Djamilia	48.396655	16004859.19	80117.85714	142575	598.2857143
1121KN195	Djamilia	48.397474	16203810.24	77642.14286	144759	636.4285714
1121KN196	Djamilia	48.398294	15672025.5	79535.85714	135038	528.5714286
1121KN197	Djamilia	48.399115	18350084.81	86353.28571	161463	636.1428571
1121KN198	Djamilia	48.399938	16430981.46	79874	147160	556.4285714
1121KN208	Eunova	48.408172	14213049.67	75548.14286	131235	670.4285714
1121KN053	Perun	48.408996	15188648.9	79160.71429	138559	660.5714286
1121KN054	Perun	48.409818	15955142.15	82916.85714	146242	707
1121KN064	Sissy	48.418039	14464174.3	82673.14286	128848	800
1121KN065	Sissy	48.418861	15456731.68	83479.57143	131168	829.2857143
1121KN066	Sissy	48.419685	14728122.24	84229.57143	128025	787.1428571
1121KN067	Sissy	48.420503	15081104.01	82369.28571	121974	862.4285714
1121KN068	Sissy	48.421326	15639289.4	85851.28571	136509	694.1428571
1121KN069	Sissy	48.422147	12682524.97	74725.42857	115942	843.2857143
1121KN070	Sissy	48.422969	14328160.26	77828.28571	136001	746.2857143
1121KN071	Sissy	48.423792	16506832.48	84040.57143	143998	671.2857143
1121KN072	Sissy	48.424615	15711365.16	82918.28571	141275	812.8571429
1121KN244	Ursa	48.442744	22952004.44	96513.42857	191649	661.1428571
1121KN245	Ursa	48.443567	21657512.85	97098.14286	166045	655
1121KN246	Ursa	48.444387	18292807.54	87232.85714	151227	692.8571429
1121KN247	Ursa	48.44521	20739306.14	95073.14286	160347	681.7142857
1121KN248	Ursa	48.446034	20048142.32	87341.57143	163243	621.2857143
1121KN249	Ursa	48.446857	18738135.02	87490.85714	155040	615.2857143
1121KN250	Ursa	48.447677	21159059.3	93713.57143	166435	672.7142857
1121KN251	Ursa	48.448502	17167453.2	87410.57143	138145	738.7142857
1121KN252	Ursa	48.449324	17258916.14	88008.42857	130350	740.1428571
1121KN262	Victoriana	48.457545	18834047.83	82322.14286	152801	796.2857143
1121KN263	Victoriana	48.458366	19674057.08	82900.57143	150119	740.8571429
1121KN264	Victoriana	48.459187	17478118.03	78252.57143	135285	745.2857143
1121KN265	Victoriana	48.460006	18760305.68	81776.85714	149373	722.8571429
1121KN266	Victoriana	48.460825	17511172.61	77175.28571	146198	827.7142857
1121KN267	Victoriana	48.461646	16769592.12	76841.42857	127746	756.1428571
1121KN268	Victoriana	48.462467	18350643.91	80074.42857	145788	791.7142857
1121KN269	Victoriana	48.463288	19018757.97	78644.42857	148194	722.4285714
1121KN270	Victoriana	48.464111	20925014	86443.42857	155006	696.4285714
1121KN280	Wiebke	48.472323	15321910.14	75781.85714	133249	687.1428571
1121KN281	Wiebke	48.473142	16118465.79	76000	149289	690.1428571
1121KN282	Wiebke	48.473962	15168772.93	72050.28571	136507	717.4285714
1121KN283	Wiebke	48.474782	15481942.92	77381.57143	145118	718.4285714
1121KN284	Wiebke	48.475603	15858081.25	76722	148715	695.8571429
1121KN285	Wiebke	48.476424	15301365.34	72550.71429	143730	792.7142857
1121KN286	Wiebke	48.477245	15395478	76683.42857	133637	748.8571429
1121KN082	Trumpf	48.487306	19085216.66	87420.57143	159753	750.8571429
1121KN083	Trumpf	48.488128	19607124.49	89678.42857	149405	695.4285714
1121KN084	Trumpf	48.488952	19465769.12	85355.28571	162788	610.8571429
1121KN085	Trumpf	48.489776	16993034.65	82683.71429	146379	636
1121KN086	Trumpf	48.490597	19183322.65	87332.42857	152885	637
1121KN087	Trumpf	48.491418	18896329.89	86764.28571	163828	635.7142857
1121KN088	Trumpf	48.492239	16982479.09	81748.14286	130767	622.4285714
1121KN089	Trumpf	48.493061	19007716.36	88655.14286	147196	658.4285714
1121KN090	Trumpf	48.493884	20290790.74	90094.42857	154608	599.5714286
1121KN100	Franken	48.502097	14684267.57	76253.14286	113926	696.5714286
1121KN101	Franken	48.502914	16100468.98	80828.42857	145585	655.7142857
1121KN102	Franken	48.503736	16068240.88	82142.57143	125321	658
1121KN103	Franken	48.504556	16449928.18	78454.57143	141580	533.4285714
1121KN104	Franken	48.505377	17221437.94	82672.71429	143052	612.2857143
1121KN157	BarkeCS	48.5062	16191418.72	76981.71429	136843	721.8571429
1121KN158	BarkeCS	48.507019	18006955.87	81880.57143	143641	664.1428571
1121KN159	BarkeCS	48.507838	20068560.6	84395	170601	751.4285714
1121KN160	BarkeCS	48.508657	17533455.08	83294.42857	137767	726.1428571
1121KN161	BarkeCS	48.509476	18114221.36	81587.71429	157104	780.4285714
1121KN162	BarkeCS	48.510296	18919221.62	81716	170294	611.4285714
1121KN172	Beatrix	48.518496	18064944.02	85112.28571	157382	874.5714286
1121KN173	Beatrix	48.519317	22277079.64	92133.85714	179506	752.4285714
1121KN174	Beatrix	48.520133	22162720.88	91423.14286	172998	726
1121KN175	Beatrix	48.520954	21220363.01	86553.57143	170046	692.1428571
1121KN176	Beatrix	48.521773	19555094.35	86762.85714	149643	788.1428571
1121KN177	Beatrix	48.522595	19720606.41	87458.28571	158572	686.2857143
1121KN178	Beatrix	48.523413	22326332.15	93818.85714	167092	744
1121KN179	Beatrix	48.524233	22479186.84	93452	165263	766.7142857
1121KN180	Beatrix	48.525052	20183194.05	89389.14286	163074	777.4285714
1121KN287	Wiebke	48.532668	15299520.64	72429.57143	164073	643.7142857
1121KN288	Wiebke	48.533385	16659912.04	76563.71429	155742	688.1428571
1121KN295	MorexDH	48.539005	18340516.76	82640.57143	145781	836.5714286
1121KN296	MorexDH	48.539826	19899369.99	87624.28571	141982	789.4285714
1121KN297	MorexDH	48.540647	20709400.97	86458.42857	153705	692
1121KN298	MorexDH	48.541468	18777758.19	82042.71429	148506	656.7142857
1121KN299	MorexDH	48.542289	17142625.63	79467.71429	130889	705.8571429
1121KN300	MorexDH	48.543107	19353023.77	83235.57143	148201	706.4285714
1121KN307	BarkeDH	48.54885	18479743.52	81888.42857	147518	665.7142857
1121KN308	BarkeDH	48.549672	18945599.98	81355	160835	703.8571429
1121KN309	BarkeDH	48.550494	19501634.26	82879.57143	169344	696.2857143
1121KN310	BarkeDH	48.551311	20438198.55	85544.71429	171332	634.5714286
1121KN311	BarkeDH	48.552131	19527826.2	84662.85714	165543	572
1121KN312	BarkeDH	48.552951	18608155.57	83780.57143	146797	675
1121KN209	Eunova	48.553772	16287591.22	80528.42857	139994	618.1428571
1121KN210	Eunova	48.554595	16657423.19	83297.42857	132651	760.4285714
1121KN211	Eunova	48.555417	14223655.02	76417.85714	122872	574
1121KN212	Eunova	48.556237	12820275.15	68519.85714	115547	653.7142857
1121KN213	Eunova	48.557058	13134618.79	71891.85714	111706	624.8571429
1121KN214	Eunova	48.557879	15729593.74	79011.57143	139987	652.7142857
1121KN215	Eunova	48.558699	14844228.21	77047.71429	128716	674.5714286
1121KN216	Eunova	48.559517	14328672.77	73053	137546	588.1428571
1121KN226	Streif	48.567708	16401340.5	79922.71429	135479	648.2857143
1121KN227	Streif	48.568528	19416675.75	82926.71429	164058	688.8571429
1121KN228	Streif	48.569349	17159462.2	83442.71429	123906	701.2857143
1121KN229	Streif	48.570168	21461103.77	88153.57143	177191	685.2857143
1121KN230	Streif	48.57099	21809160.37	90826.42857	171772	588.5714286
1121KN231	Streif	48.571808	23378702.47	95499.85714	174970	690.8571429
1121KN232	Streif	48.572628	19649114.29	89931.14286	146863	675.8571429
1121KN233	Streif	48.573448	19118422.29	84586	145031	622.5714286
1121KN234	Streif	48.574268	17799415.31	80291.28571	149961	666.5714286
1121KN136	Bavaria	48.585877	17115094.21	81585.85714	143890	659.5714286
1121KN137	Bavaria	48.586698	12369214.95	72048.71429	117588	744
1121KN138	Bavaria	48.587517	16383251.77	82943.14286	124230	628.7142857
1121KN139	Bavaria	48.588337	17118175.42	84279.71429	135084	623.7142857
1121KN140	Bavaria	48.58916	18698317.49	87310.14286	146495	536.4285714
1121KN141	Bavaria	48.589979	19142200.22	88740.85714	150459	619.4285714
1121KN142	Bavaria	48.590799	18112521.78	84760.28571	146218	625.5714286
1121KN143	Bavaria	48.591617	18511245.44	87077.42857	158928	665.1428571
1121KN144	Bavaria	48.592438	17974531.47	91956.14286	133888	755.7142857
1121KN154	BarkeCS	48.600638	18576881.18	82770.42857	154829	709.4285714
1121KN155	BarkeCS	48.601458	18181913.37	82763.42857	153037	745
1121KN156	BarkeCS	48.602277	16658674.04	78917.14286	138739	713.7142857
1121KN010	Apex	48.610462	14655303.43	76132.57143	129905	535.5714286
1121KN011	Apex	48.61128	11604058.58	69752	114094	602.2857143
1121KN012	Apex	48.612101	14985455.27	78252.28571	139500	549.4285714
1121KN013	Apex	48.612922	12440443.99	72010.71429	118105	560.1428571
1121KN014	Apex	48.613742	12374245.41	69383.28571	126139	537.2857143
1121KN015	Apex	48.614562	14846678.71	78133.28571	132568	523.4285714
1121KN016	Apex	48.615383	13212969.12	72517.85714	123329	538.5714286
1121KN017	Apex	48.616202	11986593.8	69676	119127	516.8571429
1121KN018	Apex	48.617022	14743752.34	77414.71429	129523	532
1121KN028	Isaria	48.628209	19043274.45	93791	144728	569.2857143
1121KN029	Isaria	48.628903	19359865.93	93262	151583	563.2857143
1121KN030	Isaria	48.629722	17839230.35	92248.85714	125037	673
1121KN031	Isaria	48.63054	20503300.34	97459.71429	152069	633.4285714
1121KN032	Isaria	48.631362	19636509.83	94677.14286	142890	611.1428571
1121KN033	Isaria	48.632182	19741626.23	94418.57143	149166	608.7142857
1121KN034	Isaria	48.633002	17646258.88	90439.57143	129987	595.2857143
1121KN035	Isaria	48.633821	19393407.12	95922.71429	137370	660
1121KN036	Isaria	48.634642	17037149.16	88451.57143	126315	606.1428571
1121KN046	Perun	48.642853	16350367.55	82150.42857	144691	614
1121KN047	Perun	48.643673	13013494.26	77306.85714	111883	702.4285714
1121KN048	Perun	48.644492	13302683.69	73326.85714	122773	664.7142857
1121KN049	Perun	48.645311	12989853.91	74510.42857	125503	704.7142857
1121KN050	Perun	48.646131	18662598.37	87628.85714	141572	657
1121KN051	Perun	48.64695	12042824.86	68990.71429	117370	657.4285714
1121KN052	Perun	48.647767	12264184.83	75822.85714	121715	714.7142857
1121KN105	Franken	48.648585	16828580.4	83582.71429	144474	646.4285714
1121KN106	Franken	48.649404	19359125.77	89895.85714	176825	686.5714286
1121KN107	Franken	48.650223	17696575.21	85128.57143	166588	580.7142857
1121KN108	Franken	48.651043	17746480.79	80556.42857	161457	591.5714286
1121KN118	Intensiv	48.659235	20458929.61	99673.57143	170813	736.1428571
1121KN119	Intensiv	48.660058	18608941.63	94012.14286	149100	731.2857143
1121KN120	Intensiv	48.660877	NA	NA	NA	NA
1121KN121	Intensiv	48.661696	17432815.19	93340.28571	137180	757.1428571
1121KN122	Intensiv	48.662514	17289256.54	91672.28571	144660	789.8571429
1121KN123	Intensiv	48.663333	18779908.09	92263.14286	168175	723.5714286
1121KN124	Intensiv	48.664151	19135080.78	93085.85714	151305	674.8571429
1121KN125	Intensiv	48.664968	18348866.95	92669.14286	148741	641.4285714
1121KN126	Intensiv	48.665786	17023261.17	89431.71429	131446	792.1428571
1121KN082	Trumpf	49.342097	20434757.12	89576.71429	162308	751.4285714
1121KN083	Trumpf	49.342927	21429444.43	93396.14286	153916	684.8571429
1121KN084	Trumpf	49.343759	21556324.75	89969	163879	622.1428571
1121KN085	Trumpf	49.34459	18355778.34	84190.14286	148631	669.4285714
1121KN086	Trumpf	49.345419	22233059.13	92723.28571	168089	642.4285714
1121KN087	Trumpf	49.346248	20222401.21	89920.85714	164041	656
1121KN088	Trumpf	49.347076	19056834.24	85058.85714	137846	635.8571429
1121KN089	Trumpf	49.347908	21472323.22	93751	155489	669.8571429
1121KN090	Trumpf	49.348733	21822608.77	94718.28571	152735	610.2857143
1121KN100	Franken	49.357021	15814327.58	77375.14286	123590	717.7142857
1121KN101	Franken	49.357851	17811596.3	84955.71429	143340	683.4285714
1121KN102	Franken	49.35868	19062619.21	89663.85714	139681	680.7142857
1121KN103	Franken	49.359511	18706061.05	84598	149847	562
1121KN104	Franken	49.360335	20099535.88	88226.14286	156048	665.2857143
1121KN190	Djamilia	49.366944	18989194.63	86187	161456	551.2857143
1121KN191	Djamilia	49.367771	17803123.75	85165.71429	156038	617.1428571
1121KN192	Djamilia	49.368597	16880360.53	81019.28571	143470	570.7142857
1121KN193	Djamilia	49.369422	19009144.29	79152.71429	163594	567.8571429
1121KN194	Djamilia	49.370247	17757768.75	83950.85714	150283	578
1121KN195	Djamilia	49.371074	17995641.62	81792.42857	152784	635.8571429
1121KN196	Djamilia	49.371898	17417263.98	81743	145437	549.1428571
1121KN197	Djamilia	49.372722	20148159.07	90159.71429	161145	662.1428571
1121KN198	Djamilia	49.373546	17606266.8	82926.71429	150874	614.5714286
1121KN208	Eunova	49.381789	15389126.78	78646.71429	134846	684.4285714
1121KN244	Ursa	49.394894	24688939.73	101146	192416	695.1428571
1121KN245	Ursa	49.395718	22806475.28	100222	165857	652.5714286
1121KN246	Ursa	49.396542	19687106.01	90979.42857	154988	717.1428571
1121KN247	Ursa	49.397369	22638036.94	98834.42857	167367	693.7142857
1121KN248	Ursa	49.398194	21583419.65	90501.57143	168951	632
1121KN249	Ursa	49.399021	20068928.61	91729.28571	161499	636.5714286
1121KN250	Ursa	49.399849	22801755.83	99655.85714	162709	671.2857143
1121KN251	Ursa	49.400674	18965613.51	91099.85714	150207	789
1121KN252	Ursa	49.4015	18223689.5	90033.57143	134649	752.4285714
1121KN262	Victoriana	49.409751	19991461.43	83760.57143	160220	811.1428571
1121KN263	Victoriana	49.410574	20296693.09	84624	153576	773
1121KN264	Victoriana	49.411399	18123653.19	80802.28571	136913	759.5714286
1121KN265	Victoriana	49.412221	19816248.68	85202.14286	150811	755.2857143
1121KN266	Victoriana	49.413046	18725139.87	81471.14286	145890	863.8571429
1121KN267	Victoriana	49.413869	17417362.79	79645.85714	126949	747.1428571
1121KN268	Victoriana	49.414691	19829948.33	84588.85714	150569	813.7142857
1121KN269	Victoriana	49.415516	19899317.36	82429.28571	146879	758.8571429
1121KN270	Victoriana	49.416339	21612721.43	88372.57143	152579	707.5714286
1121KN280	Wiebke	49.424565	16465516.61	78412.42857	135471	689.2857143
1121KN281	Wiebke	49.425386	17453120.69	79100.28571	156053	721.8571429
1121KN282	Wiebke	49.426209	16327453.99	75092.85714	139444	710.4285714
1121KN283	Wiebke	49.427032	16504939.42	80641.85714	146267	776.4285714
1121KN284	Wiebke	49.427855	16696683.55	79920.28571	149682	725.2857143
1121KN285	Wiebke	49.428677	16183924.89	75605	144169	795.4285714
1121KN286	Wiebke	49.429497	16511704.55	80099.28571	135393	766
1121KN053	Perun	49.475733	14790952.72	79607.28571	133068	680.4285714
1121KN054	Perun	49.47645	15315771.68	83809.42857	134000	704.8571429
1121KN064	Sissy	49.484521	15069411.09	85173.28571	131427	813.7142857
1121KN065	Sissy	49.485341	16392906.73	86086.14286	138305	822.4285714
1121KN066	Sissy	49.486165	15407837.8	86558.85714	133573	776.1428571
1121KN067	Sissy	49.486987	15427913.59	84392.28571	125565	866.1428571
1121KN068	Sissy	49.487808	16215580.84	87959.71429	141270	695
1121KN069	Sissy	49.488631	13054417.76	75449.85714	115483	841.1428571
1121KN070	Sissy	49.489454	14880160.38	80574.85714	140364	758.5714286
1121KN071	Sissy	49.490273	17778476.65	87349.57143	156862	672
1121KN072	Sissy	49.491095	16018725.91	83638.28571	146570	838
1121KN028	Isaria	49.497665	21749180.75	100541.1429	160424	566.1428571
1121KN029	Isaria	49.498483	22301609.23	102263	161842	563
1121KN030	Isaria	49.499303	19615863.94	98927.71429	128942	664.1428571
1121KN031	Isaria	49.50012	23489966.54	105769.7143	163129	629.2857143
1121KN032	Isaria	49.500939	21347367.95	99357.42857	147549	608.7142857
1121KN033	Isaria	49.501758	22937713.12	103576	163628	656.1428571
1121KN034	Isaria	49.502579	20498581.4	99736.71429	144839	591.2857143
1121KN035	Isaria	49.503398	21772477.76	101969.8571	151415	642.7142857
1121KN036	Isaria	49.504218	18803067.2	94683.28571	128856	626.1428571
1121KN046	Perun	49.512413	17625252.35	85224.71429	152020	627.4285714
1121KN047	Perun	49.513231	13834679.24	78479	116825	707.1428571
1121KN048	Perun	49.51405	14786051.77	77414.42857	132005	671
1121KN049	Perun	49.51487	14093933.9	77795.28571	132116	707.1428571
1121KN050	Perun	49.51569	19842308.06	91194	139694	701.2857143
1121KN051	Perun	49.516508	13007139.15	71585.85714	121911	658
1121KN052	Perun	49.517328	13898304.86	80954.71429	127069	710.5714286
1121KN209	Eunova	49.523158	17616065.7	83754.85714	148627	630.1428571
1121KN210	Eunova	49.523874	18288078.07	86402.42857	144537	770.8571429
1121KN211	Eunova	49.52457	15523912.68	79946.28571	129567	572.5714286
1121KN212	Eunova	49.525385	13534665.34	70916.85714	120737	667.1428571
1121KN213	Eunova	49.526206	13832002.75	73787.57143	115892	616.5714286
1121KN214	Eunova	49.527026	16924754.86	81850.57143	146476	653.4285714
1121KN215	Eunova	49.527847	16241246.17	81271.71429	141076	688
1121KN216	Eunova	49.52867	15381147.09	76281.14286	142451	573.5714286
1121KN226	Streif	49.536876	17368287.24	81514.28571	141557	666.5714286
1121KN227	Streif	49.537698	21136692.74	86066.57143	174281	688.7142857
1121KN228	Streif	49.538518	18119808.57	86033.14286	132110	692
1121KN229	Streif	49.539342	23147772.54	92360.14286	182880	682.1428571
1121KN230	Streif	49.540163	24043069.17	95512	180400	631
1121KN231	Streif	49.540985	24684929.64	98726.71429	179866	679.1428571
1121KN232	Streif	49.541806	21280371.15	92942.85714	158633	678.2857143
1121KN233	Streif	49.542626	21342963	89027	163338	614.4285714
1121KN234	Streif	49.543445	19892757.28	85362	166064	691
1121KN105	Franken	49.544265	19211743.77	88483.85714	156624	666.1428571
1121KN106	Franken	49.545083	21270158	93576.57143	184221	725.7142857
1121KN107	Franken	49.545903	20395632.95	89746.71429	176025	635.2857143
1121KN108	Franken	49.546726	20780433.46	87858.14286	170031	610.7142857
1121KN118	Intensiv	49.55493	23319082.98	106541.8571	179372	766.7142857
1121KN119	Intensiv	49.555751	20625074.29	98313.71429	153662	749
1121KN120	Intensiv	49.556571	NA	NA	NA	NA
1121KN121	Intensiv	49.557391	20341531.8	99231.85714	156087	777.7142857
1121KN122	Intensiv	49.558207	19522312.76	96998.14286	151582	789.7142857
1121KN123	Intensiv	49.559028	21270467.66	98111	180707	755.8571429
1121KN124	Intensiv	49.55985	21792183.81	100864.4286	159667	709.2857143
1121KN125	Intensiv	49.560668	21258781.63	99892.85714	158640	661.8571429
1121KN126	Intensiv	49.561489	20080739.48	97275.71429	142678	807.5714286
1121KN157	BarkeCS	49.572507	17141454.83	81059.85714	135730	736.5714286
1121KN158	BarkeCS	49.573224	19966814.79	86290.71429	154084	682.5714286
1121KN159	BarkeCS	49.573919	21901603.18	90516.14286	171171	783.7142857
1121KN160	BarkeCS	49.57474	19184962.69	87596.14286	142030	751
1121KN161	BarkeCS	49.575561	19108274.35	85242.57143	158202	811
1121KN162	BarkeCS	49.576382	19917142.05	84486.28571	167606	638.4285714
1121KN172	Beatrix	49.584596	19010010.05	88191.14286	160784	889.1428571
1121KN173	Beatrix	49.58542	23703314.89	95974.42857	188159	787
1121KN174	Beatrix	49.586244	23574460.11	95929.71429	175638	751.8571429
1121KN175	Beatrix	49.587065	22086921.12	90007	174890	732.4285714
1121KN176	Beatrix	49.587886	20545305.22	89581.71429	151424	787
1121KN177	Beatrix	49.588705	20200997.17	90118.14286	156134	724.2857143
1121KN178	Beatrix	49.589528	23969850.03	98083.57143	174217	756.4285714
1121KN179	Beatrix	49.590348	23767216.49	97732.28571	168903	761.2857143
1121KN180	Beatrix	49.591171	21334189.02	93421.28571	169659	791.1428571
1121KN010	Apex	49.601031	16993735.52	79737.28571	146478	525.2857143
1121KN011	Apex	49.601849	14353007.88	76065.71429	130610	567.4285714
1121KN012	Apex	49.602668	16211916.87	81025.85714	146005	583.2857143
1121KN013	Apex	49.603492	14944823.98	76838.85714	136925	495.8571429
1121KN014	Apex	49.604312	14554558.34	73628.71429	140390	550.2857143
1121KN015	Apex	49.605134	17132295.54	83692.57143	144606	522
1121KN016	Apex	49.605954	15609529.36	77812.85714	141414	499
1121KN017	Apex	49.606774	14164762.6	75237.85714	133993	525.4285714
1121KN018	Apex	49.607594	16937027.4	82993	141940	553
1121KN136	Bavaria	49.638365	18535050.96	86841	148573	648.4285714
1121KN137	Bavaria	49.639188	14049567.31	78887.57143	124786	817.7142857
1121KN138	Bavaria	49.640008	18514484.45	88372.57143	141305	690.7142857
1121KN139	Bavaria	49.640832	19572140.99	89639.57143	155205	632.7142857
1121KN140	Bavaria	49.641655	20436878.78	92273.28571	154090	595.7142857
1121KN141	Bavaria	49.642475	21794955.64	96089.71429	161764	605.1428571
1121KN142	Bavaria	49.6433	19635648.16	87929.28571	155978	637.5714286
1121KN143	Bavaria	49.644123	20439218.64	92403.14286	166200	646.5714286
1121KN144	Bavaria	49.644945	20360854.99	94906.57143	154678	735.1428571
1121KN154	BarkeCS	49.653165	20924754.41	89366	162672	727.5714286
1121KN155	BarkeCS	49.653987	20353714.74	87603	162449	749.8571429
1121KN156	BarkeCS	49.654809	18480212.62	83781.42857	147650	722.5714286
1121KN287	Wiebke	49.655629	15969843.88	74560.42857	162895	664.7142857
1121KN288	Wiebke	49.65645	17479477.43	79184.28571	157733	710.7142857
1121KN295	MorexDH	49.662195	18738229.57	83544.28571	149004	888.5714286
1121KN296	MorexDH	49.663018	20934928.62	89594.85714	151459	818.4285714
1121KN297	MorexDH	49.663839	21990220.86	88557.42857	164625	737.7142857
1121KN298	MorexDH	49.664658	19888052.74	83123	160013	671.1428571
1121KN299	MorexDH	49.665478	17617751.43	80966	134019	703.5714286
1121KN300	MorexDH	49.6663	19919180.9	85425.57143	149663	740.8571429
1121KN307	BarkeDH	49.672044	21575992.66	86864.28571	169755	641
1121KN308	BarkeDH	49.672864	20609517.09	84990	169560	644.5714286
1121KN309	BarkeDH	49.673684	21718392.32	87027.85714	184645	704.1428571
1121KN310	BarkeDH	49.6745	23347823.97	90975.71429	195088	552.1428571
1121KN311	BarkeDH	49.675322	22991393.14	90994.14286	185415	603
1121KN312	BarkeDH	49.676141	21300763.93	88923.28571	167526	701.4285714
1121KN190	Djamilia	50.341811	19416772.06	88674.42857	160605	576.7142857
1121KN191	Djamilia	50.34264	19068892.34	87777.57143	158163	636.2857143
1121KN192	Djamilia	50.343468	17535995.18	83720.28571	146638	588.8571429
1121KN193	Djamilia	50.344296	19379990.28	82171.57143	156562	583.4285714
1121KN194	Djamilia	50.345123	18964020.54	87854.28571	154069	577.4285714
1121KN195	Djamilia	50.345953	19008969.18	84504.42857	154202	635.1428571
1121KN196	Djamilia	50.34678	18170080.6	85440.85714	139702	568
1121KN197	Djamilia	50.347608	21572712.04	92976.14286	170126	681
1121KN198	Djamilia	50.348437	18617679.73	84742.42857	153522	644.8571429
1121KN208	Eunova	50.356704	16736327.36	82230.28571	136509	679.8571429
1121KN244	Ursa	50.364961	27914725.09	107190.4286	202310	708.8571429
1121KN245	Ursa	50.365784	25680508.16	106315.4286	174443	646.5714286
1121KN246	Ursa	50.366609	21631430.2	96482.14286	159904	726.8571429
1121KN247	Ursa	50.367434	24052644.52	102879.2857	170658	712.4285714
1121KN248	Ursa	50.36826	23599992.07	95193.28571	177876	652.7142857
1121KN249	Ursa	50.369086	21911521.97	95707.28571	170841	667.4285714
1121KN250	Ursa	50.36991	25164928.06	103746.5714	173446	676.1428571
1121KN251	Ursa	50.370736	20209331.66	94421	153181	788.8571429
1121KN252	Ursa	50.371559	19676250.89	93429	140196	776.5714286
1121KN262	Victoriana	50.384861	21597634.95	87590.42857	161511	810
1121KN263	Victoriana	50.385561	21713107.46	88978	154761	779.5714286
1121KN264	Victoriana	50.386383	19206008.94	84518	138599	761.5714286
1121KN265	Victoriana	50.387204	21299362.81	88680.42857	154047	755.2857143
1121KN266	Victoriana	50.388025	19650176.56	84631.71429	143942	865.2857143
1121KN267	Victoriana	50.38885	18181128.47	82757.57143	127654	760
1121KN268	Victoriana	50.389672	21740900.44	89677.85714	156147	817.2857143
1121KN269	Victoriana	50.390495	21157066.2	87432.28571	146491	759.8571429
1121KN270	Victoriana	50.391317	24042499.45	93283.42857	162883	709.7142857
1121KN280	Wiebke	50.399548	17488603.09	81534.28571	141394	707.4285714
