plant	genotype	day	volume.fluo.iap	side.area (px)	top.area (px)	side.height (px)
1121KN010	Apex	20.618962	482334.7895	10506.85714	16046	286.8571429
1121KN011	Apex	20.619804	794106.9979	13088.42857	26296	267
1121KN012	Apex	20.62062	531049.857	11139	16548	363.4285714
1121KN013	Apex	20.621494	555166.5022	10012.28571	20133	225.8571429
1121KN014	Apex	20.622307	416387.7359	9144.714286	16111	240.5714286
1121KN015	Apex	20.623129	530569.706	10506.57143	19294	206.5714286
1121KN016	Apex	20.624023	663873.2554	11735.28571	20996	247.4285714
1121KN017	Apex	20.624837	521506.4389	10713.57143	16161	280.5714286
1121KN018	Apex	20.625657	439750.6283	9185.571429	18395	204.7142857
1121KN028	Isaria	20.636801	555885.2605	11089	18937	247.7142857
1121KN029	Isaria	20.637488	492515.065	11137.85714	16089	397.5714286
1121KN030	Isaria	20.638305	391343.3869	9340.714286	12088	344.5714286
1121KN031	Isaria	20.639121	585293.2703	11306	19974	285.4285714
1121KN032	Isaria	20.639936	583076.4421	11216.42857	18942	244.7142857
1121KN033	Isaria	20.64075	456630.338	9462	16278	254.5714286
1121KN034	Isaria	20.641565	634694.6942	11453.42857	20213	274
1121KN035	Isaria	20.64238	588789.265	11815.57143	16070	317
1121KN036	Isaria	20.643193	552388.4407	12160.42857	15607	335.4285714
1121KN046	Perun	20.650921	628677.664	11641.42857	21427	241.2857143
1121KN049	Perun	20.652107	547565.7974	10884.42857	16514	317.7142857
1121KN047	Perun	20.65309	571603.1843	11310.85714	16861	320.7142857
1121KN048	Perun	20.655113	549425.5957	10895.57143	18232	321.7142857
1121KN050	Perun	20.655997	600798.827	10553.28571	19112	264
1121KN051	Perun	20.656877	505778.8822	10358.28571	17708	301
1121KN052	Perun	20.657763	502483.9242	11142.71429	14575	384
1121KN157	BarkeCS	20.658702	357677.5038	8819	11311	368
1121KN158	BarkeCS	20.659575	454588.3473	8859.571429	14277	324.4285714
1121KN159	BarkeCS	20.660393	440782.5459	9860.428571	13562	380.5714286
1121KN160	BarkeCS	20.661208	403030.1091	8619.857143	13318	237.2857143
1121KN161	BarkeCS	20.662028	410551.7347	8333.285714	15650	261.2857143
1121KN162	BarkeCS	20.662847	445149.7039	9431.285714	14810	307.4285714
1121KN172	Beatrix	20.671013	386251.8018	9306.571429	13010	367.4285714
1121KN173	Beatrix	20.671831	435391.4971	10490	12180	396
1121KN174	Beatrix	20.672649	425684.4454	9499.714286	15690	421.8571429
1121KN175	Beatrix	20.673546	416903.5748	10239	11499	388
1121KN176	Beatrix	20.674425	405428.1112	9903.428571	12388	420.7142857
1121KN177	Beatrix	20.675406	285234.0885	8649.571429	8786	368.2857143
1121KN178	Beatrix	20.676352	507278.0397	11245.57143	13288	372.5714286
1121KN179	Beatrix	20.677236	463115.7305	10345.28571	13045	362.1428571
1121KN180	Beatrix	20.678153	456200.4828	9543.428571	14986	269.8571429
1121KN105	Franken	21.336398	673283.1539	12796.42857	17346	406.2857143
1121KN106	Franken	21.337125	558815.0465	11802.42857	12985	380.4285714
1121KN107	Franken	21.337826	415484.4265	10388.14286	10759	382
1121KN108	Franken	21.338652	773147.4891	13876	17271	346
1121KN118	Intensiv	21.346893	1096180.04	15968.28571	22289	368
1121KN119	Intensiv	21.347716	565850.4158	12591.71429	15273	380.5714286
1121KN120	Intensiv	21.348537	NA	NA	NA	NA
1121KN121	Intensiv	21.349358	727593.2311	13756.14286	18673	413.4285714
1121KN122	Intensiv	21.350179	531195.9201	12138.71429	13682	422.1428571
1121KN123	Intensiv	21.350999	418235.6434	9665.428571	14443	317.7142857
1121KN124	Intensiv	21.35182	590814.7105	12114.85714	17502	382.7142857
1121KN125	Intensiv	21.352641	748739.5271	12568.57143	18782	315.5714286
1121KN126	Intensiv	21.353467	664720.0786	13284.85714	14059	422.2857143
1121KN136	Bavaria	21.363303	434152.8197	11106.85714	9885	407.4285714
1121KN137	Bavaria	21.364123	102463.5449	4333.857143	6171	180.1428571
1121KN138	Bavaria	21.364943	425068.9306	11008.85714	11424	367.7142857
1121KN139	Bavaria	21.365769	476188.0159	11495.42857	11669	408.7142857
1121KN140	Bavaria	21.366592	546195.9285	12962	11400	443.7142857
1121KN141	Bavaria	21.367418	776944.1134	14879.14286	17756	413.4285714
1121KN142	Bavaria	21.368246	425766.9888	10804	10517	363.7142857
1121KN143	Bavaria	21.36907	502880.357	12848.14286	12571	388.1428571
1121KN144	Bavaria	21.369898	629727.031	13128	14107	437
1121KN154	BarkeCS	21.378397	505936.5037	10646.57143	13493	346.4285714
1121KN155	BarkeCS	21.379345	430399.8553	9674.571429	11578	333
1121KN156	BarkeCS	21.380331	561830.3372	10820	14667	411.5714286
1121KN209	Eunova	21.386346	762176.0721	13174.28571	20318	323.2857143
1121KN210	Eunova	21.387056	795927.6579	14784.42857	15793	444
1121KN211	Eunova	21.387751	742489.1244	12985.14286	17800	404.8571429
1121KN212	Eunova	21.388742	282929.0819	7804	9299	291.2857143
1121KN213	Eunova	21.389901	566916.7143	12498.28571	12510	409
1121KN214	Eunova	21.390921	586617.7002	11934.71429	13742	359.7142857
1121KN215	Eunova	21.391862	753399.0443	13603.42857	17275	369.1428571
1121KN216	Eunova	21.39277	923269.6304	15398.85714	19544	437.7142857
1121KN226	Streif	21.401002	641740.342	12575	16814	420.8571429
1121KN227	Streif	21.401818	716682.0549	12560.57143	19964	423.5714286
1121KN228	Streif	21.402636	720523.2483	14077.57143	15795	414.4285714
1121KN229	Streif	21.403455	726753.275	13885.14286	15756	408.5714286
1121KN230	Streif	21.404271	559918.7736	12329.14286	13004	427.4285714
1121KN231	Streif	21.405088	941234.8393	15434.42857	20787	402
1121KN232	Streif	21.405907	817852.4726	14240	21149	399.5714286
1121KN233	Streif	21.406726	636068.7126	11954.14286	15795	394.7142857
1121KN234	Streif	21.407544	752466.3646	13299.71429	17170	400.7142857
1121KN244	Ursa	21.415744	924935.493	15247.57143	20851	334.1428571
1121KN245	Ursa	21.416557	982994.7604	16315.85714	21206	372.4285714
1121KN246	Ursa	21.417374	626262.2758	13069	15161	386.7142857
1121KN247	Ursa	21.418192	789365.9264	14364.42857	18538	416.1428571
1121KN248	Ursa	21.419009	584047.7015	12935.57143	12125	401.8571429
1121KN249	Ursa	21.419827	600981.5608	12896.57143	14934	381.5714286
1121KN250	Ursa	21.42071	911382.2175	15671.14286	19600	391.8571429
1121KN251	Ursa	21.421528	461197.2606	11863.57143	10384	406.1428571
1121KN252	Ursa	21.422345	400097.0584	10435.57143	9924	366.5714286
1121KN262	Victoriana	21.437447	511348.3094	11364.85714	10782	407.2857143
1121KN263	Victoriana	21.438139	496985.3254	11477.14286	12294	412.5714286
1121KN264	Victoriana	21.438953	557500.1443	12092.71429	12609	412.8571429
1121KN265	Victoriana	21.439767	541059.2069	11966.71429	11860	381.2857143
1121KN266	Victoriana	21.440586	478248.1956	10182.57143	13118	388.8571429
1121KN267	Victoriana	21.441403	490939.7601	9301.857143	16035	257.4285714
1121KN268	Victoriana	21.442226	466843.6719	11112.42857	10291	351
1121KN269	Victoriana	21.443042	611053.1628	11163	16299	309.5714286
1121KN270	Victoriana	21.443859	805250.1704	12959.57143	19891	341.2857143
1121KN280	Wiebke	21.45216	671222.0643	12256.71429	15786	455.2857143
1121KN281	Wiebke	21.452975	720845.2455	11239.14286	20484	327.2857143
1121KN282	Wiebke	21.453792	676478.528	11522.57143	18313	381
1121KN283	Wiebke	21.454607	555098.844	10123.71429	16465	341.4285714
1121KN284	Wiebke	21.455424	593321.0071	11852.71429	15244	367.5714286
1121KN285	Wiebke	21.456241	709396.1442	12003.14286	17816	424.2857143
1121KN286	Wiebke	21.457055	940360.2318	13395.28571	22741	270.7142857
1121KN287	Wiebke	21.457874	514672.5872	10778.85714	13084	431
1121KN288	Wiebke	21.458688	563659.915	10074	17818	311
1121KN295	MorexDH	21.464427	593117.7985	10106.85714	18584	267.8571429
1121KN296	MorexDH	21.465349	691140.3937	13218	13951	453
1121KN297	MorexDH	21.466302	658295.7203	11737.42857	16229	359.8571429
1121KN298	MorexDH	21.467284	933897.9038	14096.14286	20278	424.5714286
1121KN299	MorexDH	21.468235	685341.906	12035.42857	17691	426.5714286
1121KN300	MorexDH	21.469193	500238.3111	10100.85714	15644	421.7142857
1121KN307	BarkeDH	21.47576	706768.0146	11812	18278	308.2857143
1121KN308	BarkeDH	21.476627	511705.6478	9470	16054	284.7142857
1121KN309	BarkeDH	21.477452	491718.9149	10226.14286	14565	247.7142857
1121KN310	BarkeDH	21.478323	790401.5528	13562.28571	18177	377.5714286
1121KN311	BarkeDH	21.479214	740905.6225	12322.85714	19667	261.8571429
1121KN312	BarkeDH	21.480102	600845.3923	11660.42857	13949	390.8571429
1121KN053	Perun	21.486147	759450.7982	14846.42857	20773	330.5714286
1121KN054	Perun	21.486857	788097.111	14387.71429	20255	383
1121KN064	Sissy	21.495583	800383.7808	14001	16442	390.5714286
1121KN065	Sissy	21.496518	1049943.44	15873.57143	24356	365.7142857
1121KN066	Sissy	21.497491	636170.5517	13245.85714	14996	388.5714286
1121KN067	Sissy	21.498443	1012392.98	15372.57143	24674	333.7142857
1121KN068	Sissy	21.49926	719471.4901	12844.14286	19961	250.1428571
1121KN069	Sissy	21.500075	904528.9257	14297.57143	24592	349.8571429
1121KN070	Sissy	21.500889	771978.413	12663.71429	20909	284.8571429
1121KN071	Sissy	21.501704	917393.1412	13452.71429	26427	219.1428571
1121KN072	Sissy	21.502522	858901.5218	15001.42857	20246	271.5714286
1121KN082	Trumpf	21.51084	863019.8194	15263.28571	18099	397
1121KN083	Trumpf	21.511654	871810.287	14649.57143	19810	405
1121KN084	Trumpf	21.512486	842326.2837	13832.57143	20683	321
1121KN085	Trumpf	21.513344	479220.4588	11394.28571	11777	384.7142857
1121KN086	Trumpf	21.514161	783575.7714	12921.42857	19577	349.1428571
1121KN087	Trumpf	21.514979	595268.0012	11179.71429	19312	265.1428571
1121KN088	Trumpf	21.515853	901926.1832	15816	18599	429.7142857
1121KN089	Trumpf	21.516704	788043.3708	13711.71429	20174	386
1121KN090	Trumpf	21.517521	958856.4009	14290.14286	24487	246.1428571
1121KN100	Franken	21.525837	628669.3303	11915.85714	17688	387
1121KN101	Franken	21.526653	580951.5335	11387.85714	17259	343.8571429
1121KN102	Franken	21.527465	439181.2807	10035	12933	417.5714286
1121KN103	Franken	21.52828	803434.5982	13129.71429	19889	385.4285714
1121KN104	Franken	21.529094	464761.8632	10969.28571	14287	376
1121KN010	Apex	21.544047	687271.3608	12859.42857	17353	322.7142857
1121KN011	Apex	21.544862	1048345.974	16257.14286	24680	363.1428571
1121KN012	Apex	21.545701	684742.8601	13706.85714	18230	341.4285714
1121KN013	Apex	21.54656	783210.6214	13110.14286	21286	227.5714286
1121KN014	Apex	21.547374	550801.0616	10545.14286	18015	254.1428571
1121KN015	Apex	21.548232	752253.6282	13046.28571	21188	228
1121KN016	Apex	21.549067	883401.7843	14429	22467	293.1428571
1121KN017	Apex	21.54988	729934.8279	12974	20243	230.7142857
1121KN018	Apex	21.550694	566619.2608	11164.85714	18261	306.7142857
1121KN028	Isaria	21.558923	719918.7407	14213.42857	17601	335.7142857
1121KN029	Isaria	21.559735	780766.9129	14230	23666	404
1121KN030	Isaria	21.560549	573046.0974	11862.71429	16650	335.5714286
1121KN031	Isaria	21.561361	703811.764	13686.71429	18675	378
1121KN032	Isaria	21.562177	755523.5411	14725.14286	18530	369.1428571
1121KN033	Isaria	21.562992	596762.3892	12626.42857	14631	383.5714286
1121KN034	Isaria	21.563806	798046.9505	14986.14286	20314	376.5714286
1121KN035	Isaria	21.564622	896988.3191	15258.28571	22699	349
1121KN036	Isaria	21.565433	763516.5023	14572.57143	18768	378.7142857
1121KN046	Perun	21.572895	881607.2158	13955.85714	22897	320.1428571
1121KN049	Perun	21.573787	733339.5049	14656.85714	16454	359
1121KN047	Perun	21.574603	737839.7619	13672.71429	17910	377.8571429
1121KN048	Perun	21.576277	729609.1662	14380	18695	385
1121KN050	Perun	21.577162	761583.1489	14146.85714	18258	392.7142857
1121KN051	Perun	21.578025	614391.2468	13257.14286	15024	393.8571429
1121KN052	Perun	21.57884	659483.4836	12734.71429	16210	348
1121KN157	BarkeCS	21.582625	480252.5938	10503.71429	11423	370.1428571
1121KN158	BarkeCS	21.583336	593061.4541	10387	17692	241.4285714
1121KN159	BarkeCS	21.584027	542315.3951	11380.14286	14476	377
1121KN160	BarkeCS	21.584841	533328.2711	9764.714286	18368	227.8571429
1121KN161	BarkeCS	21.585653	518195.3625	9507.714286	18009	254.5714286
1121KN162	BarkeCS	21.586465	586209.9567	10524.71429	16676	351.5714286
1121KN172	Beatrix	21.594611	493208.0207	10302.28571	15128	358
1121KN173	Beatrix	21.595475	597028.0827	12430.14286	16322	402
1121KN174	Beatrix	21.596307	591625.5219	11312.14286	15398	410.5714286
1121KN175	Beatrix	21.597122	539447.2208	11788.57143	13567	380
1121KN176	Beatrix	21.597936	491633.7927	10878.28571	14171	400.8571429
1121KN177	Beatrix	21.598756	354934.4369	9577.714286	10323	369.1428571
1121KN178	Beatrix	21.599572	650937.8997	13385.57143	15746	402.2857143
1121KN179	Beatrix	21.600386	549649.6471	12159	13438	387.5714286
1121KN180	Beatrix	21.6012	538825.5666	12185	15725	370
1121KN190	Djamilia	21.611011	630244.9506	12400	17292	373
1121KN191	Djamilia	21.611858	444565.5054	9639.428571	14113	381.1428571
1121KN192	Djamilia	21.612675	613466.8714	11501.85714	19417	379.8571429
1121KN193	Djamilia	21.613491	603482.4869	13412.71429	13632	411.5714286
1121KN194	Djamilia	21.614308	566363.9534	12338.85714	14270	418.1428571
1121KN195	Djamilia	21.615127	615522.2724	12106.85714	18726	384.4285714
1121KN196	Djamilia	21.615945	610236.9175	13460.71429	13953	406.4285714
1121KN197	Djamilia	21.616761	352907.5839	10195.14286	9084	375.5714286
1121KN198	Djamilia	21.617578	458342.3519	10782.85714	13904	366.5714286
1121KN208	Eunova	21.625894	335140.2801	10206.71429	8137	380.4285714
1121KN136	Bavaria	22.340342	602211.1218	12892.85714	14317	407.7142857
1121KN137	Bavaria	22.341165	133603.9872	5523	6133	204
1121KN138	Bavaria	22.341987	641990.5329	13073.85714	14573	370.4285714
1121KN139	Bavaria	22.342807	648370.711	14286.42857	13764	454.4285714
1121KN140	Bavaria	22.343629	762879.6079	14741	15668	469.1428571
1121KN141	Bavaria	22.344449	1114284.576	17919.85714	23104	419.1428571
1121KN142	Bavaria	22.345271	633389.7843	12296.28571	15012	360.8571429
1121KN143	Bavaria	22.346093	747255.2665	15631	17096	403.1428571
1121KN144	Bavaria	22.346914	903301.3662	16211.57143	18847	433.1428571
1121KN154	BarkeCS	22.355295	677532.6282	12066.28571	16556	332
1121KN155	BarkeCS	22.356113	532182.8102	10960.71429	11702	359
1121KN156	BarkeCS	22.356934	761572.4329	12999.85714	18115	467
1121KN209	Eunova	22.357752	1029272.927	15382.71429	24819	347.2857143
1121KN210	Eunova	22.358571	1036514.751	17184.85714	19388	487.7142857
1121KN211	Eunova	22.359391	1019105.083	15804	23362	457.2857143
1121KN212	Eunova	22.360213	391590.7124	9678.285714	10047	396
1121KN213	Eunova	22.361031	707875.7895	14213.42857	14349	423.7142857
1121KN214	Eunova	22.361849	734742.2667	13737.85714	15410	377.5714286
1121KN215	Eunova	22.362667	890687.1423	14825.57143	17928	371.5714286
1121KN216	Eunova	22.363492	1122340.342	17886.57143	20991	435.8571429
1121KN226	Streif	22.371903	794011.6035	13736.42857	17779	422.8571429
1121KN227	Streif	22.37283	776207.895	13711.71429	19675	451.7142857
1121KN228	Streif	22.373765	903703.5834	16241.42857	17549	408
1121KN229	Streif	22.374725	935133.6125	15797	18133	404.2857143
1121KN230	Streif	22.375626	799535.1239	13625.28571	18905	364.5714286
1121KN231	Streif	22.376514	1178290.558	18466.42857	21711	387.4285714
1121KN232	Streif	22.377444	1217451.3	17460.85714	25805	422.2857143
1121KN233	Streif	22.378383	851899.6407	14613.14286	18150	405.1428571
1121KN234	Streif	22.379359	983117.7834	15239.71429	20510	402.4285714
1121KN244	Ursa	22.392578	1117180.578	17133.85714	23740	349.2857143
1121KN245	Ursa	22.393404	1218088.562	18273.28571	20568	386.1428571
1121KN246	Ursa	22.394221	782685.0708	14561.85714	19807	392.2857143
1121KN247	Ursa	22.395038	1022061.875	16605.85714	22675	421.8571429
1121KN248	Ursa	22.395864	851251.4212	15144.57143	16450	389.1428571
1121KN249	Ursa	22.396687	848405.18	15339.42857	20629	412
1121KN250	Ursa	22.397569	1149984.636	17899.14286	22263	423.8571429
1121KN251	Ursa	22.398461	608277.8165	13454.42857	14345	430.5714286
1121KN252	Ursa	22.399281	600038.8651	12813.57143	13420	389
1121KN105	Franken	22.406907	1010914.929	15742.85714	25414	421
1121KN106	Franken	22.40773	851172.6887	14440.42857	20405	410.8571429
1121KN107	Franken	22.408547	557579.8845	12614.28571	14220	387
1121KN108	Franken	22.409396	978886.656	16077.85714	21060	408.8571429
1121KN118	Intensiv	22.417623	1324200.293	19431.42857	25303	378
1121KN119	Intensiv	22.418439	767589.24	14682	18227	387.8571429
1121KN120	Intensiv	22.419256	NA	NA	NA	NA
1121KN121	Intensiv	22.420072	1015600.251	16622.85714	23116	387.1428571
1121KN122	Intensiv	22.420888	797609.4833	14283.28571	23289	423.1428571
1121KN123	Intensiv	22.4217	769857.5134	13170	22180	258.8571429
1121KN124	Intensiv	22.422516	910280.4219	14479.85714	27498	382.1428571
1121KN125	Intensiv	22.423334	1110034.838	14509.71429	29416	260.4285714
1121KN126	Intensiv	22.424147	1050487.852	15124.42857	28238	402.4285714
1121KN287	Wiebke	22.435075	683335.4227	11735.42857	18023	390.4285714
1121KN288	Wiebke	22.43579	691700.1913	11770.85714	19383	298.1428571
1121KN295	MorexDH	22.441584	664154.6534	10561.28571	19181	335.5714286
1121KN296	MorexDH	22.442405	847023.4192	14555.85714	16371	468.1428571
1121KN297	MorexDH	22.443218	768090.0944	12876.57143	17308	369.4285714
1121KN298	MorexDH	22.444033	1150757.207	16060.71429	23740	441.1428571
1121KN299	MorexDH	22.444846	844130.2787	13860	17738	454.8571429
1121KN300	MorexDH	22.445662	641279.0795	11374.57143	17700	444.1428571
1121KN307	BarkeDH	22.451368	903210.2701	13435.57143	19528	365.2857143
1121KN308	BarkeDH	22.452183	631334.4645	10771.57143	17569	255
1121KN309	BarkeDH	22.453	554913.3277	11149	14826	315.7142857
1121KN310	BarkeDH	22.453814	1057713.552	14940.28571	22990	383.1428571
1121KN311	BarkeDH	22.454632	850523.9546	13581	20815	325.7142857
1121KN312	BarkeDH	22.455446	706794.407	13587.28571	14420	394.4285714
1121KN010	Apex	22.463614	855421.5333	14541.57143	20024	349
1121KN011	Apex	22.464429	1290136.226	17915.42857	27417	374.5714286
1121KN012	Apex	22.465245	817329.7372	15085.85714	19743	337.5714286
1121KN013	Apex	22.466153	874141.1897	15290.28571	20464	354.2857143
1121KN014	Apex	22.467187	686466.8666	12723	18619	325
1121KN015	Apex	22.468003	909287.6096	15218.85714	20516	389.7142857
1121KN016	Apex	22.46887	1067583.251	15887.42857	26393	379.8571429
1121KN017	Apex	22.469686	869621.5483	14919.85714	22554	332.7142857
1121KN018	Apex	22.470502	731522.9007	12500.71429	21810	320.2857143
1121KN082	Trumpf	22.48512	1013909.731	16816.28571	20216	394.8571429
1121KN083	Trumpf	22.486059	1062927.042	16675	21639	402.5714286
1121KN084	Trumpf	22.487039	1031724.418	15712.57143	22713	360.4285714
1121KN085	Trumpf	22.487989	632436.6557	13765.57143	14459	421.5714286
1121KN086	Trumpf	22.4889	963211.2287	15635.85714	25179	358.8571429
1121KN087	Trumpf	22.489719	806729.7184	13677.14286	23156	274.1428571
1121KN088	Trumpf	22.490561	1220187.086	19024.28571	24615	423.8571429
1121KN089	Trumpf	22.491438	1038178.14	16418.14286	22340	368.8571429
1121KN090	Trumpf	22.492282	1223238.166	16914	27613	280.4285714
1121KN100	Franken	22.501423	836779.2256	13124.71429	24658	342.7142857
1121KN101	Franken	22.502364	715354.5977	13294.42857	19072	393.8571429
1121KN102	Franken	22.503319	579880.2247	11343.57143	16822	412.8571429
1121KN103	Franken	22.504269	1038353.165	15333.57143	25882	385.7142857
1121KN104	Franken	22.505288	593665.7612	12108.85714	16163	385.2857143
1121KN157	BarkeCS	22.506261	660912.4672	11598.85714	16745	360.8571429
1121KN158	BarkeCS	22.507203	799914.2063	12608.57143	21801	255.7142857
1121KN159	BarkeCS	22.50811	653191.0488	12898	16896	376
1121KN160	BarkeCS	22.50913	658173.8679	10630.71429	19377	263.8571429
1121KN161	BarkeCS	22.509948	640389.6633	10616.57143	18544	249.8571429
1121KN162	BarkeCS	22.510763	738924.2887	12412.14286	19170	411.4285714
1121KN172	Beatrix	22.518913	580314.5813	11784.57143	16218	352.2857143
1121KN173	Beatrix	22.51975	826192.0476	14149.28571	19977	389
1121KN174	Beatrix	22.520581	777394.0192	13085.42857	20050	406.5714286
1121KN175	Beatrix	22.521419	730480.0862	13442.14286	18131	381.1428571
1121KN176	Beatrix	22.522319	710121.1943	12897	18229	388.1428571
1121KN177	Beatrix	22.523208	530838.1568	11172.85714	13868	357.8571429
1121KN178	Beatrix	22.524024	958030.3389	15740.42857	20544	383.2857143
1121KN179	Beatrix	22.524847	679680.8922	14015	14854	449
1121KN180	Beatrix	22.525743	688715.0536	13414.42857	14955	359.4285714
1121KN028	Isaria	22.535673	863477.7692	16494	18391	385.5714286
1121KN029	Isaria	22.536364	992612.7902	17154.57143	23482	393.8571429
1121KN030	Isaria	22.53719	720067.2637	13929.71429	20599	344.4285714
1121KN031	Isaria	22.538004	800861.3735	15452.85714	18567	434.8571429
1121KN032	Isaria	22.538817	848205.7434	15828.28571	21684	395.5714286
1121KN033	Isaria	22.53963	784064.6454	14737.14286	20538	364.7142857
1121KN034	Isaria	22.540444	943083.9946	16545	22089	397.8571429
1121KN035	Isaria	22.541258	1095646.003	16804	26426	374.7142857
1121KN036	Isaria	22.542072	942011.0152	15863.42857	24004	333.5714286
1121KN046	Perun	22.549396	997825.0743	15361.42857	23938	332.7142857
1121KN049	Perun	22.550213	804060.7204	16032.85714	20509	366
1121KN047	Perun	22.551064	865444.4335	15068.42857	20649	381.2857143
1121KN048	Perun	22.55274	838470.1915	15884.42857	18758	399.5714286
1121KN050	Perun	22.553603	906300.6727	15667.71429	20803	373.5714286
1121KN051	Perun	22.554417	683320.3954	14246.14286	17273	448.5714286
1121KN052	Perun	22.555235	778607.1281	14468.14286	15769	381.7142857
1121KN262	Victoriana	22.556972	648462.8793	12880.42857	15021	404.2857143
1121KN263	Victoriana	22.557799	661977.3028	12729	15152	390.7142857
1121KN264	Victoriana	22.558615	727289.1751	13141.71429	17676	398.4285714
1121KN265	Victoriana	22.559428	744371.5915	13152	16597	369.2857143
1121KN266	Victoriana	22.560308	512877.1125	10899	10903	376.5714286
1121KN267	Victoriana	22.561124	557259.7545	10434	17828	295.5714286
1121KN268	Victoriana	22.561971	676837.579	12472.57143	16535	363.2857143
1121KN269	Victoriana	22.562825	681425.3674	12126.14286	15522	387
1121KN270	Victoriana	22.563662	956926.916	14422.85714	21610	362
1121KN280	Wiebke	22.571808	862560.7196	14075.71429	18452	446.4285714
1121KN281	Wiebke	22.572624	834323.619	12887.14286	22490	313
1121KN282	Wiebke	22.573436	813828.4945	12691.57143	21992	402.1428571
1121KN283	Wiebke	22.574248	636008.0507	10332.42857	20478	398
1121KN284	Wiebke	22.575061	749614.2494	12783	18658	345
1121KN285	Wiebke	22.575877	957229.2453	14100.14286	20291	412.4285714
1121KN286	Wiebke	22.576691	1227820.894	15415.71429	27885	291.1428571
1121KN190	Djamilia	22.586068	756747.3026	14099.57143	19330	357
1121KN191	Djamilia	22.586932	659257.6053	12039.71429	18273	401.2857143
1121KN192	Djamilia	22.587748	761311.2184	13236.57143	19304	410.1428571
1121KN193	Djamilia	22.588627	743069.4719	15081.42857	15159	449.1428571
1121KN194	Djamilia	22.589503	759949.9264	14689	17172	425
1121KN195	Djamilia	22.590418	822558.2341	14854.28571	20286	387.8571429
1121KN196	Djamilia	22.591303	758225.8254	15179.71429	15328	410.2857143
1121KN197	Djamilia	22.592119	519055.1903	12056.42857	10103	425.1428571
1121KN198	Djamilia	22.592935	569443.644	12935.28571	13362	435.8571429
1121KN208	Eunova	22.60109	497569.9203	11614.57143	11508	412
1121KN053	Perun	22.601904	885869.9892	14717.14286	21532	336.8571429
1121KN054	Perun	22.602719	829967.8607	14804.71429	17454	389.4285714
1121KN064	Sissy	22.610884	1015952.956	15790	21977	390.5714286
1121KN065	Sissy	22.611699	1237847.427	17540.42857	27784	349.4285714
1121KN066	Sissy	22.612515	782919.9788	15258.57143	19543	402.1428571
1121KN067	Sissy	22.613336	1324241.861	17778.42857	29455	355.7142857
1121KN068	Sissy	22.614152	898224.0361	14766.14286	23617	284.8571429
1121KN069	Sissy	22.614967	1063605.287	15983.28571	23724	396.7142857
1121KN070	Sissy	22.615785	991940.5628	15678.85714	26628	319.1428571
1121KN071	Sissy	22.616599	1088750.388	14677.28571	28472	288
1121KN072	Sissy	22.617476	1120352.511	17483.14286	25988	357
1121KN209	Eunova	23.33639	1198222.117	17627.42857	25770	365.2857143
1121KN210	Eunova	23.337114	1184968.017	18770.57143	19701	506.2857143
1121KN211	Eunova	23.337817	1194277.945	17836.28571	24105	471.7142857
1121KN212	Eunova	23.338641	498816.0321	11551.57143	12594	407.2857143
1121KN213	Eunova	23.339464	878887.0731	16349.42857	16973	435.4285714
1121KN214	Eunova	23.340288	881474.3152	15576.42857	16929	379.7142857
1121KN215	Eunova	23.341112	1078179.552	17069.14286	19113	403.8571429
1121KN216	Eunova	23.341937	1296432.88	19872.42857	21979	434.1428571
1121KN226	Streif	23.350156	983651.252	15619.28571	21351	448
1121KN227	Streif	23.350979	1136873.723	16405.42857	24372	426
1121KN228	Streif	23.351801	1314244.783	19284.28571	23297	419.5714286
1121KN229	Streif	23.352622	1208955.616	18636.71429	19900	402.8571429
1121KN230	Streif	23.353442	1013342.366	15596.42857	21213	372
1121KN231	Streif	23.354265	1472769.391	20513	25720	385.1428571
1121KN232	Streif	23.355084	1498990.593	19645.71429	30040	408.4285714
1121KN233	Streif	23.355908	1276577.51	17755.42857	23706	402.4285714
1121KN234	Streif	23.356727	1182581.603	17320.42857	22254	408.1428571
1121KN244	Ursa	23.364973	1556375.804	20145.14286	28402	368
1121KN245	Ursa	23.365793	1437728.714	21207.14286	23804	385.1428571
1121KN246	Ursa	23.366616	937594.3856	16002	18975	432.5714286
1121KN247	Ursa	23.367437	1361647.571	20021.28571	25784	466.1428571
1121KN248	Ursa	23.36826	1107480.86	17215.28571	20069	403.7142857
1121KN249	Ursa	23.36908	1032569.613	17585.28571	20309	462.5714286
1121KN250	Ursa	23.369903	1470906.105	20685.57143	25505	396.5714286
1121KN251	Ursa	23.370727	732537.0957	15771.28571	12867	466.2857143
1121KN252	Ursa	23.371548	803997.8056	15383	15641	385
1121KN105	Franken	23.385289	1309085.541	18431.42857	28537	411
1121KN106	Franken	23.385991	1159166.291	17084.28571	23040	437
1121KN107	Franken	23.386684	697712.2753	14159.57143	15142	401.4285714
1121KN108	Franken	23.387723	1398346.838	18920.28571	24828	408.1428571
1121KN118	Intensiv	23.397065	1852555.003	23026	30815	386.5714286
1121KN119	Intensiv	23.397887	1015245.093	17035	21855	407.1428571
1121KN120	Intensiv	23.39871	NA	NA	NA	NA
1121KN121	Intensiv	23.399535	1240839.127	19638	23229	394
1121KN122	Intensiv	23.400365	1023282.792	16440.71429	22002	416.8571429
1121KN123	Intensiv	23.401185	865205.2065	14971.42857	22870	276.5714286
1121KN124	Intensiv	23.402131	1031163.689	15930.14286	25698	385
