plant,day,group,fw_biomass,dw_biomass,height_above_bound,sv_area,tv_area,extent_x,extent_y,height_width_ratio,tiller_count
Dp1AA000001,12.83443287,100% FC,0.037859589,0,6.910400295,8210.038039,4886.395793,4.362834813,6.910400295,1.58392435,1.800917899
Dp1AA000001,14.56369213,100% FC,0.585227063,0.051676509,9.818956837,22787.99273,11480.31177,7.384845689,9.818956837,1.329608939,2.478041707
Dp1AA000001,16.32125,100% FC,1.425553727,0.150700111,11.08194142,45168.28495,27704.26536,12.17196845,11.14249848,0.910447761,3.580476575
Dp1AA000001,18.66731481,100% FC,4.04608047,0.459501448,17.4858502,114960.3751,74334.33257,21.0435773,17.54640726,0.830935252,4.330713719
Dp1AA000001,20.31337963,100% FC,6.994360124,0.806924997,17.4858502,193481.4587,139070.2077,24.10170867,17.54640726,0.725502513,5.209759505
Dp1AA000001,22.31289352,100% FC,12.00780486,1.397706389,25.67253037,327003.7698,322498.1108,31.64983662,26.00128221,0.811142587,6.124540968
Dp1AA000001,25.30806713,100% FC,21.30100802,2.492812008,32.03836153,574508.2359,542803.7166,36.25236244,34.57871669,0.883759275,8.008798631
Dp1AA000001,27.308125,100% FC,27.25898101,3.194896057,41.54227848,733186.0244,655364.6647,38.34441963,42.88717239,1.083398285,8.881667623
Dp1AA000001,29.30822917,100% FC,30.31774522,3.555339041,46.35401001,814649.6264,672240.4382,41.15375357,48.08742883,1.126361656,9.460118558
Dp1AA000001,31.30818287,100% FC,32.47045292,3.809012855,49.9702803,871982.363,696897.1131,40.34681723,51.49449339,1.238518519,9.687873867
Dp1AA000001,33.30431713,100% FC,35.27286142,4.139247032,53.93771154,946618.4823,770238.2244,38.62167519,55.89563784,1.396565822,9.958006042
Dp1AA000004,12.81168981,100% FC,0,0,3.764621056,3308.484861,1876.066665,1.712129028,3.764621056,2.198795181,0.414305497
Dp1AA000004,14.54086806,100% FC,0.054077909,0,5.744914872,8641.978109,5697.905811,4.527859298,5.744914872,1.268792711,2.494407363
Dp1AA000004,16.29849537,100% FC,0.499370789,0.041559256,10.49151012,20501.39564,11015.29361,6.040566432,10.53692791,1.736842105,1.567601768
Dp1AA000004,18.64457176,100% FC,1.744391441,0.188271761,13.09546357,53659.84128,30610.02976,12.47475373,13.17115989,1.049757282,3.345584478
Dp1AA000004,20.29054398,100% FC,3.329194465,0.375024021,14.36716176,95867.65918,67504.45651,18.45476311,14.44285809,0.778506973,4.287878675
Dp1AA000004,22.29016204,100% FC,6.084033839,0.69965268,16.64679792,169236.8772,163650.9482,22.92296949,16.64679792,0.726205997,5.008071577
Dp1AA000004,25.28623843,100% FC,14.32098219,1.670289851,28.45197778,388610.2697,389835.7564,31.50040397,28.84050268,0.903225806,6.431525343
Dp1AA000004,27.28627315,100% FC,21.19202956,2.47997005,29.79687169,571605.8292,562890.3504,35.89372407,31.02221947,0.830141549,8.102224514
Dp1AA000004,29.28638889,100% FC,27.0666218,3.17222856,38.16510044,728062.9508,716846.1936,38.10532738,38.43407922,1.001568627,9.018526014
Dp1AA000004,31.28633102,100% FC,30.71865043,3.602581475,43.21592423,825326.8738,770958.5194,38.85249066,43.5745626,1.112307692,9.579031698
Dp1AA000004,33.28355324,100% FC,33.65565196,3.948676016,47.52708189,903547.5887,856113.2796,39.25326431,49.86396167,1.21078037,10.00918386
Dp1AA000007,12.99233796,100% FC,0.116766712,0,6.435954902,10311.55945,6731.421588,5.466436054,6.435954902,1.177358491,2.708369023
Dp1AA000007,14.67990741,100% FC,0.698288423,0.064999594,11.07726853,25799.13872,16725.40207,8.818495899,11.07726853,1.256140351,2.66374597
Dp1AA000007,16.47148148,100% FC,1.712137094,0.184470927,10.70345982,52800.81616,38913.28407,16.8500011,10.73373835,0.635220126,4.246046931
Dp1AA000007,18.82518519,100% FC,4.443451746,0.506327447,15.26037836,125543.5039,92877.39387,22.98140312,15.30579615,0.664031621,4.783486538
Dp1AA000007,20.47105324,100% FC,8.1210602,0.939694674,17.4858502,223488.6904,176441.0271,31.8378727,20.51370305,0.549215407,5.843428726
Dp1AA000007,22.50947917,100% FC,14.01719768,1.634492062,25.55298424,380519.6231,406210.3741,35.71440488,29.07959493,0.715481172,6.775767005
Dp1AA000007,25.4662963,100% FC,23.04345336,2.698140747,35.17644732,620914.5177,571168.5599,37.56736982,39.83874619,0.936356404,8.276747357
Dp1AA000007,27.46628472,100% FC,27.0423954,3.169373735,37.95589472,727417.7328,601099.395,38.01566779,41.03420745,0.998427673,9.020076058
Dp1AA000007,29.46625,100% FC,29.00688469,3.400868003,41.7514842,779737.6772,682351.0889,39.80885966,45.21832183,1.048798799,9.341717636
Dp1AA000007,31.48356481,100% FC,30.56802193,3.584831501,45.51718714,821315.2078,657440.4695,39.83874619,48.4460672,1.142535634,9.479735344
Dp1AA000007,33.46277778,100% FC,33.14357977,3.88833373,48.03235319,889909.6482,689396.6535,38.08482443,51.0008221,1.26119403,9.786226155
Dp1AA000008,11.64958333,100% FC,0,0,4.228752419,5418.265685,3907.337684,4.166868238,4.228752419,1.014851485,3.023752769
Dp1AA000008,13.69108796,100% FC,0.296623425,0.017667625,8.034629597,15101.65593,11286.89628,7.281705386,8.034629597,1.103399433,2.909832959
Dp1AA000008,15.46190972,100% FC,1.144671526,0.117601117,10.71859908,37687.59202,29007.84108,12.73212123,10.74887761,0.841854935,3.668892323
Dp1AA000008,17.46203704,100% FC,2.460750087,0.272687044,14.07951574,72738.51215,61335.07702,19.92327174,14.10979427,0.70668693,4.254176189
Dp1AA000008,19.46197917,100% FC,4.572889596,0.521580327,11.50584082,128990.8024,118274.4356,23.95031603,12.15682919,0.480404551,5.21396344
Dp1AA000008,21.46174769,100% FC,7.514323441,0.868197169,13.35811006,207329.5626,204588.6825,25.51620078,14.24233484,0.523514851,5.766296001
Dp1AA000008,23.48501157,100% FC,11.21381896,1.304143555,16.28815955,305857.6639,305106.7528,26.6587859,17.06520936,0.610986547,6.388177624
Dp1AA000008,26.45815972,100% FC,19.31148568,2.258367861,27.97379328,521521.5902,465236.1433,31.85904234,30.75324069,0.87804878,7.583876829
Dp1AA000008,28.45826389,100% FC,23.18526248,2.714851451,30.69346762,624691.2985,480739.2693,33.921213,33.59246116,0.904845815,8.376912774
Dp1AA000008,30.45814815,100% FC,26.28511209,3.080135913,31.97858847,707249.1215,510796.1148,33.83155341,35.833951,0.945229682,8.970044254
Dp1AA000008,32.45585648,100% FC,29.84368716,3.499476316,33.31632651,802024.1102,580983.0542,35.55846791,36.66374889,0.936944938,9.770583957
Dp1AA000012,11.49954861,100% FC,0,0,3.640852693,3256.568551,2074.292577,2.269086664,3.640852693,1.604545455,1.714879046
Dp1AA000012,13.55920139,100% FC,0.115042301,0,7.044482689,10265.63348,5430.51866,4.445347056,7.044482689,1.584686775,1.81621839
Dp1AA000012,15.31865741,100% FC,0.651128704,0.05944232,10.55206718,24543.1411,14230.00164,8.372013125,10.59748497,1.26039783,2.644056277
Dp1AA000012,17.31177083,100% FC,1.902990755,0.206961011,14.95759307,57883.7927,34073.84073,14.32174397,15.01815013,1.044397463,3.392189074
Dp1AA000012,19.31189815,100% FC,3.734333581,0.422765377,15.60858143,106657.6676,99028.17317,20.10494291,15.68427775,0.776355422,4.381664523
Dp1AA000012,21.31155093,100% FC,7.509711301,0.867653677,16.45289679,207206.7282,204496.2061,25.32672404,16.95816809,0.649625935,5.489184583
Dp1AA000012,23.31150463,100% FC,14.16957392,1.65244799,25.76218996,384577.8364,376455.5688,30.66358109,28.6611835,0.840155945,6.536316187
Dp1AA000012,26.30662037,100% FC,22.41216882,2.623750547,31.94870194,604101.6127,570502.9172,34.66837628,36.10292978,0.921551724,8.17036292
Dp1AA000012,28.30678241,100% FC,27.33733364,3.204129085,41.45261888,735272.7782,593613.8005,36.37190857,45.60684673,1.139687757,8.775658927
Dp1AA000012,30.30675926,100% FC,29.76957256,3.490742695,44.20217976,800050.2272,640495.4383,36.70066041,47.5793578,1.204397394,9.168750132
Dp1AA000012,32.30300926,100% FC,32.38475811,3.798914629,45.60073505,869700.0662,696251.8824,36.25321596,49.20079308,1.257839721,9.626732409
Dp1AA000017,11.64449074,100% FC,0,0,1.629616786,2085.365636,2664.97675,2.661019815,1.629616786,0.612403101,3.877326317
Dp1AA000017,13.68603009,100% FC,0.127263125,0,7.023854628,10591.10881,5508.937702,5.187957237,7.023854628,1.35387674,2.324222072
Dp1AA000017,15.45685185,100% FC,0.67171704,0.061868437,9.38634383,25091.46713,13797.27015,8.88674811,9.416622358,1.056218058,3.095597533
Dp1AA000017,17.45696759,100% FC,1.959118735,0.213575099,15.15440351,59378.64066,38562.56016,16.44124097,15.18468203,0.921731123,3.673085315
Dp1AA000017,19.4569213,100% FC,5.021435965,0.574436769,15.88108819,140936.8696,92596.30323,26.10009155,16.214152,0.608468677,5.032209331
Dp1AA000017,21.45665509,100% FC,8.557633116,0.991140171,16.04236385,235115.8705,221956.3793,31.04260565,18.00029015,0.516785351,6.010415029
Dp1AA000017,23.47996528,100% FC,15.02231086,1.752934011,26.00128221,407288.6495,354366.2355,33.95109953,29.91641781,0.76584507,6.886492351
Dp1AA000017,26.45334491,100% FC,24.57797114,2.878967423,37.20873144,661783.0963,510734.5525,36.10292978,40.3169307,1.030629139,8.407739155
Dp1AA000017,28.45340278,100% FC,29.11016282,3.413038237,45.06888917,782488.2678,585078.7607,42.40898788,47.66901739,1.062720226,9.333946313
Dp1AA000017,30.45332176,100% FC,32.85648887,3.854503105,48.71504598,882263.5997,603068.4276,39.80885966,51.67381258,1.223723724,9.805139712
Dp1AA000017,32.45128472,100% FC,36.80300116,4.319557803,52.45347709,987370.4613,673159.2593,38.62167519,55.95879675,1.358135732,10.37856406
Dp1AA000018,12.97456019,100% FC,0,0,4.806338116,6050.15616,4077.880948,3.011696845,4.806338116,1.595890411,1.756889771
Dp1AA000018,14.66212963,100% FC,0.346501833,0.023545268,7.653010476,16430.05998,12661.04478,6.941342386,7.653010476,1.102526003,2.922711632
Dp1AA000018,16.45375,100% FC,1.158382831,0.119216849,10.05247146,38052.76311,27841.42168,13.61019855,10.08274998,0.738598443,3.897968328
Dp1AA000018,18.80743056,100% FC,3.613169549,0.408487479,14.03409795,103430.7244,85508.68168,22.96626385,14.15521207,0.611074489,4.716877605
Dp1AA000018,20.45333333,100% FC,6.440762644,0.741689394,12.03571507,178737.5812,151800.8993,24.96464673,14.24604765,0.48211037,5.620906482
Dp1AA000018,22.49174769,100% FC,11.84604458,1.378644653,17.60316692,322695.6329,335819.6218,33.59246116,21.90682743,0.524021352,6.71757568
Dp1AA000018,25.44934028,100% FC,20.81357612,2.435373318,24.38740952,561526.5363,541436.8405,36.73054694,28.33243165,0.663954434,8.382852896
Dp1AA000018,27.44930556,100% FC,25.16784763,2.948478123,31.38085784,677493.187,577056.4196,40.01806538,34.22007831,0.784167289,9.077015205
Dp1AA000018,29.44930556,100% FC,27.63990818,3.239784291,35.3557665,743331.1997,610044.2091,41.63193807,39.80885966,0.849246231,9.478053219
Dp1AA000018,31.46662037,100% FC,29.97494573,3.514943749,43.06649157,805519.8996,639374.8115,41.24341316,47.16094636,1.044202899,9.564621084
Dp1AA000018,33.44648148,100% FC,33.06380222,3.878932789,46.67443657,887784.9447,713206.4612,39.37958214,51.75872905,1.185244587,9.934963509
Dp1AA000019,12.94579861,100% FC,0,0,3.805877178,3970.780868,4082.50985,3.362373875,3.805877178,1.13190184,2.755542708
Dp1AA000019,14.63333333,100% FC,0.205628388,0.006944824,6.900086265,12678.19894,7150.01953,6.167790114,6.900086265,1.118729097,2.856264925
Dp1AA000019,16.42503472,100% FC,0.917843507,0.090871836,8.629380618,31646.51588,21618.59323,12.05085434,8.644519882,0.716080402,3.894381615
Dp1AA000019,18.7787037,100% FC,2.935094233,0.328583481,14.47313661,85371.64763,57353.87707,20.02924659,14.50341514,0.722600151,4.323628169
Dp1AA000019,20.42457176,100% FC,5.505600369,0.631490419,17.47071093,153831.5466,115444.5494,26.99330814,17.51612873,0.64722378,5.053812268
Dp1AA000019,22.4630787,100% FC,10.13855409,1.177434972,21.36886986,277220.2983,283450.2795,31.50040397,21.75739477,0.678368121,6.004246077
Dp1AA000019,25.42203704,100% FC,20.01405122,2.341157772,27.22663,540232.9112,509376.3336,37.23861797,30.60380803,0.731139647,8.059976479
Dp1AA000019,27.42197917,100% FC,26.09130091,3.057297317,34.877582,702087.3778,629350.7328,38.25476004,37.2685045,0.91171875,9.000798311
Dp1AA000019,29.42199074,100% FC,29.31147585,3.436760846,39.65942701,787849.8071,646637.2425,39.89851926,42.82739932,0.994007491,9.528641843
Dp1AA000019,31.43928241,100% FC,32.41253542,3.802187891,42.11012257,870439.8552,695809.1913,37.56736982,45.72639286,1.120922832,9.932594363
Dp1AA000019,33.42034722,100% FC,35.43603145,4.158474893,47.3060257,950964.165,746054.2334,37.42165584,51.25345775,1.264135021,10.28381447
Dp1AA000020,11.5878588,100% FC,0,0,3.104523118,2773.801323,1494.681463,2.145318301,3.104523118,1.447115385,2.055558251
Dp1AA000020,13.62956019,100% FC,0.073104361,0,6.343128629,9148.706711,4752.248404,4.630999601,6.343128629,1.369710468,2.277649442
Dp1AA000020,15.40041667,100% FC,0.557237625,0.04837825,10.02219293,22042.55427,10838.89351,7.660467706,10.05247146,1.308300395,2.51853904
Dp1AA000020,17.40045139,100% FC,1.704647187,0.183588321,13.7161734,52601.33861,30593.13775,13.11060283,13.73131267,1.046189376,3.344657438
Dp1AA000020,19.40042824,100% FC,3.570204136,0.40342446,17.4858502,102286.4331,68227.96596,20.98302024,17.53126799,0.833333333,4.220835586
Dp1AA000020,21.40027778,100% FC,7.305000848,0.843530718,19.54768352,201754.7058,162411.1242,26.02147208,20.11611373,0.751213592,5.221768396
Dp1AA000020,23.42359954,100% FC,12.73868382,1.483832738,24.7460479,346469.1579,368774.7063,34.33962444,26.09094181,0.720626632,6.483403066
Dp1AA000020,26.3999537,100% FC,21.82164702,2.554163803,28.84050268,588374.3352,567202.5992,37.71680247,33.47291503,0.764659271,8.384016173
Dp1AA000020,28.39996528,100% FC,26.01308271,3.048080131,32.964844,700004.2045,632752.0515,39.50999435,37.2685045,0.834341906,9.153003548
Dp1AA000020,30.39991898,100% FC,29.91103214,3.507412209,40.67556907,803817.6986,682227.9643,43.63433567,44.68036426,0.932191781,9.795796853
Dp1AA000020,32.39916667,100% FC,33.88990504,3.976280261,45.06388429,909786.4153,793049.0108,43.86386495,48.72710124,1.027357811,10.46225809
Dp1AA01003,12.92298611,100% FC,0.212839559,0.007794584,8.50907499,12870.25298,5639.182292,5.352981721,8.50907499,1.589595376,1.826973972
Dp1AA01003,14.61048611,100% FC,0.840807897,0.081794005,10.69564941,29594.83819,16033.24511,9.303255323,10.69564941,1.149667406,2.928184067
Dp1AA01003,16.40219907,100% FC,2.056986378,0.225107765,16.77430478,61985.13469,37143.37684,15.8356704,16.88027963,1.059273423,3.393478914
Dp1AA01003,18.75592593,100% FC,5.143020458,0.588764214,16.4261017,144175.011,91709.75742,22.45152887,17.98544592,0.731625084,4.789312712
Dp1AA01003,20.40170139,100% FC,8.296078873,0.960318772,17.42529314,228149.9361,168870.9393,29.49128674,19.42367602,0.590862423,5.790730394
Dp1AA01003,22.44032407,100% FC,13.84540805,1.614248473,24.20809034,375944.376,376881.6956,35.08678772,27.04731081,0.689948893,6.793894989
Dp1AA01003,25.40027778,100% FC,21.8327519,2.555472396,38.52373882,588670.09,488208.5113,37.62714288,40.61579601,1.023828435,7.819053794
Dp1AA01003,27.40028935,100% FC,25.30384887,2.96450443,42.02046298,681115.2874,522990.2656,40.25715763,43.99297404,1.043801039,8.538495884
Dp1AA01003,29.40027778,100% FC,27.81113315,3.259961342,44.94934304,747891.4084,535217.1214,39.06169638,46.89196758,1.150726855,8.855662169
Dp1AA01003,31.41752315,100% FC,29.6700588,3.479016052,49.9702803,797399.8924,556819.7276,34.30973791,51.97267789,1.456445993,8.595055907
Dp1AA01003,33.39960648,100% FC,31.40340069,3.683272045,53.05348676,843563.7233,553631.698,32.3057839,55.45352545,1.642228739,8.569417332
Dp1AA01007,12.90956019,100% FC,0,0,4.300950632,5437.144343,3987.390456,4.362834813,4.300950632,0.985815603,3.087477424
Dp1AA01007,14.59704861,100% FC,0.12950554,0,3.465514178,10650.83072,7466.418581,8.14808393,4.300950632,0.425316456,4.357629646
Dp1AA01008,13.10353009,100% FC,0.008892216,0,5.518006206,7438.554408,3723.452292,3.857447329,5.518006206,1.430481283,2.130484823
Dp1AA01008,14.83712963,100% FC,0.55517597,0.048135306,10.82973181,21987.64654,11606.83508,8.014001536,10.82973181,1.351351351,2.423833486
Dp1AA01008,16.65747685,100% FC,1.578658542,0.168741893,11.77834758,49245.90221,36558.00151,15.39663173,11.83890464,0.764995084,3.93258107
Dp1AA01008,19.0247338,100% FC,3.81639474,0.432435416,17.4858502,108843.19,78003.88443,20.98302024,17.92488886,0.833333333,4.274963982
Dp1AA01008,20.64952546,100% FC,7.782225647,0.899766608,17.42529314,214464.5613,138449.7585,25.23715349,19.10575147,0.690461908,5.459697652
Dp1AA01008,22.64895833,100% FC,12.92566536,1.505866533,23.49081359,351449.0089,360713.8888,32.45677297,25.67253037,0.723756906,6.517660366
Dp1AA01008,25.64465278,100% FC,21.97638944,2.572398559,34.66837628,592495.5665,548196.1919,36.67077388,37.11907185,0.945395273,8.022349686
Dp1AA01008,27.64462963,100% FC,26.81384448,3.142441429,44.26195282,721330.7709,595154.7826,36.79032,45.45741408,1.203086921,8.521761636
Dp1AA01008,29.64474537,100% FC,30.38391744,3.563136736,47.13105983,816411.9809,633627.3909,36.61100082,48.41618067,1.287346939,9.122219314
Dp1AA01008,31.64454861,100% FC,31.76154173,3.725475176,48.41618067,853102.0392,640179.9313,36.49145469,51.70369911,1.326781327,9.338774545
Dp1AA01008,33.64342593,100% FC,34.29321797,4.023806422,52.16926198,920527.7875,696751.9927,33.31632651,54.88509524,1.565876777,9.371942264
Dp1AA01009,12.02188657,100% FC,0,0,4.713511843,3705.662787,1916.819153,2.320656816,4.713511843,2.031111111,0.784698241
Dp1AA01010,12.03118056,100% FC,0,0,3.207663421,2256.907291,714.2123168,1.835897392,3.207663421,1.747191011,1.394329873
Dp1AA01012,11.5097338,100% FC,0,0,4.981676631,4773.214607,2596.450851,2.83635833,4.981676631,1.756363636,1.395021097
Dp1AA01012,13.56938657,100% FC,0.171566165,0.002930951,8.612215293,11771.02495,6778.345945,5.280783509,8.612215293,1.630859375,1.727559396
Dp1AA01012,15.32881944,100% FC,0.760569714,0.072338784,10.94568805,27457.86687,14832.04572,7.660467706,10.97596657,1.428853755,2.299314656
Dp1AA01012,17.32194444,100% FC,2.139147308,0.234789561,14.20062986,64173.31424,36041.28537,17.50098946,14.38230103,0.811418685,3.95417618
Dp1AA01012,19.32196759,100% FC,4.198465513,0.477458413,17.16792565,119018.8228,80346.93903,19.68104351,17.34959682,0.872307692,4.273640206
Dp1AA01012,21.32159722,100% FC,7.032822267,0.811457353,15.22129799,194505.8151,172633.9302,24.631976,15.2844569,0.617948718,5.453685489
Dp1AA01012,23.32155093,100% FC,11.11080971,1.292005006,17.42384774,303114.2344,297034.3923,29.16925453,17.93191877,0.597336066,6.395414879
Dp1AA01012,26.31626157,100% FC,18.86296122,2.205514001,27.88413368,509576.1064,456837.6949,32.03836153,28.78072962,0.870335821,7.502148674
Dp1AA01012,28.31642361,100% FC,23.3167196,2.73034228,34.54883016,628192.3758,508987.7214,35.62474528,35.14656078,0.969798658,8.263612947
Dp1AA01012,30.31638889,100% FC,26.78039538,3.138499806,35.68451835,720439.9261,559570.7942,37.02941225,38.94215026,0.963680387,9.038544631
Dp1AA01012,32.31210648,100% FC,30.05634421,3.524535698,36.60058998,807687.7729,639051.0172,36.947964,40.45328366,0.990598291,9.69987524
Dp1AA01017,12.77458333,100% FC,0.220449459,0.00869133,8.931950232,13072.92627,7419.857275,5.631460539,8.931950232,1.586080586,1.836342109
Dp1AA01017,14.50368056,100% FC,0.85664453,0.083660185,10.88130196,30016.61283,16596.3374,9.220743081,10.88130196,1.180089485,2.865062336
Dp1AA01017,16.26146991,100% FC,1.870864684,0.203175294,15.38149247,57028.18394,29890.36657,14.73050411,15.411771,1.044193217,3.385572875
Dp1AA01017,18.60766204,100% FC,4.72843166,0.539909313,16.98625448,133133.3306,93877.249,21.75512271,17.92488886,0.780793319,4.590514708
Dp1AA01017,20.25357639,100% FC,7.064413203,0.81518001,17.47071093,195347.1717,160369.8931,27.99249958,18.51532017,0.624121147,5.447117777
Dp1AA01017,22.25349537,100% FC,13.25367627,1.544519146,30.0060774,360184.8735,318482.1308,31.052106,32.15790766,0.966313763,6.058743779
Dp1AA01017,25.25195602,100% FC,23.22027111,2.718976847,30.0060774,625623.6779,544739.0823,37.56736982,33.56257463,0.798727128,8.616937546
Dp1AA01017,27.25197917,100% FC,28.67505564,3.361765462,38.82260413,770900.1245,633257.055,41.90091685,43.06649157,0.926533524,9.536438121
Dp1AA01017,29.25204861,100% FC,31.21409505,3.66096438,44.6205912,838521.9751,687478.0767,42.85728585,49.34266314,1.041143654,9.843762796
Dp1AA01017,31.25200231,100% FC,33.44300431,3.923617742,48.5357268,897884.1763,752793.7845,42.25955523,52.9290469,1.148514851,10.09874942
Dp1AA01017,33.25071759,100% FC,36.60598799,4.296341887,51.37977557,982123.4396,856242.8046,40.07433018,55.76932001,1.282111899,10.50168842
Dp1AA01020,11.88509259,100% FC,0,0,3.630538663,3045.545087,1883.690739,3.011696845,3.630538663,1.205479452,2.586819699
Dp1AA01020,13.85123843,100% FC,0.11703253,0,7.910861234,10318.63895,5551.233158,4.300950632,7.910861234,1.839328537,1.259163955
Dp1AA01020,15.65636574,100% FC,0.822227825,0.07960454,10.08274998,29099.99797,19109.74809,9.7799647,10.09788925,1.030959752,3.183987888
Dp1AA01020,19.65619213,100% FC,5.093370428,0.582913484,17.4858502,142852.6893,110507.907,21.70970492,17.74321769,0.805439331,4.616793547
Dp1AA01020,23.6637037,100% FC,14.30810267,1.668772136,28.81061615,388267.2515,408730.582,32.72575175,30.39460231,0.880365297,6.478742549
Dp1AA01020,26.65189815,100% FC,23.2666535,2.724442521,41.39284582,626858.9731,578202.0561,36.43168163,41.48250542,1.136177194,7.888349557
Dp1AA01020,28.65200231,100% FC,26.62387833,3.120055929,46.68276186,716271.4313,574153.371,38.70305801,46.83219451,1.206177606,8.473228466
Dp1AA01020,30.65196759,100% FC,29.13992821,3.416545774,50.29903214,783281.0051,568921.5349,36.22247591,52.21177014,1.388613861,8.62700556
Dp1AA01020,32.64987269,100% FC,32.37363288,3.797603638,53.93771154,869403.7696,626092.5236,34.45318694,55.04299252,1.565536205,8.950640656
Dp1AA01021,11.61150463,100% FC,0,0,3.486142239,2417.103597,1082.164627,0.773552272,3.486142239,4.506666667,-4.645719763
Dp1AA01021,13.65296296,100% FC,0.041932061,0,6.38438475,8318.499561,5229.025288,4.125612117,6.38438475,1.5475,1.881557804
Dp1AA01021,15.42386574,100% FC,0.595463943,0.052882817,9.870800285,23060.63,13322.93238,7.78158182,9.901078814,1.26848249,2.614117713
Dp1AA01021,17.42390046,100% FC,1.900902703,0.206714956,15.07870718,57828.18192,32786.82143,14.03409795,15.09384645,1.074433657,3.325971181
Dp1AA01021,19.42400463,100% FC,4.087399671,0.464370479,17.44043241,116060.8231,78568.72287,25.07062158,17.4858502,0.695652174,4.63597611
Dp1AA01021,21.42383102,100% FC,7.989841298,0.924231915,21.6635071,219993.9574,176915.6257,27.94781892,21.6635071,0.775141243,5.319954747
Dp1AA01021,23.44709491,100% FC,13.71827996,1.599267773,30.21528312,372558.593,349784.6515,32.21768072,30.75324069,0.937847866,6.223214227
Dp1AA01021,26.42224537,100% FC,22.48111054,2.631874598,27.7048145,605937.7268,552237.1817,44.68036426,29.97619087,0.62006689,8.845567141
Dp1AA01021,28.42226852,100% FC,27.3574999,3.206505465,37.62714288,735809.8631,618610.992,44.35161242,39.7490866,0.848382749,9.417852306
Dp1AA01021,30.42216435,100% FC,29.75408487,3.488917635,42.6181936,799637.746,661346.7916,42.05034951,44.77002386,1.013503909,9.583271659
Dp1AA01021,32.42103009,100% FC,33.58042422,3.939811223,47.46392298,901544.0597,718522.9815,39.60063833,49.86396167,1.198564593,10.01938823
Dp1AA01022,12.01255787,100% FC,0,0,5.146701115,6302.930503,4005.270724,4.166868238,5.146701115,1.235148515,2.548755553
Dp1AA01023,11.90792824,100% FC,0.038101551,0,7.116680901,8216.482196,4772.306979,4.651627661,7.116680901,1.529933481,1.919174325
Dp1AA01023,13.87413194,100% FC,0.640537705,0.058194283,11.32480526,24261.07265,13440.24324,8.168711991,11.32480526,1.386363636,2.365948383
Dp1AA01023,15.67917824,100% FC,1.715507908,0.184868142,14.59425073,52890.59055,35944.27617,14.73050411,14.65480779,0.990750257,3.468419228
Dp1AA01023,19.67899306,100% FC,7.511498648,0.867864297,17.4858502,207254.3303,156775.691,33.20040648,19.43881529,0.526675787,5.758754636
Dp1AA01023,21.70858796,100% FC,13.32886068,1.553378834,24.72671437,362187.2486,305408.1646,33.47422379,27.50570653,0.738679245,6.573638653
Dp1AA01023,23.68643519,100% FC,18.37025921,2.147454284,32.87518441,496454.0487,476023.9796,40.3169307,34.84769547,0.815418829,7.514052156
Dp1AA01024,11.90877315,100% FC,0,0,5.971823539,6578.577066,3064.968322,3.816191208,5.971823539,1.564864865,1.82917689
Dp1AA01024,13.87497685,100% FC,0.513984366,0.043281311,10.16963387,20890.59681,10748.673,7.230135234,10.16963387,1.406562054,2.293903111
Dp1AA01024,19.67984954,100% FC,6.84724866,0.789589468,17.4858502,189563.4614,168872.4577,24.3439369,18.16711709,0.718283582,5.193219563
Dp1AA01024,23.68728009,100% FC,18.01786058,2.105927835,33.41314197,487068.6695,418727.7272,36.4017951,36.19258938,0.917898194,7.212212454
Dp1AA01026,11.62165509,100% FC,0,0,3.970901662,4556.200799,3428.92707,3.847133299,3.970901662,1.032171582,2.978716898
Dp1AA01026,13.66314815,100% FC,0.195145607,0.005709539,7.302333446,12399.01263,10165.88519,7.467357931,7.302333446,0.977900552,3.16227873
Dp1AA01026,15.43400463,100% FC,0.884733985,0.086970229,10.24928189,30764.71501,23685.78188,10.77915614,10.27956042,0.950842697,3.37313251
Dp1AA01026,17.43407407,100% FC,2.250982807,0.247968191,11.18791627,67151.81209,50907.20289,18.72726987,11.23333407,0.597413096,4.447291228
Dp1AA01026,19.43414352,100% FC,5.199469129,0.595416093,17.42529314,145678.3998,104780.377,27.73513209,17.53126799,0.628275109,5.02798978
Dp1AA01026,21.43392361,100% FC,9.349612329,1.084466537,18.50556145,256208.5324,225906.6681,31.86367151,19.61084243,0.580773043,6.044453109
Dp1AA01026,23.45725694,100% FC,16.00755355,1.869034433,25.37366506,433528.4683,378716.0606,35.20633385,29.0497084,0.720713073,7.201919864
Dp1AA01026,26.43189815,100% FC,25.71413811,3.012852674,36.76043347,692042.4583,568232.8063,38.85249066,40.10772498,0.946153846,8.842484468
Dp1AA01026,28.43196759,100% FC,28.95321555,3.394543663,40.64568254,778308.3153,581065.6663,40.64568254,44.44127201,1,9.436753868
Dp1AA01026,30.43189815,100% FC,31.68636192,3.716616031,46.02525817,851099.7868,661803.6996,41.06409398,50.77721664,1.120815138,9.77317089
Dp1AA01026,32.43018519,100% FC,35.63507022,4.181929505,50.17975623,956265.1342,737015.0696,41.05329333,54.75877741,1.222307692,10.41914925
Dp1AA01027,11.65719907,100% FC,0,0,4.61037154,5771.786714,3997.64665,4.383462874,4.61037154,1.051764706,2.945856402
Dp1AA01027,13.6987037,100% FC,0.432773485,0.033711469,9.261999202,18727.71976,9452.852787,6.508153114,9.261999202,1.423137876,2.23975802
