plant,group,day,fw_biomass,dw_biomass,height_above_bound,sv_area,tv_area,extent_x,extent_y,height_width_ratio,tiller_count
Dr8AC000948,R187,13.56174769,0.397017523,0.029498007,8.344050506,17775.43667,11318.39097,5.67271666,8.344050506,1.470909091,2.127310158
Dr6AD000780,R133,13.56259259,0.371918147,0.026540311,10.00460938,17106.9688,8635.715478,6.250302357,10.00460938,1.600660066,1.837725456
Dr3AE000488,R98,13.5634375,0.193278063,0.005489468,7.694266597,12349.27463,10070.85656,6.786631932,7.694266597,1.133738602,2.820688943
Dr8AA000912,R187,13.56512731,0.177206283,0.003595579,7.023854628,11921.23736,7702.40181,5.6520886,7.023854628,1.24270073,2.578602498
Dr4AB000531,R102,13.56597222,0.127174519,0,5.858369206,10588.74898,5853.745504,4.280322571,5.858369206,1.368674699,2.291805139
Dr3AC000453,R98,13.5668287,0.405138611,0.030454991,10.99475629,17991.72438,9465.559576,6.580351326,10.99475629,1.670846395,1.691369179
Dp1AD000077,A10,13.56767361,0.329748468,0.021571061,7.003226568,15983.87016,8882.045663,7.384845689,7.003226568,0.948324022,3.256625479
Dp2AE000196,B100,13.56854167,0.063255455,0,4.9713626,8886.402276,7580.32587,4.569115419,4.9713626,1.088036117,2.892158993
Dp1AA01012,A10,13.56938657,0.171566165,0.002930951,8.612215293,11771.02495,6778.345945,5.280783509,8.612215293,1.630859375,1.727559396
Dr2AD000379,R70,13.61780093,0.332917839,0.021944538,5.404551873,16068.27954,11474.68448,6.250302357,5.404551873,0.864686469,3.440431583
Dr7AE000896,R161,13.61853009,0,0,3.589282541,6205.269751,6186.572619,4.806338116,3.589282541,0.746781116,3.617141289
Dr2AA000306,R70,13.62021991,0.250909503,0.012280724,7.096052841,13884.164,8616.564531,6.126533993,7.096052841,1.158249158,2.779698586
Dr3AB000436,R98,13.62106481,0.295325005,0.01751462,8.622529324,15067.07531,10519.49698,6.394698781,8.622529324,1.348387097,2.37319137
Dp1AC000044,A10,13.6219213,0,0,4.300950632,3893.541742,1964.288087,2.609449664,4.300950632,1.648221344,1.624517041
Dr1AD000164,R20,13.62275463,0.529367745,0.04509408,11.44857362,21300.3,14311.11212,7.952117355,11.44857362,1.439688716,2.224760533
Dr8AE000983,R187,13.62359954,0.077517626,0,5.260155449,9266.244511,8733.648517,6.074963842,5.260155449,0.865874363,3.381677648
Dp2AA01102,B100,13.62447917,0.14491959,0,5.559262327,11061.35078,9326.329471,5.126073055,5.559262327,1.084507042,2.917840249
Dr5AA000606,R128,13.62533565,0.162688517,0.001884814,6.838202083,11534.58791,6807.299272,4.342206753,6.838202083,1.574821853,1.848291527
Dr5AB000626,R128,13.62618056,0.312347597,0.019520553,7.054796719,15520.4354,7919.869431,5.827427115,7.054796719,1.210619469,2.678551288
Dr1AC000249,R20,13.62702546,0.211285545,0.00761146,8.570959172,12828.86516,9710.256031,6.136848023,8.570959172,1.396638655,2.249076089
Dr5AD000671,R128,13.62787037,0.19969178,0.006245257,5.796485024,12520.09018,8303.251414,5.32203963,5.796485024,1.089147287,2.919723695
Dr5AE000687,R128,13.62871528,0.008980822,0,4.9713626,7440.91424,5523.187459,3.578968511,4.9713626,1.389048991,2.221212803
Dp1AA000020,A10,13.62956019,0.073104361,0,6.343128629,9148.706711,4752.248404,4.630999601,6.343128629,1.369710468,2.277649442
Dr4AA000518,R102,13.63040509,0.170036006,0.002750638,5.868683236,11730.27247,6785.970019,4.754767964,5.868683236,1.234273319,2.595476304
Dr6AB000723,R133,13.63125,0.087104122,0,7.622068385,9521.560211,4497.023467,3.475828208,7.622068385,2.192878338,0.478550532
Dr6AC000753,R133,13.63209491,0.348342113,0.023762125,8.808181869,16479.07188,9207.520992,6.37407072,8.808181869,1.381877023,2.311527785
Dr2AD000371,R70,13.63295139,0.109040943,0,5.404551873,10105.80023,7687.970527,4.95073454,5.404551873,1.091666667,2.894277134
Dr7AE000897,R161,13.63378472,0,0,3.816191208,6494.984546,5933.435225,4.548487359,3.816191208,0.839002268,3.417631482
Dp2AA000112,B100,13.63462963,0.113127047,0,5.858369206,10214.6248,7524.143709,4.25969451,5.858369206,1.375302663,2.274205881
Dr5AA000611,R128,13.63547454,0.204023254,0.006755676,5.342667691,12635.44967,8933.417396,5.827427115,5.342667691,0.916814159,3.297968196
Dr4AB000532,R102,13.63631944,0.160561972,0.001634223,5.765542933,11477.95194,6357.751222,4.228752419,5.765542933,1.363414634,2.310661789
Dr2AC000342,R70,13.63716435,0.207833316,0.007204651,7.292019416,12736.92246,10919.21626,5.373609782,7.292019416,1.357005758,2.335086119
Dp2AD000167,B100,13.63800926,0.059152312,0,5.621146509,8777.123889,6411.936602,4.476289146,5.621146509,1.255760369,2.524054993
Dp2AE000191,B100,13.63888889,0,0,3.929645541,7102.36907,8153.674352,4.435033025,3.929645541,0.886046512,3.31965081
Dr1AA000202,R20,13.64048611,0.224797972,0.009203756,8.426562748,13188.73958,10624.32799,7.281705386,8.426562748,1.157223796,2.776202451
Dr5AB000627,R128,13.64133102,0.295611271,0.017548354,7.333275537,15074.69939,10136.02423,5.600518448,7.333275537,1.309392265,2.45862643
Dr1AC000248,R20,13.64217593,0.570068607,0.049890246,12.20149783,22384.27988,10820.55712,7.106366871,12.20149783,1.716981132,1.62662766
Dr1AB000222,R20,13.64461806,0.860774936,0.084146909,12.5315468,30126.61732,16849.38403,8.715355596,12.5315468,1.437869822,2.301607108
Dr7AC000841,R161,13.64546296,0.239520214,0.010938616,5.600518448,13580.83479,10279.33866,6.807259992,5.600518448,0.822727273,3.511758888
Dr5AD000666,R128,13.64630787,0.109610067,0,5.734600842,10120.95761,9288.299867,4.61037154,5.734600842,1.243847875,2.561229073
Dr3AE000490,R98,13.64715278,0.27061754,0.014603107,9.530163989,14409.04516,9227.942618,5.043560813,9.530163989,1.889570552,1.182935944
Dr6AA000702,R133,13.64875,0.244700261,0.01154903,10.56156702,13718.79422,9744.292074,5.487064115,10.56156702,1.92481203,1.100082841
Dr8AB000922,R187,13.64959491,0.202564662,0.006583796,6.03370772,12596.6032,6673.514934,4.919792449,6.03370772,1.226415094,2.619832337
Dr8AC000946,R187,13.65043981,0.433867429,0.033840379,8.467818869,18756.85461,12664.58452,7.343589567,8.467818869,1.153089888,2.831219695
Dr6AD000779,R133,13.65128472,0.112319368,0,9.107288747,10193.11402,5583.000131,3.228291481,9.107288747,2.821086262,-0.891253008
Dp1AE000083,A10,13.65211806,0.073458786,0,6.611293417,9158.14604,5664.323582,3.919331511,6.611293417,1.686842105,1.583425089
Dp1AA01021,A10,13.65296296,0.041932061,0,6.38438475,8318.499561,5229.025288,4.125612117,6.38438475,1.5475,1.881557804
Dr6AA000708,R133,13.65384259,0.120304139,0,6.631921477,10405.77122,5815.897425,5.105444994,6.673177599,1.298989899,2.442856838
Dp2AB000138,B100,13.6546875,0.118187817,0,5.352981721,10349.40753,9265.155358,5.497378145,5.352981721,0.973733583,3.154481324
Dr7AC000856,R161,13.65553241,0.113365602,0,5.30141157,10220.9782,10174.32613,6.085277872,5.30141157,0.871186441,3.377929488
Dr3AD000461,R98,13.65637731,0.35503528,0.024550844,9.891155049,16657.32998,8038.587147,5.363295752,9.891155049,1.844230769,1.300759589
Dr6AE000781,R133,13.65722222,0.361541011,0.025317476,10.34497238,16830.59613,10618.06536,6.209046235,10.34497238,1.666112957,1.692146651
Dp2AA000114,B100,13.65806713,0.110925526,0,6.611293417,10155.99204,8620.285805,3.991529723,6.611293417,1.656330749,1.658461756
Dr2AA000314,R70,13.65892361,0.159178353,0.001471179,6.074963842,11441.10225,10058.42206,5.683030691,6.074963842,1.068965517,2.955000589
Dr1AB000237,R20,13.65976852,0.850854463,0.082977886,12.50060471,29862.40686,14287.69532,8.333736475,12.50060471,1.5,2.163403185
Dr3AC000457,R98,13.66061343,0.174524245,0.00327953,7.78709287,11849.80705,8241.169672,5.208585297,7.78709287,1.495049505,2.025540881
Dr2AD000361,R70,13.66145833,0.251751261,0.012379916,6.951656416,13906.58241,8389.929869,5.971823539,6.951656416,1.164075993,2.767126858
Dr7AE000899,R161,13.66230324,0,0,4.373148844,6847.507184,6418.834573,4.899164388,4.373148844,0.892631579,3.30313002
Dp1AA01026,A10,13.66314815,0.195145607,0.005709539,7.302333446,12399.01263,10165.88519,7.467357931,7.302333446,0.977900552,3.16227873
Dr1AA000203,R20,13.66399306,0.212171606,0.007715873,6.704119689,12852.46348,7314.118636,6.435954902,6.704119689,1.041666667,3.026417774
Dr5AB000629,R128,13.66482639,0.228376295,0.009625424,5.548948297,13284.0405,6883.63077,5.837741145,5.548948297,0.950530035,3.229507744
Dr8AC000958,R187,13.6656713,0.413334674,0.031420811,8.354364536,18210.00886,9177.024698,6.157476084,8.354364536,1.35678392,2.380754099
Dp1AD000062,A10,13.6665162,0.124863945,0,7.07542478,10527.21182,6235.856808,4.868222298,7.07542478,1.453389831,2.105828691
Dr2AE000399,R70,13.66736111,0.441153575,0.034698974,7.622068385,18950.90544,13157.51718,6.642235508,7.622068385,1.147515528,2.845025705
Dr4AC000557,R102,13.66824074,0.259797375,0.013328065,5.724286812,14120.87333,7374.566648,5.074502903,5.724286812,1.12804878,2.847770964
Dr1AD000170,R20,13.66908565,0.750085493,0.07110333,12.51091874,27178.64222,17396.32054,9.21042905,12.51091874,1.358342665,2.451380815
Dr4AE000593,R102,13.66993056,0.05553991,0,4.744453934,8680.915342,5655.065778,3.620224632,4.744453934,1.310541311,2.403327807
Dp2AA000103,B100,13.67078704,0.032979438,0,5.559262327,8080.065738,9307.178525,4.146240177,5.559262327,1.34079602,2.332130371
Dr7AB000827,R161,13.67247685,0.00242738,0,4.063727935,7266.377414,9019.097461,5.342667691,4.063727935,0.760617761,3.595608289
Dp2AC000143,B100,13.67332176,0.143716592,0,6.879458204,11029.31151,8931.329852,4.527859298,6.879458204,1.519362187,1.965539181
Dp2AD000168,B100,13.67416667,0.261157137,0.013488299,6.559723265,14157.08768,10577.85745,5.126073055,6.559723265,1.279678068,2.516105065
Dr1AE000189,R20,13.67502315,0.438406787,0.034375294,8.426562748,18877.75064,17547.25904,8.715355596,8.426562748,0.966863905,3.239925792
Dp1AA01037,A10,13.67585648,0.356705164,0.024747622,8.50907499,16701.80375,10573.86388,7.219821204,8.50907499,1.178571429,2.75846729
Dr3AA000419,R98,13.67670139,0.322666797,0.020736561,8.653471415,15795.2651,9371.257048,6.982598507,8.653471415,1.23929099,2.618049005
Dr6AB000725,R133,13.6775463,0,0,5.3117256,4690.711239,2230.76761,2.454739209,5.3117256,2.163865546,0.502188383
Dp2AC000141,B100,13.6783912,0.06411766,0,4.465975116,8909.36526,7972.42108,4.816652146,4.465975116,0.927194861,3.244481358
Dr2AD000366,R70,13.67924769,0.25734026,0.01303852,7.106366871,14055.43337,10412.66919,5.32203963,7.106366871,1.335271318,2.393554523
Dr8AE000986,R187,13.68008102,0.014563005,0,4.579429449,7589.583674,5496.412439,4.228752419,4.579429449,1.082926829,2.892639148
Dp2AA01101,B100,13.6809375,0.078781967,0,5.445807994,9299.917502,8362.791798,5.167329176,5.445807994,1.053892216,2.970324599
Dr2AA000313,R70,13.68178241,0.261276415,0.013502354,6.394698781,14160.26438,11705.85728,6.37407072,6.394698781,1.003236246,3.121350588
Dr1AB000226,R20,13.68265046,0,0,5.848055175,5071.279577,3110.440475,3.042638936,5.848055175,1.922033898,1.034776701
Dr8AC000959,R187,13.68349537,0.261433179,0.013520827,7.869605112,14164.43947,11063.80137,6.239988326,7.869605112,1.261157025,2.556714227
Dr7AD000875,R161,13.68434028,0,0,3.847133299,6239.487319,5934.342853,4.24938048,3.847133299,0.905339806,3.270288236
Dr5AE000684,R128,13.68518519,0.024190397,0,5.095130964,7845.988528,5987.983656,3.774935087,5.095130964,1.349726776,2.310645706
Dp1AA000017,A10,13.68603009,0.127263125,0,7.023854628,10591.10881,5508.937702,5.187957237,7.023854628,1.35387674,2.324222072
Dr6AA000712,R133,13.686875,0.327850253,0.021347377,10.41717059,15933.31529,10075.93927,5.920253387,10.41717059,1.759581882,1.480105994
Dp2AB000139,B100,13.68770833,0.075718241,0,5.507692176,9218.321763,7954.086999,4.775396025,5.507692176,1.153347732,2.751911158
Dr5AC000653,R128,13.68855324,0.045111656,0,5.342667691,8403.181235,7170.531918,3.960587632,5.342667691,1.348958333,2.316927899
Dr8AD000963,R187,13.68939815,0,0,3.89870345,5520.464575,3973.685277,4.032785844,3.89870345,0.966751918,3.129901748
Dr3AE000482,R98,13.69024306,0.083450825,0,5.270469479,9424.262511,10786.7026,6.301872508,5.270469479,0.836333879,3.447655683
Dp1AA000008,A10,13.69108796,0.296623425,0.017667625,8.034629597,15101.65593,11286.89628,7.281705386,8.034629597,1.103399433,2.909832959
Dr5AB000625,R128,13.69193287,0.189352132,0.005026839,6.580351326,12244.7159,9383.237735,5.982137569,6.580351326,1.1,2.893690331
Dr7AC000858,R161,13.69277778,0.247965055,0.011933752,5.899625327,13805.74496,12198.97146,6.528781174,5.899625327,0.903633491,3.336486092
Dp2AA000117,B100,13.69363426,0.115665952,0,5.528320236,10282.24307,8044.849779,4.868222298,5.528320236,1.13559322,2.7995645
Dr7AA000808,R161,13.69446759,0.176872306,0.003556224,6.508153114,11912.3426,11338.44954,6.167790114,6.508153114,1.055183946,2.989063101
Dr3AB000422,R98,13.69532407,0.226791609,0.009438685,9.096974717,13241.83581,7973.873285,5.507692176,9.096974717,1.651685393,1.694106676
Dr2AC000357,R70,13.69615741,0.50990167,0.042800209,6.951656416,20781.863,14558.44069,7.157937022,6.951656416,0.971181556,3.246192213
Dr1AD000168,R20,13.69700231,0.999709271,0.10051885,12.5315468,33826.83434,18275.44883,8.870066051,12.5315468,1.412790698,2.387059937
Dr4AE000587,R102,13.6978588,0.148296845,0.000188908,5.693344721,11151.29669,7598.296901,4.25969451,5.693344721,1.336561743,2.366754673
Dp1AA01027,A10,13.6987037,0.432773485,0.033711469,9.261999202,18727.71976,9452.852787,6.508153114,9.261999202,1.423137876,2.23975802
Dr3AA000413,R98,13.69954861,0.503525441,0.042048838,11.32480526,20612.04584,10848.69358,6.229674296,11.32480526,1.817880795,1.391095693
Dr5AB000624,R128,13.70039352,0.308281941,0.019041458,8.024315567,15412.1554,10815.4744,5.332353661,8.024315567,1.50483559,2.033524493
Dr1AC000253,R20,13.70123843,0.074464124,0,6.73506178,9184.92106,4540.589601,3.816191208,6.73506178,1.764864865,1.412829427
Dr2AD000368,R70,13.70208333,0.272873587,0.014868958,6.528781174,14469.13012,11426.48944,5.703658751,6.528781174,1.144665461,2.814266737
Dr3AE000483,R98,13.70293981,0.375142045,0.026920214,10.30371626,17192.83039,9912.566268,6.250302357,10.30371626,1.648514851,1.73366489
Dp2AA01061,B100,13.70377315,0.14214213,0,5.6520886,10987.37911,8897.29381,5.074502903,5.6520886,1.113821138,2.853051683
Dr5AA000609,R128,13.70462963,0,0,4.496917207,6780.705777,4911.718609,3.661480753,4.496917207,1.228169014,2.567980114
Dr3AB000428,R98,13.70547454,0.480576465,0.039344544,10.93287211,20000.84928,10865.93851,6.301872508,10.93287211,1.734860884,1.567807102
Dr7AC000859,R161,13.70631944,0.098186698,0,5.126073055,9816.720772,9540.43887,5.528320236,5.126073055,0.927238806,3.251875696
Dr1AD000171,R20,13.70716435,0.520817258,0.044086495,10.1799479,21072.57619,9558.228375,7.333275537,10.1799479,1.388185654,2.335637216
Dr5AE000685,R128,13.70800926,0.393786809,0.029117302,8.220282142,17689.39356,15864.88015,6.198732205,8.220282142,1.326123128,2.443582481
Dp1AA01042,A10,13.70885417,0.416061015,0.031742081,9.849898928,18282.61909,11522.69799,7.756150779,9.849898928,1.269946809,2.571467648
Dr7AA000810,R161,13.70969907,0.283076918,0.016071313,6.827888053,14740.87388,12717.49923,7.199193143,6.827888053,0.948424069,3.246145062
Dr4AB000538,R102,13.71054398,0.397119761,0.029510055,6.209046235,17778.15956,11541.66741,5.992451599,6.209046235,1.036144578,3.079170786
Dr2AC000358,R70,13.71138889,0.428312509,0.03318579,6.992912538,18608.91128,15633.16277,6.755689841,6.992912538,1.035114504,3.088284103
Dr3AD000463,R98,13.7122338,0,0,4.672255722,5694.275299,2745.120285,3.19734939,4.672255722,1.461290323,2.048634359
Dr2AE000398,R70,13.7130787,0.076471393,0,6.312186538,9238.380338,6879.455682,4.754767964,6.312186538,1.327548807,2.370695049
Dr1AA000212,R20,13.71392361,0.090910776,0,7.673638537,9622.942237,6795.137059,5.487064115,7.683952567,1.398496241,2.218543191
Dr2AB000333,R70,13.71476852,0.153313312,0.000780046,4.796024086,11284.8995,9306.452423,5.404551873,4.796024086,0.88740458,3.351205864
Dp1AC000053,A10,13.71561343,0.33981889,0.022757754,8.344050506,16252.07417,10293.13461,7.003226568,8.344050506,1.191458027,2.726541738
Dr8AD000969,R187,13.71645833,0.438798698,0.034421476,8.251224233,18888.18836,9264.520018,6.487525053,8.251224233,1.271860095,2.572278046
Dr6AE000794,R133,13.71730324,0.252279489,0.012442162,9.468279808,13920.65064,6114.870022,4.25969451,9.468279808,2.222760291,0.449445491
Dp2AA01064,B100,13.71814815,0.322356676,0.020700017,7.43641584,15787.00569,8906.551613,4.981676631,7.43641584,1.492753623,2.063070295
Dr6AC000748,R133,13.79219907,0.445894001,0.035257583,11.25260705,19077.15647,10188.30359,6.01307966,11.25260705,1.87135506,1.261352409
Dr5AD000677,R128,13.79292824,0.282606625,0.016015894,7.77677884,14728.34862,8418.70167,5.012618722,7.77677884,1.551440329,1.925846786
Dr7AE000881,R161,13.79377315,0.181357137,0.004084714,6.312186538,12031.78642,11302.87053,6.549409235,6.312186538,0.963779528,3.190162572
Dr7AE000884,R161,13.79461806,0.104021068,0,5.982137569,9972.106652,10466.67304,5.66240263,5.982137569,1.056466302,2.970238266
Dr1AB000233,R20,13.79715278,0.952546981,0.094961273,12.49029068,32570.76822,18206.10606,8.405934688,12.49029068,1.485889571,2.216653916
Dr1AC000244,R20,13.79800926,1.079901183,0.109968618,12.51091874,35962.57332,20980.17968,7.818034961,12.51091874,1.600263852,1.994252719
Dp1AD000074,A10,13.79888889,0.314647947,0.019791625,8.14808393,15581.70028,10976.75987,7.487985992,8.14808393,1.08815427,2.947172422
Dr6AE000793,R133,13.7997338,0.607143437,0.054259122,12.47997665,23371.68817,9242.555425,6.281244447,12.47997665,1.986863711,1.04392005
Dp2AA000109,B100,13.8005787,0.240852713,0.011095637,6.590665356,13616.32304,8871.154129,5.157015146,6.590665356,1.278,2.515314685
Dr2AA000304,R70,13.80142361,0.377997887,0.027256744,7.168251053,17268.8896,15218.92145,6.415326841,7.168251053,1.117363344,2.897152802
Dr8AB000927,R187,13.80226852,0.410904822,0.031134478,9.055718596,18145.295,11799.34294,6.662863568,9.055718596,1.359133127,2.375076698
Dp1AC000048,A10,13.80311343,0.563757128,0.049146505,10.66470732,22216.18722,9911.386352,7.013540598,10.66470732,1.520588235,2.055206669
Dp2AD000164,B100,13.80395833,0.205342122,0.00691109,7.570498234,12670.57487,8558.567114,4.486603177,7.570498234,1.687356322,1.611295674
Dr5AE000700,R128,13.80480324,0.170894804,0.002851838,6.704119689,11753.14469,10701.65788,4.909478419,6.704119689,1.365546218,2.308266887
Dr4AA000503,R102,13.80649306,0.029810067,0,4.60005751,7995.656352,4441.022831,3.599596572,4.60005751,1.277936963,2.46905206
Dp2AB000129,B100,13.80733796,0.221294624,0.008790924,7.498300022,13095.43544,7940.654107,4.641313631,7.498300022,1.615555556,1.771997823
Dr3AC000448,R98,13.80818287,0.382152149,0.02774628,10.58219508,17379.52943,8917.261621,6.054335781,10.58219508,1.747870528,1.517684901
Dr8AD000971,R187,13.8090162,0.184955907,0.004508791,8.014001536,12127.63192,11077.68808,5.466436054,8.014001536,1.466037736,2.091350439
Dr4AE000599,R102,13.80986111,0.129713424,0,6.074963842,10656.36725,7166.719881,3.847133299,6.074963842,1.579088472,1.831700509
Dr3AA000402,R98,13.81070602,0.379807496,0.027469988,10.01492341,17317.08463,9783.138544,6.301872508,10.01492341,1.589198036,1.864554077
Dr6AB000736,R133,13.81155093,0.703001585,0.06555499,12.49029068,25924.66365,11069.97324,5.909939357,12.49029068,2.113438045,0.787884207
Dr5AC000648,R128,13.81239583,0.212928166,0.007805025,5.951195478,12872.61282,8708.234939,5.703658751,5.951195478,1.043399638,3.022790086
Dr4AD000570,R102,13.81324074,0.296732479,0.017680476,7.219821204,15104.56034,8466.533655,5.157015146,7.219821204,1.4,2.26050372
Dr8AE000989,R187,13.81408565,0.293358632,0.017282904,7.219821204,15014.70519,7986.307786,5.909939357,7.219821204,1.221640489,2.650247776
Dr1AA000214,R20,13.81577546,0.417250381,0.031882235,9.499221898,18314.2953,11667.73691,7.41578778,9.499221898,1.280945758,2.547648939
Dp1AB000037,A10,13.81662037,0.25706081,0.01300559,6.590665356,14047.99082,8537.328624,6.425640872,6.590665356,1.025682183,3.071282415
Dr3AE000500,R98,13.8174537,0.4219022,0.032430403,10.02523744,18438.18649,10806.76118,6.37407072,10.02523744,1.572815534,1.909675698
Dp1AA01047,A10,13.81829861,0.469998263,0.038098015,9.457965777,19719.12161,10598.55136,7.673638537,9.457965777,1.232526882,2.665250647
Dr3AA000403,R98,13.81915509,0.459692694,0.036883613,11.00507032,19444.65496,11623.71696,6.611293417,11.00507032,1.664586583,1.717068369
Dr5AB000636,R128,13.82,0.285806667,0.016392985,7.921175264,14813.57487,9881.434635,4.847594237,7.921175264,1.634042553,1.745707752
Dr3AC000449,R98,13.82084491,0.526201781,0.044721005,12.02615932,21215.98138,12267.95118,6.982598507,12.02615932,1.722304284,1.605328858
Dr2AD000372,R70,13.82168981,0.343676662,0.023212351,6.642235508,16354.81764,12408.90577,6.693805659,6.642235508,0.99229584,3.163419455
Dr8AE0009993,R187,13.82253472,0.642803976,0.058461339,8.282166324,24321.4299,16202.69922,8.003687506,8.282166324,1.034793814,3.136145098
Dp2AA01100,B100,13.8233912,0.23389032,0.010275193,7.395159719,13430.89468,11810.68829,4.94042051,7.395159719,1.496868476,2.034611023
Dr8AB000925,R187,13.82506944,0.430231172,0.033411884,7.508614052,18660.01073,11383.37712,7.209507174,7.508614052,1.04148784,3.074752683
Dr8AC000953,R187,13.82591435,0.533961629,0.04563542,9.715816535,21422.64823,13929.72692,6.786631932,9.715816535,1.431610942,2.243455384
Dr6AD000768,R133,13.82675926,0.277971845,0.015469734,10.85035987,14604.91124,7908.43332,5.548948297,10.85035987,1.955390335,1.040452398
Dr3AE000497,R98,13.82760417,0.574243317,0.050382191,11.13915271,22495.46429,9996.884891,6.528781174,11.13915271,1.706161137,1.651233946
Dr2AA000303,R70,13.82929398,0.405561194,0.030504788,7.054796719,18002.97896,13541.62527,6.38438475,7.054796719,1.105008078,2.930262593
Dr4AB000529,R102,13.83013889,0.233995965,0.010287642,5.67271666,13433.70832,10344.50634,4.362834813,5.67271666,1.300236407,2.46512455
Dr7AC000849,R161,13.8309838,0.128319582,0,5.703658751,10619.24527,10091.18742,5.786170993,5.703658751,0.98573975,3.130423604
Dr5AD000668,R128,13.8318287,0.356691532,0.024746016,8.973206354,16701.4407,9403.205546,5.270469479,8.973206354,1.702544031,1.611321188
Dr1AE000191,R20,13.83268519,0.495230548,0.041071373,12.4284065,20391.12923,13630.57279,7.106366871,12.4284065,1.748911466,1.5402678
Dr5AA000612,R128,13.83351852,0.220429011,0.00868892,6.71443372,13072.3817,8117.460003,4.465975116,6.71443372,1.503464203,2.017211219
Dr3AB000439,R98,13.834375,0.59185548,0.052457598,12.33558023,22964.52634,13945.79193,8.179026021,12.33558023,1.508196721,2.088513454
Dr5AC000650,R128,13.83521991,0.390535647,0.028734187,8.622529324,17602.80587,12107.84563,5.992451599,8.622529324,1.438898451,2.195966526
Dp2AD000163,B100,13.83606481,0.286351935,0.016457239,8.292480354,14828.09691,9125.017625,5.507692176,8.292480354,1.505617978,2.026989983
Dp2AE000189,B100,13.83690972,0.343622135,0.023205926,8.240910203,16353.36543,9444.048797,4.806338116,8.240910203,1.714592275,1.582070254
Dp2AA01118,B100,13.83775463,0.178848904,0.003789145,6.126533993,11964.98502,7807.505109,5.074502903,6.126533993,1.207317073,2.656429758
Dr4AA000502,R102,13.83859954,0,0,4.404090934,6030.460637,4618.464067,3.517084329,4.404090934,1.252199413,2.509176362
Dr1AB000238,R20,13.83943287,0.955000688,0.095250417,12.50060471,32636.11743,22504.08675,9.478593838,12.50060471,1.31882481,2.58295143
Dr4AC000554,R102,13.84028935,0,0,4.414404965,6455.502736,5571.745546,3.671794784,4.414404965,1.202247191,2.622046581
Dr7AD000867,R161,13.84112269,0.223966438,0.009105769,5.724286812,13166.59346,11804.60718,6.931028356,5.724286812,0.825892857,3.501408702
Dp1AE000088,A10,13.84196759,0.248643232,0.012013668,6.446268932,13823.80675,9299.645214,7.653010476,6.446268932,0.842318059,3.47087423
Dr3AA000404,R98,13.8428125,0.389993787,0.028670334,11.45888765,17588.37458,11477.3166,5.827427115,11.45888765,1.966371681,1.041040295
Dp1AC000058,A10,13.84365741,0.417642292,0.031928418,9.396081595,18324.73302,8970.267085,7.714894658,9.396081595,1.217914439,2.685730763
Dr6AD000767,R133,13.84450231,0.452501969,0.036036262,11.3041772,19253.1455,9541.164972,6.951656416,11.3041772,1.62611276,1.799718857
Dr6AE000795,R133,13.84533565,0.400660596,0.029927305,12.49029068,17872.46208,10580.85262,6.580351326,12.49029068,1.898119122,1.192812156
Dr1AA000216,R20,13.84702546,0.642705147,0.058449693,12.33558023,24318.79778,13168.49948,7.962431385,12.33558023,1.549222798,2.00987429
Dr2AB000328,R70,13.84787037,0.416224595,0.031761357,8.83912396,18286.9757,15306.14448,6.508153114,8.83912396,1.358161648,2.378373201
Dr6AC000742,R133,13.84871528,0.496968591,0.041276182,11.18040884,20437.41825,8239.898993,6.126533993,11.18040884,1.824915825,1.374252155
Dr8AD000972,R187,13.84956019,0.318352363,0.020228151,7.405473749,15680.35942,11196.40579,7.250763295,7.405473749,1.021337127,3.094270922
Dr4AE000598,R102,13.85040509,0.324265114,0.020924906,6.095591902,15837.83284,7464.875614,5.053874843,6.095591902,1.206122449,2.691016929
Dp1AA01020,A10,13.85123843,0.11703253,0,7.910861234,10318.63895,5551.233158,4.300950632,7.910861234,1.839328537,1.259163955
Dr8AA000903,R187,13.85208333,0.349500808,0.023898665,7.900547203,16509.93123,11203.75758,6.900086265,7.900547203,1.144992526,2.830398237
Dr3AB000438,R98,13.85293981,0.574941942,0.050464517,12.51091874,22514.07066,12537.15358,7.147622992,12.51091874,1.75036075,1.554620502
Dr8AC000957,R187,13.85378472,0.586821973,0.051864452,9.169172929,22830.46971,13824.26057,8.333736475,9.169172929,1.100247525,2.980537641
Dr7AD000868,R161,13.85462963,0.271813722,0.014744065,7.322961507,14440.90289,12084.06578,6.600979387,7.322961507,1.109375,2.891295783
Dr2AE000390,R70,13.85548611,0.459692694,0.036883613,7.683952567,19444.65496,14618.70718,6.590665356,7.683952567,1.165884194,2.808886919
Dr7AA000819,R161,13.85635417,0.197037006,0.00593242,6.889772235,12449.38597,12352.54209,6.229674296,6.889772235,1.105960265,2.882331036
Dr4AB000528,R102,13.85719907,0.38330062,0.027881615,6.405012811,17410.11648,10131.84915,6.126533993,6.405012811,1.045454545,3.055749971
Dr1AC000257,R20,13.85804398,0.70904043,0.066266604,12.25306799,26085.4953,17764.18209,8.705041566,12.25306799,1.407582938,2.334553833
Dp1AD000073,A10,13.85888889,0,0,6.126533993,5315.431455,3115.795479,3.506770299,6.126533993,1.747058824,1.419868495
Dr5AE000694,R128,13.85972222,0.275726022,0.015205088,7.487985992,14545.09857,7293.243197,5.383923812,7.487985992,1.390804598,2.276016828
