plant,group,day,fw_biomass,dw_biomass,height_above_bound,sv_area,tv_area,extent_x,extent_y,height_width_ratio,tiller_count
Dr3AB000432,R98,20.31,4.250289113,0.483565275,17.47071093,120399.0328,72047.64793,15.33607468,17.51612873,1.139190523,3.700742721
Dr1AC000247,R20,20.31085648,5.98385694,0.687847893,17.47071093,166568.8811,122951.0549,24.69213998,17.50098946,0.707541386,5.026909092
Dr6AD000778,R133,20.31168981,4.110232841,0.467061126,17.47071093,116668.9354,66037.50884,15.72969555,17.50098946,1.110683349,3.732360714
Dp1AE000097,A10,20.31253472,7.340926885,0.847764221,17.4858502,202711.5185,177481.3091,28.34070266,17.94002813,0.616987179,5.523531648
Dp1AA000001,A10,20.31337963,6.994360124,0.806924997,17.4858502,193481.4587,139070.2077,24.10170867,17.54640726,0.725502513,5.209759505
Dr3AA000406,R98,20.31425926,6.148991216,0.707307219,17.47071093,170966.8771,111542.8748,26.38773757,17.53126799,0.662076879,5.16275244
Dr6AB000728,R133,20.31510417,4.004020117,0.454545081,17.47071093,113840.1881,57990.83869,17.83405328,17.51612873,0.979626486,3.995933648
Dp1AC000051,A10,20.31594907,5.354861538,0.613727443,17.47071093,149816.9422,114825.6186,24.75269703,18.01572445,0.705810398,4.892405472
Dr7AD000880,R161,20.31679398,3.196749251,0.359416755,15.3663532,92340.26592,73603.04141,16.57749434,15.48746732,0.926940639,3.933790144
Dr5AE000688,R128,20.31762731,4.486360148,0.511383748,16.88027963,126686.2768,88018.18901,16.62291214,16.94083669,1.015482696,4.023482071
Dr2AA000311,R70,20.31847222,4.14198121,0.470802335,17.45557167,117514.4849,93507.90236,16.27470906,17.51612873,1.07255814,3.822809272
Dr4AB000533,R102,20.31931713,4.255413036,0.484169075,17.03167227,120535.4975,61906.55838,15.18468203,17.07709006,1.121635095,3.740303717
Dr4AC000542,R102,20.32016204,2.772732149,0.309450828,13.11060283,81047.48294,41961.46027,11.32416965,13.17115989,1.157754011,3.335240073
Dr2AD000380,R70,20.32100694,7.716305914,0.891998666,17.4858502,212708.9311,140115.2347,22.28499696,17.59182505,0.784646739,5.239003662
Dr4AE000591,R102,20.32185185,2.002084148,0.218638119,9.356065301,60522.93196,40578.97265,10.73373835,9.416622358,0.871650212,3.792174939
Dr6AB000737,R133,20.38912037,3.571878853,0.403621807,17.42529314,102331.0356,52756.78306,14.79106116,17.44043241,1.178096213,3.466407919
Dr2AC000343,R70,20.38984954,5.429575319,0.622531671,15.15440351,151806.783,120313.8136,22.10332579,15.18468203,0.685616438,4.953043342
Dr8AD000980,R187,20.39069444,4.298720519,0.489272404,16.69860846,121688.8991,81433.1522,18.93921957,16.72888699,0.881694644,4.275131619
Dr1AE000186,R20,20.39153935,7.225927238,0.83421273,17.47071093,199648.7504,189207.7802,26.75107991,17.50098946,0.653084324,5.419219232
Dr7AA000811,R161,20.39239583,5.522953293,0.633535277,17.4858502,154293.7044,124199.3554,22.79973195,18.10656003,0.766932271,4.79554749
Dr1AB000221,R20,20.39324074,5.418386781,0.62121322,17.47071093,151508.8003,121943.7976,23.9200375,17.59182505,0.730379747,4.852582232
Dr6AC000758,R133,20.39408565,4.860527678,0.55547543,17.47071093,136651.4237,61498.49297,17.83405328,17.4858502,0.979626486,4.184248635
Dp2AD000166,B100,20.39493056,2.91882453,0.326666268,16.07789862,84938.33911,56227.23696,11.52098009,16.12331642,1.395532194,2.846788232
Dr2AE000383,R70,20.39579861,7.270581622,0.839474776,17.47071093,200838.0238,166364.8484,21.78540124,17.53126799,0.801945796,5.103131885
Dp2AA01099,B100,20.39748843,5.95329869,0.684246927,17.47071093,165755.0278,127427.2476,19.09061221,17.53126799,0.915146709,4.565676189
Dr7AB000825,R161,20.39833333,3.358783517,0.378510778,9.916218078,96655.6999,84865.07713,19.04519442,10.90027025,0.520667727,4.858876562
Dr4AC000541,R102,20.39916667,4.55887898,0.519929325,17.47071093,128617.6598,62346.69962,14.48827588,17.51612873,1.20585162,3.622648059
Dr4AD000561,R102,20.40001157,4.868915519,0.556463849,17.4858502,136874.8158,59360.42006,15.45718879,17.50098946,1.131243879,3.854153999
Dr6AE000799,R133,20.40085648,5.764696989,0.662022213,17.4858502,160732.0274,74282.13816,21.34636258,17.53126799,0.819148936,4.734379242
Dp1AA01003,A10,20.40170139,8.296078873,0.960318772,17.42529314,228149.9361,168870.9393,29.49128674,19.42367602,0.590862423,5.790730394
Dr1AA000208,R20,20.40255787,7.780800355,0.899598653,17.47071093,214426.6017,167848.3085,27.81082841,17.54640726,0.628198149,5.595699503
Dr8AB000921,R187,20.4033912,5.885568837,0.67626568,17.4858502,163951.189,108855.5269,23.98059456,17.50098946,0.729166667,4.957954463
Dr5AC000647,R128,20.40423611,4.593485059,0.524007285,17.4858502,129539.3182,93106.47989,17.56154652,17.62210358,0.995689655,4.090368236
Dr7AD000863,R161,20.40508102,4.338650061,0.493977678,13.0803243,122752.3365,120734.5954,20.13522144,14.3520225,0.64962406,4.791987187
Dr4AE000586,R102,20.40592593,3.259625986,0.366826112,14.7759219,94014.85245,42553.6296,11.35444818,14.83647896,1.301333333,3.127949472
Dr6AA000707,R133,20.40675926,5.233341182,0.599407555,17.47071093,146580.5091,97856.55097,19.59020793,17.51612873,0.891808346,4.45847873
Dp2AB000124,B100,20.40761574,2.791795423,0.311697233,13.36797033,81555.19222,59167.39564,13.73131267,13.38310959,0.97353914,3.742736489
Dr7AC000843,R161,20.40846065,4.419570987,0.503513352,14.33688324,124907.4912,115165.7364,22.96626385,16.74402625,0.624258405,4.865312276
Dr3AD000477,R98,20.40930556,5.367674908,0.615237363,17.47071093,150158.1988,85763.39041,22.40611108,17.4858502,0.77972973,4.73338968
Dp1AE000099,A10,20.41018519,6.914686328,0.797536283,17.09222933,191359.5186,129362.6164,24.41963322,18.5455987,0.699938004,5.248210985
Dr3AA000401,R98,20.41103009,6.167199315,0.709452851,17.4858502,171451.8107,89740.9842,22.860289,17.53126799,0.764900662,4.941641693
Dp1AB000029,A10,20.411875,4.393046312,0.5003877,11.32416965,124201.0636,111338.4625,20.18063923,11.58153714,0.561140285,4.997666151
Dp2AC000152,B100,20.41273148,4.594461383,0.524122334,13.89784457,129565.3206,84536.53703,17.63724284,13.95840163,0.787982833,4.54531936
Dp1AD000078,A10,20.41356481,2.749927484,0.306763539,14.88189675,80440.12978,72814.24149,19.80215763,14.91217528,0.751529052,4.21958212
Dr5AE000686,R128,20.4144213,7.424049887,0.857559387,17.47071093,204925.3208,125327.8935,21.13441288,17.59182505,0.826647564,5.082793948
Dr2AA000301,R70,20.41525463,8.911113545,1.032794097,17.4858502,244530.061,159492.4576,26.31204125,17.78863548,0.664556962,5.764613395
Dr7AB000822,R161,20.41609954,4.627364238,0.527999587,16.38068391,130441.6173,118638.8474,21.10413435,16.77430478,0.776183644,4.578385692
Dr4AC000543,R102,20.41694444,4.802169117,0.548598492,17.4858502,135097.169,56735.13604,14.18549059,17.51612873,1.232657417,3.617452309
Dr4AD000562,R102,20.41778935,4.027644324,0.457328944,17.4858502,114469.368,54939.26867,13.14088136,17.53126799,1.330645161,3.232635946
Dr2AE000384,R70,20.41863426,8.38766098,0.971110754,17.47071093,230589.0284,145032.5177,25.96383817,17.63724284,0.672886297,5.631289566
Dp2AA000113,B100,20.41946759,5.75397167,0.660758347,17.19820418,160446.3817,129484.0871,23.3296062,17.24362197,0.737183647,4.911469286
Dr8AA000911,R187,20.4203125,7.258545035,0.838056392,17.4858502,200517.4552,144134.9636,26.00925597,17.56154652,0.672293364,5.384335989
Dr2AB000323,R70,20.42115741,6.072873522,0.698337555,17.4858502,168939.6462,132737.2224,23.29932767,17.50098946,0.750487329,4.952458249
Dr3AC000450,R98,20.42200231,4.358575636,0.496325696,17.4858502,123283.0113,98218.1159,22.9057068,17.54640726,0.763384005,4.547311305
Dr7AD000864,R161,20.4228588,4.125761392,0.468891002,16.15359495,117082.505,116289.9091,19.90813248,16.18387347,0.811406844,4.390986579
Dr8AE000997,R187,20.42369213,6.375142222,0.733956721,17.4858502,176989.9225,118379.0142,25.50966025,17.51612873,0.685459941,5.161281876
Dp1AA000019,A10,20.42457176,5.505600369,0.631490419,17.47071093,153831.5466,115444.5494,26.99330814,17.51612873,0.64722378,5.053812268
Dr7AA000814,R161,20.42541667,4.802518313,0.548639641,17.42529314,135106.4691,138347.2676,22.54236446,18.48504164,0.773002015,4.62386133
Dp2AB000123,B100,20.42625,4.423241113,0.503945838,17.47071093,125005.2371,115879.3763,18.43962385,17.4858502,0.947454844,4.158539141
Dp1AC000057,A10,20.42709491,4.947620117,0.565738352,14.27632618,138970.9434,103510.6293,27.19011858,16.44124097,0.525055679,5.19859755
Dr1AD000167,R20,20.42793981,7.12600005,0.822437368,17.47071093,196987.4048,155630.4507,26.55426948,17.77349622,0.657924743,5.386651641
Dr6AE000797,R133,20.42878472,5.147374724,0.589277318,17.47071093,144290.9775,110603.3754,22.42125034,17.51612873,0.779203241,4.686106301
Dp2AA01098,B100,20.42962963,6.034725594,0.693842225,17.47071093,167923.6582,114086.1661,17.63724284,17.51612873,0.99055794,4.418479785
Dp1AB000027,A10,20.43047454,4.927644656,0.563384456,11.99029728,138438.94,109934.1481,25.22201423,16.56235508,0.475390156,5.302939337
Dr5AC000649,R128,20.43130787,4.966562241,0.567970481,17.30417903,139475.4261,83993.52535,19.75673983,17.31931829,0.875862069,4.43473519
Dr3AD000476,R98,20.43216435,3.722681823,0.421392341,17.4858502,106347.3481,53916.0684,16.80458331,17.54640726,1.040540541,3.800717258
Dr4AE000592,R102,20.43300926,4.753039318,0.542809065,17.21334344,133788.7026,86601.15817,15.26037836,17.25876124,1.12797619,3.835831031
Dr3AA000411,R98,20.43384259,5.908922238,0.679017632,17.47071093,164573.1566,122151.6263,23.23877061,17.54640726,0.751791531,4.913555988
Dr3AB000431,R98,20.4346875,5.088645587,0.582356711,17.47071093,142726.8533,86283.24676,20.21091776,17.51612873,0.864419476,4.486628381
Dp2AC000157,B100,20.43553241,5.184581959,0.593661797,17.45557167,145281.9121,105996.0323,18.00058518,17.4858502,0.969722456,4.277179513
Dp2AC000148,B100,20.43637731,3.347566473,0.377188968,17.4858502,96356.95807,70735.57531,15.53288511,17.4858502,1.125730994,3.531733913
Dr8AD000974,R187,20.43722222,5.425890941,0.622097506,17.47071093,151708.6575,89169.69264,21.19496994,17.83405328,0.824285714,4.648642019
Dr1AE000193,R20,20.43806713,4.97173605,0.56858016,17.4858502,139613.2194,105761.0625,21.33122332,17.51612873,0.819730305,4.558763052
Dr3AA000412,R98,20.43894676,6.809421423,0.785131928,17.4858502,188556.0144,123390.2471,27.08414373,17.54640726,0.645612074,5.344003828
Dr8AB000928,R187,20.43979167,5.024393445,0.574785276,16.01734157,141015.6358,100665.9389,22.87542827,16.19901274,0.700198544,4.832033646
Dr2AC000359,R70,20.44063657,5.839688702,0.670859192,17.4858502,162729.2703,117746.0383,21.25552699,18.7121306,0.822649573,4.743203193
Dr8AD000966,R187,20.44148148,5.196597167,0.595077662,17.47071093,145601.9113,106036.2694,23.99573382,17.51612873,0.72807571,4.808863002
Dp1AE000082,A10,20.44231481,8.029121771,0.928860703,15.91136672,221040.1082,169787.0936,27.67457503,18.77268766,0.574945295,5.766883865
Dp2AA000107,B100,20.44315972,6.471278135,0.745285321,17.4858502,179550.2956,125225.7822,20.58939937,17.78863548,0.849264706,4.823797818
Dr4AA000513,R102,20.44400463,6.685406807,0.770518119,17.47071093,185253.152,96430.22004,18.72726987,17.53126799,0.932902183,4.687767851
Dr6AB000730,R133,20.44486111,4.801114401,0.548474205,17.47071093,135069.0789,89531.44736,18.77268766,17.51612873,0.930645161,4.278421545
Dr1AC000251,R20,20.44569444,4.72637924,0.539667457,17.47071093,133078.6688,96014.37293,22.58778225,17.59182505,0.773458445,4.606121834
Dr7AD000878,R161,20.44653935,4.721098535,0.539045182,13.80700899,132938.0286,137693.2242,23.63239148,13.95840163,0.584240871,5.019218402
Dr8AE001000,R187,20.44739583,5.506633706,0.631612186,17.4858502,153859.0673,107407.9386,21.4220589,17.51612873,0.816254417,4.683977499
Dp1AA01039,A10,20.44824074,10.32314273,1.19918679,17.4858502,282136.4195,194253.7462,31.29285919,19.71132204,0.558780842,6.306645121
Dr8AA000901,R187,20.44908565,8.401664469,0.972760917,17.4858502,230961.9812,156144.4233,29.38531189,17.54640726,0.595054096,5.804767933
Dr3AB000423,R98,20.44993056,4.443394735,0.506320729,17.47071093,125541.9855,93511.50852,19.90813248,17.4858502,0.87756654,4.315977975
Dr5AC000658,R128,20.45076389,5.256829987,0.602175462,17.4858502,147206.0828,69384.59413,17.04681154,17.62210358,1.025754885,4.170391384
Dr4AD000568,R102,20.45162037,4.13992879,0.470560479,17.47071093,117459.8231,61536.64234,13.18629915,17.51612873,1.324913892,3.269870809
Dr5AE000689,R128,20.4524537,6.161989875,0.708838974,17.47071093,171313.0684,102285.2943,21.90651536,17.50098946,0.797512094,4.869099503
Dp1AA000018,A10,20.45333333,6.440762644,0.741689394,12.03571507,178737.5812,151800.8993,24.96464673,14.24604765,0.48211037,5.620906482
Dp1AB000025,A10,20.45417824,3.107248069,0.348869988,14.65480779,89956.59457,65496.77473,17.80377475,14.66994705,0.823129252,4.141388305
Dp1AC000052,A10,20.45501157,4.440230587,0.505947867,11.61181567,125457.7152,89153.55982,25.87300259,13.44366665,0.448800468,5.253987944
Dr6AD000774,R133,20.45585648,4.005046327,0.454666009,17.47071093,113867.519,72378.8452,17.28903976,17.4858502,1.010507881,3.928550053
Dr3AE000484,R98,20.45671296,4.193505498,0.476873927,17.4858502,118886.7235,77858.49927,19.69618278,17.57668578,0.887778632,4.238678859
Dr5AA000604,R128,20.4575463,5.008351789,0.572894937,17.4858502,140588.4008,99435.09979,21.75512271,17.53126799,0.803757829,4.601782371
Dr4AB000536,R102,20.4583912,5.128375588,0.587038471,17.4858502,143784.9764,53656.23512,15.04842866,17.51612873,1.161971831,3.843926584
Dr6AC000746,R133,20.45923611,4.314705163,0.491156025,17.47071093,122114.6157,85743.27184,19.65076499,17.50098946,0.889060092,4.262520749
Dr5AD000676,R128,20.46008102,5.280724999,0.604991237,17.47071093,147842.475,80416.21525,16.81972257,17.50098946,1.03870387,4.147295572
Dp2AE000194,B100,20.46092593,3.539987955,0.399863803,15.07870718,101481.6901,68024.69245,13.27713474,15.12412498,1.135689852,3.552237312
Dr7AA000807,R161,20.46261574,4.692272014,0.535648282,15.47232805,132170.2962,133075.8218,23.73836633,16.81972257,0.651785714,4.865003295
Dr2AB000334,R70,20.46346065,5.213928712,0.597120001,17.4858502,146063.4997,104164.2931,18.5455987,17.57668578,0.942857143,4.342448537
Dr5AD000678,R128,20.46430556,5.390800263,0.617962441,17.47071093,150774.0928,99838.42025,19.43881529,17.75835696,0.898753894,4.477892259
Dp1AE000087,A10,20.46515046,6.514186537,0.750341622,13.94326237,180693.0686,148539.0332,28.37098119,15.97192377,0.491462113,5.616575788
Dr4AA000517,R102,20.46684028,6.536043382,0.75291722,17.47071093,181275.1786,95203.74626,17.89461033,17.51612873,0.976311337,4.559891764
Dp1AB000022,A10,20.46768519,4.680278186,0.534234936,12.89865313,131850.8664,94342.63336,25.20687496,15.63885996,0.511711712,5.169032944
Dr1AC000252,R20,20.46851852,5.335812516,0.611482718,17.4858502,149309.6125,92494.38178,23.19335282,22.46666813,0.753916449,4.782897796
Dr3AD000462,R98,20.46936343,5.730974591,0.658048385,17.4858502,159833.904,120036.1393,24.79811483,17.65238211,0.705128205,4.976592646
Dr1AE000188,R20,20.47020833,8.477689519,0.981719664,17.4858502,232986.7448,183762.1,28.58293089,17.57668578,0.611758475,5.784911876
Dp1AA000007,A10,20.47105324,8.1210602,0.939694674,17.4858502,223488.6904,176441.0271,31.8378727,20.51370305,0.549215407,5.843428726
Dr8AA000913,R187,20.47189815,9.680478783,1.123455647,17.4858502,265020.4483,184667.246,26.82677624,18.36392752,0.651805869,5.96168515
Dr2AB000332,R70,20.47274306,5.121135107,0.586185257,13.97354089,143592.1417,102076.137,22.57264298,14.33688324,0.619047619,5.030968884
Dr6AC000749,R133,20.47357639,5.027350925,0.575133784,17.47071093,141094.4019,74530.01416,19.36311896,17.4858502,0.902267396,4.390290738
Dr6AD000773,R133,20.4744213,5.396864879,0.618677092,17.47071093,150935.6108,91302.45121,20.7862098,17.50098946,0.840495266,4.606772362
Dp2AE000192,B100,20.4752662,4.16219897,0.473184784,17.4858502,118052.9414,86360.68428,14.86675748,17.62210358,1.176171079,3.600412661
Dr7AB000821,R161,20.47690972,4.502722494,0.513311877,17.4858502,127122.0527,110362.5219,20.13522144,17.51612873,0.868421053,4.349044389
Dr3AC000459,R98,20.47775463,4.099407752,0.465785504,17.47071093,116380.6325,84931.88598,20.43800673,17.80377475,0.854814815,4.290158479
Dr4AD000571,R102,20.47859954,3.633259033,0.410854812,16.38068391,103965.7645,49062.55747,12.38391815,16.39582317,1.322738386,3.163235358
Dr2AE000397,R70,20.47944444,8.731804745,1.011664453,17.4858502,239754.557,171151.1709,25.55507804,17.54640726,0.684241706,5.682093703
Dr5AA000608,R128,20.48028935,5.659553233,0.649632134,17.47071093,157931.7498,120646.1496,22.43638961,18.18225635,0.778677463,4.799866898
Dr8AB000930,R187,20.48113426,4.136051997,0.47010364,17.42529314,117356.5731,80127.34291,22.84514974,17.45557167,0.762756793,4.499759586
Dr4AC000558,R102,20.48197917,4.633321957,0.528701641,17.45557167,130600.2883,76805.88033,15.00301086,17.45557167,1.163471241,3.731799535
Dp2AD000172,B100,20.48282407,5.8070424,0.667012171,17.47071093,161859.8063,102951.295,16.80458331,17.50098946,1.03963964,4.260965007
Dr7AE000888,R161,20.48366898,4.444043242,0.506397148,13.41338812,125559.2571,141224.2236,22.34555402,15.75997408,0.600271003,4.92320891
Dr1AA000213,R20,20.4853588,3.261300704,0.36702346,17.47071093,94059.45495,42452.65714,19.74160057,17.51612873,0.884969325,4.03987126
Dr4AB000537,R102,20.48619213,4.399609779,0.501161135,17.22848271,124375.8674,48500.7558,14.47313661,17.28903976,1.190376569,3.621510351
Dp1AC000047,A10,20.48703704,4.682843711,0.534537256,15.24523909,131919.1936,114635.0616,21.77026198,15.95678451,0.700278164,4.756764918
Dp1AD000067,A10,20.48788194,6.985117109,0.805835805,16.80458331,193235.2909,163332.4479,25.782167,17.45557167,0.651790957,5.3691054
Dr6AE000787,R133,20.48872685,5.854533114,0.672608449,17.47071093,163124.6193,93786.90522,22.25471843,17.50098946,0.785034014,4.828819395
Dp2AC000144,B100,20.59729167,3.570539079,0.403463929,14.48827588,102295.3536,62869.59273,15.48746732,14.53369367,0.935483871,3.997269129
Dr5AD000664,R128,20.59802083,7.497039066,0.866160389,17.47071093,206869.2305,111781.2609,23.25390987,17.50098946,0.751302083,5.263796908
Dr8AE000996,R187,20.59886574,7.079492787,0.81695698,17.4858502,195748.7839,133990.2679,24.78297556,18.78782692,0.705558949,5.272139913
Dr7AB000838,R161,20.60053241,4.110311232,0.467070364,14.24604765,116671.0232,82549.73302,18.42448458,14.70022558,0.773212818,4.47120855
Dr3AC000446,R98,20.60137731,3.732373805,0.422534439,17.47071093,106605.4732,50655.53093,18.51532017,17.51612873,0.943581357,4.015122743
Dr3AD000480,R98,20.60222222,5.966432751,0.685794637,17.47071093,166104.8253,95838.62011,20.31689261,17.50098946,0.859910581,4.68949339
Dr3AE000493,R98,20.60306713,4.251443599,0.483701319,17.47071093,120429.7801,61540.05871,19.19658706,17.51612873,0.910094637,4.202560497
Dr4AA000501,R102,20.60391204,4.882626824,0.558079581,17.4858502,137239.9869,66736.72416,16.09303789,17.51612873,1.086547507,3.955023227
Dr6AB000733,R133,20.60475694,4.013405661,0.455651068,14.80620043,114090.1519,57540.06877,18.89380177,14.83647896,0.783653846,4.427043786
Dr7AC000852,R161,20.60560185,4.249156006,0.483431751,16.59263361,120368.855,90916.02276,19.24200485,16.66832993,0.862313139,4.306666473
Dp2AD000169,B100,20.60644676,4.67127747,0.533174297,15.91136672,131611.1517,83648.85243,15.44204953,15.94164525,1.030392157,4.031497128
Dp2AE000186,B100,20.60729167,6.098799575,0.701392666,17.44043241,169630.1308,72214.29045,17.80377475,17.4858502,0.979591837,4.456575629
Dr2AA000302,R70,20.60898148,12.51908938,1.457955857,17.4858502,340620.7327,258690.8795,32.71595003,17.63724284,0.53447478,6.842667964
Dp2AB000125,B100,20.60982639,3.142253229,0.352994975,11.29389112,90888.88167,67795.60643,15.39663173,11.30903039,0.73352999,4.345246026
Dr5AC000660,R128,20.6106713,4.692364658,0.535659199,17.4858502,132172.7636,75450.1542,17.81891401,17.83405328,0.981308411,4.143593407
Dr4AD000574,R102,20.61150463,3.593578917,0.40617893,13.42852738,102908.9701,62065.03959,14.39744029,13.48908444,0.932702419,4.008424241
Dr1AE000199,R20,20.61234954,9.594569336,1.113332128,17.47071093,262732.4351,199342.9861,29.80921129,17.50098946,0.586084307,6.086682231
Dr5AA000613,R128,20.61403935,6.422126957,0.739493375,17.47071093,178241.2598,105369.3197,20.05952512,17.54640726,0.870943396,4.765529689
Dr5AB000631,R128,20.61491898,4.189536061,0.476406171,17.47071093,118781.006,80778.53937,14.54883294,17.50098946,1.200832466,3.552431457
Dr4AC000547,R102,20.61576389,3.222582659,0.362460948,10.82457393,93028.28317,53830.08996,12.65642491,10.85485246,0.855263158,4.096394837
Dr1AD000166,R20,20.6166088,8.037509611,0.929849121,17.4858502,221263.5003,154407.9627,28.08333517,17.53126799,0.622641509,5.664305826
Dr7AE000900,R161,20.6174537,3.31449971,0.3732924,11.47556229,95476.29599,85528.61046,20.05952512,12.85323534,0.572075472,4.736592211
Dr1AB000229,R20,20.61994213,5.054552614,0.578339215,17.4858502,141818.8603,76969.67588,25.5702173,18.39420605,0.68383659,4.87448609
Dr7AC000854,R161,20.62078704,2.662599873,0.296472905,12.24766477,78114.34678,76329.67749,18.25795268,12.489893,0.670812604,4.377095985
Dr1AD000174,R20,20.62164352,2.690093746,0.299712767,17.47071093,78846.58693,53682.04763,15.29065688,17.47071093,1.142574257,3.350304202
Dr5AC000655,R128,20.62248843,2.973213654,0.333075451,17.47071093,86386.87639,39192.49927,15.80539187,17.4858502,1.105363985,3.494017167
Dr4AD000572,R102,20.62333333,2.417435478,0.267582876,14.21576912,71584.92074,27499.6224,10.14330704,14.24604765,1.401492537,2.723501851
Dp2AE000193,B100,20.62417824,5.269108873,0.603622399,17.4858502,147533.1045,67521.53832,14.68508631,17.53126799,1.190721649,3.811926215
Dp2AB000137,B100,20.62670139,4.170515546,0.474164805,17.45557167,118274.4356,60447.58221,14.10979427,17.63724284,1.237124464,3.468794781
Dr3AC000456,R98,20.6275463,4.546735497,0.518498343,17.45557167,128294.2443,53338.7033,14.97273233,17.47071093,1.165824065,3.707611228
Dr6AD000771,R133,20.6283912,6.846927969,0.789551678,17.47071093,189554.9205,114100.9704,22.52722519,17.51612873,0.775537634,5.067801678
Dr8AE000995,R187,20.62927083,8.076719381,0.934469578,17.47071093,222307.7681,132252.8583,25.50966025,17.50098946,0.684866469,5.536696356
Dr6AA000713,R133,20.63011574,6.600331156,0.760492854,17.47071093,182987.3451,147868.6672,19.66590425,17.50098946,0.888375674,4.766545523
Dr1AB000227,R20,20.63096065,4.676572428,0.533798251,17.4858502,131752.1715,56360.09546,17.07709006,20.51370305,1.02393617,4.046795511
Dr4AC000556,R102,20.63179398,3.935107271,0.446424432,15.53288511,112004.8428,52646.5105,12.2779433,15.54802438,1.265104809,3.35577913
Dr7AD000877,R161,20.63263889,5.350179455,0.613175709,17.4858502,149692.245,129015.4761,23.05709944,17.80377475,0.758371635,4.776302743
Dp1AE000098,A10,20.6334838,7.841681682,0.906772873,15.50260658,216048.0449,153718.0475,21.4220589,16.06275936,0.723674912,5.400056024
Dr8AB000929,R187,20.63517361,4.164557827,0.473462751,16.74402625,118115.7645,78960.46565,21.77026198,16.74402625,0.769123783,4.492087613
Dp2AC000142,B100,20.63601852,2.341716865,0.258660239,9.628572057,69568.31846,53444.61051,12.61100711,9.658850586,0.763505402,4.103611342
Dp1AD000068,A10,20.63686343,4.566090955,0.520779179,9.189533394,128809.7353,106396.1262,22.60292151,9.840521757,0.406563965,5.374129253
Dr1AE000197,R20,20.63770833,5.383011045,0.617044565,17.45557167,150566.6438,117739.9648,23.55669516,17.51612873,0.741002571,4.821547641
Dr8AA000908,R187,20.63940972,8.373436571,0.969434558,17.4858502,230210.1919,150063.6794,25.64591362,17.56154652,0.681818182,5.60860739
Dp1AB000023,A10,20.64025463,4.176544529,0.474875257,14.03409795,118435.0045,82324.06336,20.90732392,15.47232805,0.671252715,4.70899403
Dr8AC000960,R187,20.64109954,4.356109882,0.496035133,16.22929127,123217.3413,76435.5847,19.69618278,17.30417903,0.823981553,4.414101822
Dp2AD000173,B100,20.64194444,2.955333372,0.330968449,9.749686171,85910.67355,57827.04314,13.94326237,9.764825436,0.699239957,4.379220937
Dr4AE000588,R102,20.64278935,3.179161153,0.357344184,13.15602063,91871.8448,53811.48977,11.82376537,13.18629915,1.112676056,3.523289105
Dr2AA000312,R70,20.64445602,7.110578395,0.82062009,14.91217528,196576.6822,150623.0137,23.23877061,15.04842866,0.641693811,5.418795664
Dr6AB000739,R133,20.64530093,4.610324878,0.525991679,17.4858502,129987.8106,49217.05293,15.91136672,17.63724284,1.098953378,3.867993486
Dr7AB000830,R161,20.64614583,2.966015932,0.332227276,10.90027025,86195.18055,102944.6521,20.22605703,11.08194142,0.538922156,4.732556431
Dr2AC000353,R70,20.64699074,5.298619534,0.607099918,16.47151949,148319.0575,98348.69683,18.16711709,16.48665876,0.906666667,4.440301473
Dr7AD000861,R161,20.64783565,4.962535793,0.567496007,17.45557167,139368.1903,135090.7159,23.78378412,17.4858502,0.733927435,4.744590092
Dp1AE000089,A10,20.64868056,7.595583721,0.877772833,17.4858502,209493.7553,166766.6505,28.9159947,17.74321769,0.604712042,5.606395652
Dp1AA01008,A10,20.64952546,7.782225647,0.899766608,17.42529314,214464.5613,138449.7585,25.23715349,19.10575147,0.690461908,5.459697652
Dr5AA000618,R128,20.65038194,8.466914315,0.98044992,17.4858502,232699.7705,119598.4654,23.26904914,17.57668578,0.751463891,5.476683096
Dr4AB000524,R102,20.65121528,4.076553202,0.463092337,14.20062986,115771.9507,61983.9959,14.33688324,14.21576912,0.990496304,3.988083547
Dr6AC000744,R133,20.65206019,3.918160555,0.44442744,17.45557167,111553.5035,71633.69879,19.87785395,17.45557167,0.87814166,4.199238883
Dr3AD000467,R98,20.65290509,7.202609469,0.831464977,17.47071093,199027.7318,107866.68,23.93517677,17.54640726,0.729917774,5.245879578
Dr2AE000388,R70,20.65375,10.59538767,1.231267974,17.45557167,289387.0774,180384.0776,24.58616513,17.50098946,0.709975369,6.035488888
Dr8AA000910,R187,20.65460648,10.00405559,1.161585748,17.4858502,273638.2203,173165.116,28.79488059,17.78863548,0.607255521,6.130362888
Dr1AB000239,R20,20.65545139,4.710943333,0.537848499,17.4858502,132667.5666,49460.18399,15.33607468,21.6340086,1.14017769,3.799862675
Dr7AC000848,R161,20.6562963,4.612491321,0.526246971,14.62452926,130045.5091,115812.3777,22.75431415,17.31931829,0.642714571,4.867322036
Dr6AD000770,R133,20.6571412,5.696560928,0.653993099,17.47071093,158917.3701,94747.0926,22.14874359,17.4858502,0.788790157,4.785863637
Dr1AE000183,R20,20.65798611,8.703640984,1.008345652,17.47071093,239004.4758,190081.6096,30.62673156,17.78863548,0.570439941,5.925049865
Dr7AA000818,R161,20.65886574,6.189084666,0.712031808,13.51936297,172034.6799,161052.7858,23.96545529,13.91298384,0.564118762,5.386029091
